标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
EfficientFlow: Efficient Equivariant Flow Policy Learning for Embodied AI,EfficientFlow：用于具身AI的高效等变流策略学习,01 Dec 2025,Embodied AI,Other,https://arxiv.org/pdf/2512.02020v1,http://arxiv.org/abs/2512.02020v1,2512.02020v1,本文提出了EfficientFlow，一种基于流模型的高效视觉运动策略学习框架，旨在提升机器人智能体的控制效率。通过引入对称性原理，EfficientFlow显著减少了所需训练数据量，实现了更好的泛化能力。同时，设计了一种加速采样的正则化方法，有效提升了推理速度。实验结果表明，该方法在多项机器人操作任务中表现优异，兼具数据效率和计算效率，展示了其在实际应用中推动高性能智能体发展的潜力。
A Diffusion Model Framework for Maximum Entropy Reinforcement Learning,[翻译]A Diffusion Model Framework for Maximum Entropy Reinforcement Learning,01 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02019v1,http://arxiv.org/abs/2512.02019v1,2512.02019v1,本文提出了一种基于扩散模型的最大熵强化学习框架，将最大熵强化学习问题重新解释为扩散模型的采样问题。通过最小化扩散策略与最优策略分布之间的逆KL散度，作者推导出融合扩散动态的改进目标函数，并基于此设计了扩散版本的Soft Actor-Critic、Proximal Policy Optimization和Wasserstein Policy Optimization算法。实验结果显示，这些扩散模型改进的算法在连续控制任务中表现出更优的回报和更高的样本效率，且仅需对原算法进行少量修改，展示了扩散模型在强化学习中的有效应用潜力。
Data-Centric Visual Development for Self-Driving Labs,面向自驱动实验室的数据中心视觉开发,01 Dec 2025,AI4Science,Other,https://arxiv.org/pdf/2512.02018v1,http://arxiv.org/abs/2512.02018v1,2512.02018v1,本文针对自驱动实验室中关键且精确度要求高的移液操作，提出了一种结合真实与虚拟数据生成的混合方法，以解决训练数据尤其是负样本稀缺的问题。通过人机协同的自动采集与人工验证，以及基于参考图像的生成式数据增强，构建了平衡的训练数据集。实验结果表明，该方法不仅能显著提升模型的准确率（达99.6%），还有效减少了数据收集和审核的工作量。该策略为自驱动实验室视觉反馈提供了高效、可扩展的数据支持，具有广泛的应用潜力。
Visual Sync: Multi-Camera Synchronization via Cross-View Object Motion,Visual Sync：基于跨视角物体运动的多摄像头同步方法,01 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02017v1,http://arxiv.org/abs/2512.02017v1,2512.02017v1,本文提出了VisualSync，一种基于多视角动态信息的多摄像头视频同步方法。该方法无需特定场景、目标或昂贵设备，通过利用移动物体在不同摄像头中的共同运动规律，实现毫秒级的时间对齐。VisualSync结合三维重建和特征匹配技术，优化摄像头间的时间偏差，显著提升同步精度。实验证明，该方法在多种复杂场景下的同步误差中位数低于50毫秒，优于现有技术，具备广泛的应用潜力。
Objects in Generated Videos Are Slower Than They Appear: Models Suffer Sub-Earth Gravity and Don't Know Galileo's Principle...for now,生成视频中的物体运动比实际更慢：模型表现出低于地球重力加速度且尚未掌握伽利略原理……,01 Dec 2025,AI4Science,Other,https://arxiv.org/pdf/2512.02016v1,http://arxiv.org/abs/2512.02016v1,2512.02016v1,本文研究了视频生成模型对重力这一基本物理规律的理解，发现其生成的物体下落速度普遍低于真实重力加速度。通过设计不依赖尺度和速度单位的测试方法，揭示模型未能遵守伽利略等效原理。作者进一步提出了一种轻量级微调方案，仅用少量单球下落视频即可显著提升模型对重力的模拟精度，并能在更复杂场景中实现零样本泛化。该工作表明，视频生成模型虽然初始物理认知不足，但通过针对性训练可有效纠正，促进其作为世界模型的应用潜力。
Generative Video Motion Editing with 3D Point Tracks,基于3D点轨迹的生成式视频运动编辑,01 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02015v1,http://arxiv.org/abs/2512.02015v1,2512.02015v1,本文提出了一种基于三维点轨迹的视频运动编辑方法，实现了对摄像机和物体运动的联合精确控制。通过利用三维轨迹建立源视频与目标运动之间的稀疏对应关系，模型能够保留视频的空间和时间一致性，处理复杂的深度顺序和遮挡问题。该方法经过合成和真实数据的两阶段训练，支持多样的运动编辑操作，如摄像机与物体的同步调整、运动迁移及非刚性变形，显著提升了视频编辑的灵活性和表现力。
TUNA: Taming Unified Visual Representations for Native Unified Multimodal Models,TUNA：驯服统一视觉表示以构建原生统一多模态模型,01 Dec 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2512.02014v1,http://arxiv.org/abs/2512.02014v1,2512.02014v1,本文提出了TUNA，一种原生统一多模态模型，通过将变分自编码器与表示编码器结合，构建了统一的视觉表示空间，实现图像和视频的端到端理解与生成。相比传统分离表示方法，TUNA避免了格式不匹配问题，提升了多模态任务的表现。研究还发现，预训练表示编码器的质量对性能至关重要。联合训练理解与生成任务使两者相互促进。大量实验验证了TUNA在多模态理解、生成及图像编辑等任务上的领先效果，展示了其设计的有效性和可扩展性。
ManualVLA: A Unified VLA Model for Chain-of-Thought Manual Generation and Robotic Manipulation,ManualVLA：用于链式思维手册生成与机器人操作的统一VLA模型,01 Dec 2025,Embodied AI,Other,https://arxiv.org/pdf/2512.02013v1,http://arxiv.org/abs/2512.02013v1,2512.02013v1,本文提出了ManualVLA，一种结合视觉、语言与动作的统一模型，能够将目标状态转化为具体的操作步骤，从而更好地完成复杂的机器人任务，如乐高组装和物体重排。该模型通过生成包含图像、位置提示和文本说明的多模态操作手册，采用链式推理方式指导机器人执行精确操作。为减少数据采集难度，作者开发了基于三维高斯散点的数字孪生工具自动生成训练数据。实验显示，ManualVLA在实际任务中成功率较现有方法提升了32%，展现出优越的规划与执行能力。
Improved Mean Flows: On the Challenges of Fastforward Generative Models,改进的MeanFlow：关于快速前向生成模型的挑战,01 Dec 2025,Other,Other,https://arxiv.org/pdf/2512.02012v1,http://arxiv.org/abs/2512.02012v1,2512.02012v1,本文针对MeanFlow（一种一步生成模型）在训练目标和引导机制上的挑战，提出了改进方法。通过将训练目标重新定义为对瞬时速度的回归问题，提升了训练稳定性；同时引入显式条件引导，增强了模型在测试时的灵活性。所提出的改进MeanFlow（iMF）在ImageNet 256×256数据集上实现了1.72的FID分数，显著优于现有同类方法，并缩小了与多步生成模型的差距。该工作推动了快速生成模型的发展，展示了其作为独立范式的潜力。
Learning Dexterous Manipulation Skills from Imperfect Simulations,从不完美仿真中学习灵巧操作技能,01 Dec 2025,Embodied AI,Other,https://arxiv.org/pdf/2512.02011v1,http://arxiv.org/abs/2512.02011v1,2512.02011v1,本文提出了一种新的仿真到现实的学习框架，用于提升多指手的灵巧操作技能。该方法通过三阶段训练：先在简化模型的仿真环境中学习基本动作，再利用这些动作在真实环境中收集包含触觉和位置感知的示范数据，最后训练结合触觉信息的模仿策略。实验证明，该框架在螺母拧紧和螺丝旋转任务中表现出较高的成功率，且具备对不同形状物体和外部干扰的鲁棒性，显著优于直接的仿真到现实迁移方法。
