公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-06-25 10:32:16,无需训练！提示词秒变模型权重，定制成本降低1.2万倍！ NUS等推出Drag-and-Drop LLM,Drag-and-Drop LLMs: 基于提示词直接生成LoRA权重的高效大语言模型定制方法,本文介绍了由新加坡国立大学等机构提出的Drag-and-Drop LLMs（DnD）方法，该方法通过训练一个生成器，将任务提示词直接映射为LoRA模型权重，实现无需微调的快速模型定制。DnD显著降低了定制成本，提升了效率和性能，在多任务和跨域场景中均表现优异，支持不同规模模型，极大简化了大语言模型的适应流程。,LLM,Other,,https://mp.weixin.qq.com/s/HhRJ9Q21cpNG7uMS_D82hg
包包算法笔记,2025-06-25 09:00:04,"从 0 手撕 LLM 分布式训练：DP, ZeRO, TP, PP, CP, EP",基于PyTorch的LLM分布式训练算法实现与实操课程介绍,本文介绍了一个基于PyTorch从零实现的LLM分布式训练框架，涵盖DP、ZeRO、TP、PP、CP、EP六大并行算法及其关键梯度计算。课程内容包括直播授课、源码工程、算法图解及多卡DeepSpeed RLHF训练实操，支持Llama-3-8B/70B等模型的低成本多卡训练。实操项目涵盖数学推理模型训练、RLHF训练流程及垂域LLM微调，面向具备深度学习基础的学员，强调通信计算重叠和多机多卡环境下的性能优化。,LLM,"Meta, Microsoft, OpenAI",,https://mp.weixin.qq.com/s/TyBXPvG62xk26d4ti0Kgag
机器之心,2025-06-25 08:46:55,刚刚，首个能在机器人上本地运行的具身Gemini来了,谷歌DeepMind发布首个可本地运行的具身视觉-语言-动作模型Gemini Robotics On-Device,谷歌DeepMind推出了Gemini Robotics On-Device，这是首个可直接部署在机器人上的视觉-语言-动作模型，支持本地运行，无需持续网络连接，适用于延迟敏感环境。该模型基于多模态推理能力的Gemini 2.0，具备强大的任务泛化和灵活性，能够通过少量示范快速适应新任务，支持多种双臂机器人平台，展现出优异的自然语言指令执行和灵巧操作能力。同时，DeepMind提供了相应的SDK和MuJoCo模拟器支持开发者测试和微调模型。,Embodied AI,DeepMind,,https://mp.weixin.qq.com/s/mjZAAvVtPevYDD5HfexN6g
机器之心,2025-06-25 08:46:55,如何做到在手机上实时跑3D真人数字人？MNN-TaoAvatar开源了！,基于MNN的手机端实时3D真人数字人技术MNN-TaoAvatar开源,TaoAvatar由阿里巴巴淘宝Meta技术团队研发，利用3D高斯泼溅技术实现手机及XR设备上的实时3D真人数字人渲染与AI对话。该技术支持端侧实时语音识别、语言理解和语音合成，显著降低数字人建模成本并提升效率。MNN-TaoAvatar开源项目集成了多项AI模块，能够在普通手机上流畅运行，推动数字人技术的规模化应用和自然交互体验。,Embodied AI,"Alibaba, Meta",,https://mp.weixin.qq.com/s/YW9ASa_bPDdwQ2nANqPKEw
量子位,2025-06-25 08:33:14,谷歌发布本地具身智能模型！全程无联网执行精细操作，从人形机器人到工业机器人全覆盖,谷歌发布本地具身智能模型Gemini Robotics On-Device，实现机器人离线高效操作,谷歌DeepMind团队发布了首个可完全在机器人本地运行的视觉-语言-动作模型Gemini Robotics On-Device，支持从人形机器人到工业双臂机器人的多平台部署。该模型无需联网即可执行复杂精细操作，显著降低响应延迟，并具备强大的泛化和指令跟随能力。开发者可通过开放的SDK在模拟器及真实机器人上测试和部署，推动具身智能技术的应用与发展。,Embodied AI,DeepMind,,https://mp.weixin.qq.com/s/oyT1CRRdbUxfF9cvApePRg
量子位,2025-06-25 08:33:14,机器人视觉语言导航进入R1时代！港大联合上海AI Lab提出全新具身智能框架,港大与上海AI Lab联合提出基于视觉语言的具身智能导航框架VLN-R1,VLN-R1由香港大学与上海AI Lab联合开发，突破传统视觉语言导航依赖离散地图的限制，实现基于第一人称视角视频流的连续导航动作输出。通过两阶段训练（监督微调和强化微调）及时间衰减奖励机制，VLN-R1在VLN-CE基准测试中表现优异，且小模型性能接近大模型，展现出高数据效率。研究还构建了VLN-Ego数据集，推动具身智能在复杂环境中的实时感知与决策能力。,Embodied AI,Shanghai AI Lab,,https://mp.weixin.qq.com/s/XhcnUxYUXi2jvX51u3zpsw
量子位,2025-06-25 08:33:14,一文读懂深度表格数据表示学习 | 南京大学,深度表格数据表示学习综述及方法分类,本文系统介绍了表格数据的深度表示学习方法，涵盖专用模型、可迁移模型和通用模型三大类，比较了深度神经网络与传统树模型的优劣，分析了表格数据建模中的核心挑战及扩展方向。研究重点包括特征、样本和目标三个维度的表示学习，探讨了预训练模型在表格任务中的应用，旨在推动表格数据的泛化能力和稳健评估体系建设。,Other,Other,,https://mp.weixin.qq.com/s/EUByU9yyjVAvIy1eqvZDmA
智药邦,2025-06-25 07:18:44,Nat Rev Drug Discov｜靶向蛋白无序区：药物发现的下一个障碍,靶向蛋白无序区：药物发现中的新挑战与策略综述,本文综述了内在无序蛋白（IDPs）及其无序区（IDRs）在细胞功能和疾病中的关键作用，探讨了其作为药物靶点面临的“不可成药”难题。文章重点介绍了通过实验与计算协同的方法，结合间接与直接靶向策略，推动IDPs调节剂的设计与开发，旨在突破传统药物发现的瓶颈，促进癌症和神经退行性疾病等相关治疗的创新。,Other,Other,,https://mp.weixin.qq.com/s/XV81AnXymzvkktHwyNVP7g
智药邦,2025-06-25 07:18:44,Nature | 高效Kemp消除酶的完全计算设计,基于完全计算设计的高效Kemp消除酶构建,本文介绍了一种无需依赖实验筛选的完全计算设计流程，通过TIM-barrel蛋白骨架片段组装和多目标优化，成功设计出高效且稳定的Kemp消除酶。设计酶的催化效率和稳定性显著优于以往计算设计，部分设计的催化参数已接近天然酶水平。结构和动力学分析验证了设计的准确性，展示了该方法在非天然酶设计中的潜力，突破了传统设计方法的限制。,AI4Science,Other,,https://mp.weixin.qq.com/s/E-5n93uQGkYfgUiI8JoPuw
机器学习算法与自然语言处理,2025-06-25 07:16:20,哈佛重磅预警！经济学家预言：全球AI失业潮2年来袭，世界经济大崩盘在即,AGI对全球经济与劳动力市场的潜在影响及应对策略,本文探讨了AGI（通用人工智能）在未来2至5年内可能实现，对全球经济和劳动力市场带来的深远影响。弗吉尼亚大学经济学教授Anton Korinek指出，AGI将引发经济体系根本性变革，可能导致大规模失业和收入分配制度的重构，强调全民基本收入的重要性。此外，文章还讨论了AI技术对教育的变革需求及全球政府应对AI带来社会政治风险的挑战。,AGI,OpenAI,"Anton Korinek, Arvind Srinivas, Sam Altman",https://mp.weixin.qq.com/s/QbAXiI5HIKXE1Fp54JCqqg
