公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-07-03 18:08:24,突发，美国EDA三巨头解禁！国产芯片设计迎喘息之机,美国取消EDA软件对华出口限制对中国芯片设计产业的影响分析,2025年7月，美国商务部取消了对全球三大EDA软件供应商（西门子、新思、Cadence）向中国出口芯片设计软件的许可证要求，此举为中国芯片设计产业带来短暂喘息机会。EDA软件作为芯片设计核心工具，长期受美国企业垄断，限制出口严重阻碍了中国半导体和AI芯片研发。此次解禁有助于缓解当前芯片设计难题，但中国仍需加强自主研发以实现半导体技术自给自足。,Other,Other,,https://mp.weixin.qq.com/s/5AcFwA4IvkvwqcQxtyWTQA
量子位,2025-07-03 17:00:13,你的衰老速度被科学家拍出来了| Nature子刊,基于脑MRI影像的生物衰老速度预测模型DunedinPACNI的构建与验证,本文介绍了一项基于Dunedin研究数据，利用脑MRI结构性特征构建的生物衰老速度预测模型DunedinPACNI。该模型通过弹性网络回归筛选脑部关键结构特征，能够准确预测个体的纵向衰老速度。多维度验证显示，DunedinPACNI与传统生理衰老指标及认知功能表现高度相关，且具备良好的重测信度，体现了其作为脑衰老生物标志物的潜力。,AI4Science,Other,Mahdi Moqri,https://mp.weixin.qq.com/s/RfGOGyceprlJr4HlqcMioQ
量子位,2025-07-03 17:00:13,华为多路径推理破解大模型数学瓶颈，准确率超97%｜ICML 2025,华为诺亚方舟提出多路径推理框架提升大模型数学推理能力,华为诺亚方舟实验室提出了思维森林（Forest-of-Thought，FoT）推理框架，通过多路径并行推理、动态自我校正和共识决策机制，显著提升大语言模型在数学和逻辑推理任务中的准确率和鲁棒性。FoT在GSM8K和AIME 2024等数据集上表现优异，准确率超过97%，优于现有先进模型。该方法有效缓解了传统大模型的单路径推理瓶颈，具备广泛的应用潜力。,LLM,Other,,https://mp.weixin.qq.com/s/Pfy8wDewNY82vkGeZ89HdQ
量子位,2025-07-03 17:00:13,vivo突破手机AI部署难题，绕开MoE架构限制，骁龙8 Elite流畅运行｜ICCV 2025,vivo提出GenieBlue架构实现手机端多模态大模型高效部署与语言能力保持,vivo AI研究院联合港中文及上交团队提出GenieBlue，一种针对手机NPU设计的多模态大语言模型结构方案。该方案通过冻结原始LLM参数并引入复制Transformer层和轻量LoRA模块，解决了多模态训练中纯语言任务性能下降及手机NPU不支持MoE架构的问题，实现了在骁龙8 Elite芯片手机上的流畅运行，保持了多模态能力同时无纯语言性能损失。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/ztTdARR4Q0opOGP139NQkQ
具身智能之心,2025-07-03 16:22:06,具身智能，到了交卷的时刻了。。。,具身智能技术进展与产业生态现状分析,本文综述了具身智能领域的最新发展，强调多模态感知融合、触觉感知和大模型驱动算法在机器人自主学习与决策中的作用。文章指出仿真环境与数据生态建设对提升机器人物理世界认知的重要性，介绍了行业内多家企业和高校的合作与技术路线，并呼吁轻量化模型设计以促进产业落地。文章还介绍了具身智能之心知识星球社区，汇聚了丰富的技术资源和产业信息，助力研究者和从业者交流与成长。,Embodied AI,THU,,https://mp.weixin.qq.com/s/YJtglFCXZh1ZRrNEruEVmQ
具身智能之心,2025-07-03 16:22:06,全球首个自动驾驶VLA综述重磅发布：VLA自驾模型全面拆解~,视觉-语言-行动模型在自动驾驶中的综述与架构分析,本文综述了视觉-语言-行动（VLA）模型在自动驾驶领域的最新进展，系统梳理了从端到端自动驾驶到视觉语言模型，再到融合感知、推理与行动的VLA模型的发展演变。文章详细介绍了VLA模型的多模态输入、核心架构模块及其在复杂交通场景中的应用，强调了VLA模型在实现自动驾驶系统感知、语言理解与自主决策闭环中的重要作用，并提供了相关模型和数据集的资源链接。,Multimodal LLM,Other,Sicong Jiang,https://mp.weixin.qq.com/s/4IYF6ZqG2rMhTBkysugJqw
ScienceAI,2025-07-03 16:01:38,AI可以构建虚拟细胞吗？科学家正在为生命的最小单位建模,基于人工智能的虚拟细胞建模进展与挑战,文章介绍了以Stephen Quake为代表的研究团队利用人工智能技术构建虚拟细胞模型的最新进展。虚拟细胞旨在通过计算模拟细胞行为，减少实验依赖，加速疾病机制研究和药物响应预测。Chan Zuckerberg Initiative和谷歌DeepMind等机构积极投入资源，推动单细胞测序数据与AI模型结合。尽管目前模型预测能力有限，且存在数据整合和定义不明确等挑战，科学界对虚拟细胞的长期发展持乐观态度。,AI4Science,Other,"Stephen Quake, Demis Hassabis, Jan Ellenberg, Anshul Kundaje, Silvana Konermann, Hani Goodarzi, Jonah Cool, Tim Mitchison",https://mp.weixin.qq.com/s/HLMVlUvpOS6NqXjBs7ln0Q
机器之心,2025-07-03 16:01:01,AI 编程十字路口：为什么说 Copilot 模式是创业陷阱？,AI 编程赛道的网络结构创新与创业策略分析,本文基于蔻町智能创始人宿文的观点，分析了当前AI编程领域的核心挑战与机遇。宿文指出，基座模型仍处于早期阶段，网络结构创新如PLE架构是提升模型效率和理解能力的关键。同时，他反驳了避开大厂赛道的创业建议，强调通过底层技术创新解决复杂问题的重要性。文章还提出了AI编程从辅助编程到自动化协作的五个发展阶段，展示了未来AI编程的多维演进路径。,LLM,Other,宿文,https://mp.weixin.qq.com/s/xHxhffYTpUGdE_jkYTLLTA
机器之心,2025-07-03 16:01:01,登上热搜！Prompt不再是AI重点，新热点是Context Engineering,上下文工程：提升大语言模型输入效率的系统化方法,本文介绍了近年来兴起的上下文工程概念，强调大语言模型（LLM）本质上是无状态的文本生成函数，关键在于构建有效的输入上下文以引导模型输出。相比传统的提示词工程，上下文工程通过自动化信息整合和流水线设计，提升了输入质量和系统稳定性。文章详细阐述了上下文工程的核心要素及实践流程，强调科学实验式的迭代改进方法，并以LangChain生态为例展示其应用。,LLM,Other,"Andrej Karpathy, Phil Schmid",https://mp.weixin.qq.com/s/Vk-xZRIHlMt8NOybqU7wmw
新智元,2025-07-03 16:00:24,本地LLM万字救场指南来了！全网超全AI实测：4卡狂飙70B大模型,本地部署大语言模型性能与配置实测报告,本文基于Dell Precision 7960塔式工作站，使用NVIDIA RTX 5880 Ada GPU，对多款主流大语言模型（包括7B、8B、14B、32B及70B规模）进行了性能测试和量化评估。测试涵盖单卡、双卡及四卡配置，重点分析了模型吞吐率、响应时延及资源利用情况，旨在为企业选择合适的大模型及硬件配置提供实用参考，尤其关注中等规模模型的实用性和经济性。,LLM,Other,,https://mp.weixin.qq.com/s/d2BC9L3ovwukPJh7m5Umbg
