公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
智药邦,2025-07-20 23:28:58,ACS Omega｜南通大学Med-AI团队研发MCST-AFN框架：以低计算成本实现分子性质精准预测，助力药物研发提速,MCST-AFN框架：基于低保真分子动力学的分子性质高效精准预测方法,南通大学Med-AI团队提出MCST-AFN框架，融合低保真分子动力学模拟与多通道注意力融合网络，实现分子动态特征的高效捕捉与精准预测。该方法显著提升了分子性质预测的精度与计算效率，在多个MoleculeNet基准数据集上表现优异，助力药物研发和材料设计加速。研究成果已开源，为分子建模领域提供了新范式和工具支持。,AI4Science,Other,"陈星, 刘炜晨, 阮甜甜, 邵劲松, Sanjeevi Pandiyan, 姚敏, 王理",https://mp.weixin.qq.com/s/YnXSP8c6HRxIB_HuooplvQ
智药邦,2025-07-20 23:28:58,Nat Comput Sci｜清华大学鲁志/徐振江团队：RNA与小分子药物互作计算模型RNAsmol,基于数据扰动与增广的RNA-小分子相互作用预测模型RNAsmol,清华大学鲁志和南昌大学徐振江团队提出了一种基于序列输入的RNA-小分子相互作用深度学习模型RNAsmol。该模型利用数据扰动和增广策略，结合图卷积和注意力机制，有效解决了RNA结构数据匮乏问题，实现了高效准确的RNA靶标小分子药物筛选。实验结果显示，RNAsmol在虚拟筛选和未知样本预测中表现优异，推动了靶向RNA药物的计算辅助设计。,AI4Science,THU,"鲁志, 徐振江, 马洪丽",https://mp.weixin.qq.com/s/bCb0D00M3tMb4o4SJcD90A
智药邦,2025-07-20 23:28:58,Sci Adv | BioEmu：生成式AI快速准确模拟蛋白质平衡构象集合,BioEmu：基于生成式深度学习的蛋白质平衡构象集合快速模拟方法,微软研究院提出了BioEmu，一种结合条件扩散框架、AlphaFold2序列编码器及分子动力学数据微调的生成式深度学习模型，实现了蛋白质多构象平衡系综的高效采样。该模型通过整合大规模AlphaFold数据库预训练和实验稳定性数据微调，显著提升了构象变化及折叠态概率的预测准确性，在多个基准测试中优于传统方法，显著加速了蛋白质动态行为和能量景观的模拟。,Diffusion Model,Microsoft,,https://mp.weixin.qq.com/s/1xdeY-DKIb7CmUOJrdm5-Q
AINLP,2025-07-20 23:21:59,南开大学教授简历火上热搜！网友：这不是简历，是脱口秀脚本,南开大学两位教授幽默风趣的个人简介引发关注,南开大学物理科学学院胡金牛和陈璟两位教授的个人简介因其真诚且幽默的表达风格在网络上走红。简介中包含自嘲和风趣的学术经历描述，体现了学术研究的务实与亲和。校方对此持包容态度，认为这符合南开校训“允公允能，日新月异”的精神。专家认为，这种风格有助于吸引更多年轻人关注学科和研究领域，体现了师德中的真诚。,Other,Other,,https://mp.weixin.qq.com/s/xS6_HXAvXqGHb7JZM-K4HA
AINLP,2025-07-20 23:21:59,全面解读Gemini 2.5技术细节，并纵观Gemini 1.0到2.5 的演进路线,Gemini 2.5技术细节解析及Gemini系列模型演进综述,本文详细介绍了谷歌DeepMind最新发布的Gemini 2.5系列模型，重点分析了其在多模态理解、长上下文处理、动态思考能力和工具使用方面的技术突破。文章还对比了Gemini 1.0、1.5与2.5各版本的性能差异，展示了该系列模型在编码、推理和多模态任务上的显著提升，及其在智能体工作流中的应用潜力。,Multimodal LLM,DeepMind,,https://mp.weixin.qq.com/s/iF3dy1x7VUQL7uKOQRxz_w
机智流,2025-07-20 23:10:43,分享一个开源深度研究框架：DeepResearch Eco递归式工作流的设计与应用,DeepResearchEco递归式工作流框架的设计与应用,本文介绍了由德国TIB莱布尼茨信息中心与汉诺威大学联合开发的开源科研框架DeepResearchEco。该框架基于大语言模型，采用递归式多智能体架构，通过参数化的深度与广度控制，实现对生态学研究问题的自动化深度合成，提升文献整合效率并生成结构化科研报告。系统支持多模型评估，增强了科研过程的透明度和可控性。,AI4Science,Other,,https://mp.weixin.qq.com/s/QmJioZ8py6e85DUm5CqO3w
NLP工作站,2025-07-20 22:32:20,大模型RL训练框架的进化之路,大模型强化学习训练框架的演进与挑战分析,本文系统梳理了大模型强化学习（RL）训练框架的发展历程，重点分析了rollout与训练模块的资源管理、底层训练框架兼容性及异步执行等关键挑战。文章结合当前主流RL算法及多框架源码解析，探讨了性能优化和显存管理策略，特别是在大规模模型和复杂任务场景下的应用难点，为未来RL训练框架设计提供了参考。,LLM,Other,"王小惟, 朱小霖, 生广明",https://mp.weixin.qq.com/s/lYO0u9KPjblyy3MCOxIfDw
新智元,2025-07-21 10:24:14,OpenAI被曝IMO金牌「造假」，陶哲轩怒揭内幕！,OpenAI IMO金牌争议及AI数学能力评估分析,OpenAI宣布获得IMO数学竞赛AI金牌引发争议，因未与IMO官方合作且提前公布结果，违反赛事公布时间规定。谷歌DeepMind及IMO内部人士质疑其成绩有效性，陶哲轩等数学界权威表达对AI数学能力评估的谨慎态度。专家认为短期内大模型难以替代数学家，AI将在数学研究中辅助提升效率。事件反映了AI竞赛评估标准和公关策略的复杂性。,AI4Science,"OpenAI, DeepMind","Terence Tao, Thang Luong, Noam Brown, Ernest Ryu",https://mp.weixin.qq.com/s/1JnJgvoDMgqWuMDgOaB1Vg
新智元,2025-07-21 10:24:14,数百个虚拟人在线逃生！天大等发布：首个实时在线多智能体模拟方法,基于感知-决策-运动控制循环的实时三维多智能体疏散模拟框架RESCUE,天津大学联合清华大学和卡迪夫大学提出了RESCUE系统，实现了首个基于人类大脑感知-决策-运动控制循环的实时三维多智能体疏散模拟。该系统支持数百个虚拟人在复杂环境中个性化逃生，结合三维自适应社会力模型和个性化步态控制，具备动态感知和物理合理性，能够有效模拟不同年龄和身体状况个体的行为，提升公共安全疏散仿真和风险评估能力。,Agent,THU,李坤,https://mp.weixin.qq.com/s/8sQHVaUIDh27x8pizVTy9w
ScienceAI,2025-07-21 11:48:57,ICML 2025 | 质量更高、噪声更低、生物信号更强，东京大学&麦吉尔大学提出空间转录组数据建模新方法SUICA,基于隐式神经表征和图自编码器的空间转录组数据建模方法SUICA,东京大学和麦吉尔大学联合提出了SUICA，一种结合隐式神经表征与图自编码器的深度学习模型，用于高效降维和建模空间转录组数据。SUICA能够提升数据质量，降低噪声，增强生物信号，解决空间转录组数据的超高维度、稀疏性及噪声问题。该方法在多个数据集上实现了更精准的基因表达预测，促进空间转录组技术在基础研究和临床转化中的应用。,AI4Science,Other,"郑银强, 丁俊",https://mp.weixin.qq.com/s/QzWn9zjWIWiEnK7jtYwtkw
DrugAI,2025-07-21 11:21:35,Science | 微软公司开源发布生成式AI模型BioEmu，可快速、精准预测蛋白质多种构象状态,微软发布生成式AI模型BioEmu，实现蛋白质多构象状态快速精准预测,微软研究院AI for Science团队开发了生成式深度学习模型BioEmu，能够在单GPU小时内生成数千种蛋白质构象状态，显著提升蛋白质动态结构预测效率。该模型结合AlphaFold数据库、分子动力学模拟及实验数据，以约1 kcal/mol的自由能误差准确预测蛋白质平衡态构象，助力理解蛋白质功能机制和加速药物发现。BioEmu已开源，适用于药物设计、酶工程等高通量应用。,AI4Science,"Microsoft, DeepMind",Frank Noé,https://mp.weixin.qq.com/s/r3i4_D5iHf0KZcNQk19DdA
DrugAI,2025-07-21 11:21:35,Nat. Commun.｜机器学习设计氨酰tRNA合成酶实现多类非天然氨基酸在蛋白质内高效引入,机器学习辅助进化优化吡咯赖氨酸-tRNA合成酶提升非天然氨基酸蛋白质内引入效率,浙江大学于浩然团队利用机器学习和深度学习模型对吡咯赖氨酸-tRNA合成酶（PylRS）进行系统性改造，显著提升了多类非天然氨基酸在蛋白质内的引入效率。通过傅里叶变换结合偏最小二乘回归模型筛选突变体，并结合无监督深度学习模型预测潜在增效位点，最终获得活性提升超过30倍的突变体，为基因密码子扩展技术的广泛应用奠定基础。,AI4Science,Other,,https://mp.weixin.qq.com/s/AK-e5IfdfOxJlaA6el3C5Q
老刘说NLP,2025-07-21 11:14:04,征集全国首部AI大模型私有化部署标准起草单位和个人！21家单位已加入,人工智能大模型私有化部署技术实施与评价指南团体标准起草工作启动,《人工智能大模型私有化部署技术实施与评价指南》团体标准由中国电子商会归口管理，旨在统一大模型私有化部署的技术框架和评价体系，提升部署效率与安全性。标准由安全监管机构、科研机构及头部企业联合起草，涵盖模型选用、资源规划、质量评价等关键环节。目前已21家单位加入起草，面向行业广泛征集参与单位和个人，推动AI大模型私有化部署的规范化和标准化发展。,LLM,Other,,https://mp.weixin.qq.com/s/MtpJQ9kIV1sRFAhyaMqyVw
老刘说NLP,2025-07-21 11:14:04,GraphRAG遇见事件图谱及llama、Qwen、DeepSeek等主流大模型架构对比总结,GraphRAG事件图谱应用与主流大模型架构对比分析,本文总结了2025年主流大语言模型架构，包括llama-3.2、Qwen3系列、SmolLM3、DeepSeek-V3及Kimi-K2，详细探讨了它们在注意力机制、位置嵌入、专家模型等方面的设计差异与优势。同时，文章关注GraphRAG在事件图谱领域的应用，特别是如何构建带时间属性的事件图谱。对比分析揭示了不同模型在参数规模、内存占用和计算效率上的权衡，为大模型架构设计提供参考。,LLM,Other,,https://mp.weixin.qq.com/s/GQMqep7K7f9e_RsS8vxGiQ
CAAI认知系统与信息处理专委会,2025-07-21 10:47:06,Science Robotics 机器人成功自主完成猪胆囊切除手术,AI机器人自主完成猪胆囊切除手术的研究进展,约翰斯·霍普金斯大学领导的研究团队开发的AI手术机器人，成功在无人干预下完成了8例猪胆囊切除手术，展示了高度自动化的软组织手术能力。该机器人通过学习人类医生操作视频，实现自主纠错和工具更换，手术动作平稳且精准。尽管目前仅在死猪器官上验证，研究为未来人体临床试验奠定基础，标志着自动化外科手术迈出重要一步。英国专家认为此技术前景广阔，但临床应用尚需进一步验证和安全评估。,Embodied AI,Other,"Axel Krieger, John McGrath, Nuha Yassin",https://mp.weixin.qq.com/s/5OER-FtNf-RljcQ6r93hkw
专知,2025-07-20 22:23:41,如何理解扩散模型？ICML2025最新《利用扩散模型中的低维性：从理论到实践》。300页ppt,扩散模型的理论基础与高效采样：从泛化能力到科学应用,本文介绍了ICML2025联合教程中关于扩散模型的最新理论进展，重点涵盖泛化能力、采样效率及科学应用。教程探讨了扩散模型如何利用低维结构提升泛化与采样速度，并展示其在高维科学成像逆问题中的应用潜力。通过非渐近收敛理论和高阶采样器设计，提升模型效率与可控性，推动扩散模型在关键科学领域的实际应用。,Diffusion Model,Other,"Qing Qu, Yuxin Chen, Liyue Shen",https://mp.weixin.qq.com/s/1XXIZu0yFVe5aOivrDAT7w
专知,2025-07-20 22:23:41,大语言模型时代的AIOps综述,大语言模型在人工智能运维（AIOps）中的应用综述,本文系统综述了大语言模型（LLMs）在AIOps领域的应用，分析了2020年至2024年间183篇相关研究，重点探讨了LLMs如何优化运维流程、提升故障检测与诊断能力。文章围绕数据来源、多样化任务、方法技术及评估体系四个核心问题展开，指出传统AIOps方法存在特征工程复杂、泛化能力差等挑战，强调LLMs在处理非结构化数据、跨平台泛化及任务灵活性方面的优势，并提出未来研究方向。,LLM,Other,,https://mp.weixin.qq.com/s/dPQx0smq_oKTp1k_bFSmPw
专知,2025-07-20 22:23:41,自动驾驶中的3D目标检测研究进展,自动驾驶中的3D目标检测技术进展综述,本文综述了自动驾驶领域中3D目标检测的最新研究进展，重点分析了单模态检测与多模态融合检测方法的优势与不足，比较了多种代表性算法在公共数据集上的性能表现，介绍了常用的训练策略，并探讨了未来发展趋势。3D目标检测作为自动驾驶感知系统的关键技术，对于准确感知环境状态和提升自动驾驶系统的安全性和效率具有重要意义。,Other,Other,,https://mp.weixin.qq.com/s/qnWr_zbQzJY2bskrGDH1tw
