标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Teaching Time Series to See and Speak: Forecasting with Aligned Visual and Textual Perspectives,教时间序列“看”和“说”：基于对齐视觉与文本视角的时间序列预测,30 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.24124v1,http://arxiv.org/abs/2506.24124v1,2506.24124v1,本文提出了一种多模态对比学习框架，将时间序列数据转换为结构化的视觉和文本表示，并在共享语义空间中进行对齐，从而捕捉更丰富的特征。该方法无需依赖自然语言或真实图像，而是直接从数值序列构建两种视角，增强了模型对时间序列的理解能力。通过引入变量选择模块，进一步提升多变量预测的效果。大量实验证明，该方法在多项短期和长期预测任务中优于传统单模态和跨模态方法，展示了多模态对齐在时间序列预测中的潜力和优势。
Calligrapher: Freestyle Text Image Customization,Calligrapher：自由风格文本图像定制,30 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.24123v1,http://arxiv.org/abs/2506.24123v1,2506.24123v1,本文提出了Calligrapher，一种基于扩散模型的文本图像定制框架，专注于数字书法和艺术字体设计。该方法通过自我蒸馏机制自动构建风格基准，并引入局部风格注入和上下文生成技术，有效提取和应用参考图像中的风格特征。实验表明，Calligrapher能够精准再现复杂的字体细节和字符位置，显著提升字体定制的质量和一致性，助力数字艺术和品牌设计领域的创作创新。
TextMesh4D: High-Quality Text-to-4D Mesh Generation,TextMesh4D：高质量文本到4D网格生成,30 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.24121v1,http://arxiv.org/abs/2506.24121v1,2506.24121v1,本文提出了TextMesh4D，一种创新的文本驱动动态三维模型生成方法，实现了从文本到四维网格（含时间动态）的高质量生成。该方法通过两阶段策略分别处理静态形状和动态运动，并引入新的正则化技术以提升生成模型的稳定性和几何准确性。实验结果表明，TextMesh4D在时间一致性、结构细节和视觉效果上表现优异，且对硬件资源需求较低，具备较高的实用价值。该工作为文本指导的动态三维内容创作提供了有效且经济的解决方案。
"Data Uniformity Improves Training Efficiency and More, with a Convergence Framework Beyond the NTK Regime",数据均匀性提升训练效率及更多：超越NTK范式的收敛框架,30 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.24120v1,http://arxiv.org/abs/2506.24120v1,2506.24120v1,本文提出通过选择分布更均匀的数据来提升模型训练效率和性能。研究发现，数据点间更大的最小距离有助于加快梯度下降训练速度并降低神经网络的近似误差。作者建立了一个超越传统神经切线核理论的新收敛框架，适用于多种网络结构，包括Transformer，且为残差连接和函数组合的设计提供理论支持。实验结果表明，基于最大化数据间距的选择策略能显著加速大型语言模型的训练，并保持或提升其表现。相关代码和数据集已公开。
SPIRAL: Self-Play on Zero-Sum Games Incentivizes Reasoning via Multi-Agent Multi-Turn Reinforcement Learning,SPIRAL：通过多智能体多回合强化学习，自我博弈零和博弈激励推理能力,30 Jun 2025,Agent,Other,http://arxiv.org/pdf/2506.24119v1,http://arxiv.org/abs/2506.24119v1,2506.24119v1,本文提出了SPIRAL，一种基于自我对弈的训练框架，使语言模型通过在零和多轮博弈中与自身不断进化的版本对抗，自动生成并解决日益复杂的问题，无需人工监督。该方法通过多智能体强化学习和角色条件优势估计，稳定训练过程。实验证明，SPIRAL在博弈训练中获得的推理能力能够广泛迁移，显著提升数学和通用推理表现，且多游戏训练进一步增强模型的多样化思维能力。结果表明，零和博弈是促进自主推理能力发展的有效途径。
Computational Detection of Intertextual Parallels in Biblical Hebrew: A Benchmark Study Using Transformer-Based Language Models,基于Transformer语言模型的圣经希伯来文互文平行句计算检测：基准研究,30 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.24117v1,http://arxiv.org/abs/2506.24117v1,2506.24117v1,本研究探讨了利用预训练的语言模型自动识别希伯来圣经中的文本平行现象，旨在替代传统的人工比对方法。通过比较多种模型在撒母耳记/列王纪与历代志之间已知平行段落的表现，结果显示E5模型在识别平行文本方面表现最佳，而AlephBERT在区分非平行文本上更为有效。研究表明，基于这些模型的方法能显著提升古代文本互文关系的检测效率和准确性，具有推动古语言研究的潜力。
Epona: Autoregressive Diffusion World Model for Autonomous Driving,Epona：用于自动驾驶的自回归扩散世界模型,30 Jun 2025,Diffusion Model,THU,http://arxiv.org/pdf/2506.24113v1,http://arxiv.org/abs/2506.24113v1,2506.24113v1,本文提出了Epona，一种基于自回归扩散模型的自动驾驶世界建模方法。通过将时间动态与未来场景生成分离，并结合轨迹规划与视觉预测，Epona实现了高分辨率、长时段的连续预测。该方法引入了链式前向训练策略，有效减少预测误差积累。实验结果显示，Epona在视频质量和预测时长上显著优于现有方法，同时作为实时运动规划器在导航模拟测试中表现出色，展示了其在自动驾驶领域的应用潜力。
Navigating with Annealing Guidance Scale in Diffusion Space,在扩散空间中利用退火引导尺度进行导航,30 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.24108v1,http://arxiv.org/abs/2506.24108v1,2506.24108v1,本文提出了一种动态调整引导强度的退火调度方法，用于改进基于扩散模型的文本生成图像过程。该方法通过学习调节策略，解决了传统固定引导强度在图像质量与文本匹配度之间权衡不佳的问题。实验结果表明，所提调度器显著提升了生成图像的视觉效果和与文本描述的一致性，且无需额外计算资源，可直接替代现有的引导机制，为文本到图像生成任务带来更优的性能表现。
DenseWorld-1M: Towards Detailed Dense Grounded Caption in the Real World,DenseWorld-1M：迈向真实世界的详细密集定位描述数据集,30 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.24102v1,http://arxiv.org/abs/2506.24102v1,2506.24102v1,本文提出了DenseWorld-1M，一个大规模且详细的真实场景密集定位描述数据集，旨在弥补现有数据集中缺乏视觉实体位置和关系信息的不足。作者设计了包括实体感知、详细描述生成和密集描述融合的三阶段标注流程，并开发了两种视觉语言模型以提升标注效率和质量。实验结果表明，该数据集和方法在视觉语言理解、视觉定位及区域描述等任务中表现优异，推动了多模态模型对复杂场景的深入理解。
MotionGPT3: Human Motion as a Second Modality,MotionGPT3：将人体动作作为第二模态,30 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.24086v1,http://arxiv.org/abs/2506.24086v1,2506.24086v1,本文提出了MotionGPT3，一种将人体动作作为第二模态的双模态模型，旨在实现动作与语言的统一理解与生成。该方法通过独立参数分离动作建模，保持语言模型结构不变，并引入共享注意力机制促进两模态信息交互。利用变分自编码器将动作编码为连续潜在表示，结合扩散机制直接预测动作潜变量，避免了离散化带来的信息损失。实验结果表明，MotionGPT3在动作理解与生成任务中表现优异，同时保持了强大的语言能力，推动了动作-语言统一建模的发展。
