公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器学习POD,2025-11-19 03:59:21,LightReasoner：利用小模型引导大模型推理的对比学习框架,LightReasoner：基于小模型引导大模型推理的对比学习框架,本文介绍了LightReasoner，一种利用较弱小语言模型辅助提升大语言模型数学推理能力的两阶段对比学习方法。通过计算Expert与Amateur模型预测分布的KL散度，自动识别关键推理步骤，并构建无监督的对比监督信号，显著提高推理效率和性能。实验结果表明，该方法在减少采样和微调成本的同时，超越了传统监督微调策略。,LLM,Other,,https://mp.weixin.qq.com/s/MHYe_V00UibblFDI-gjVmg
具身智能之心,2025-11-19 03:52:52,调研一下！你们最想关注具身的哪个方向？,具身智能行业发展方向调研报告筹备,本文介绍了正在准备发布的具身智能行业研报，涵盖融资、产业、政策、算法、应用等多个方面。为更好地服务行业需求，文章发起调研，征集公众对具身产业各板块的关注重点，包括国内外产业情况、公司融资与业务、算法优化、边缘芯片、下游产业发展及人才结构等内容，旨在为研报内容的侧重点提供参考。,Embodied AI,Other,,https://mp.weixin.qq.com/s/8E_rp-3jOKjV0xBAYVek-w
老刘说NLP,2025-11-19 03:39:51,全国首部AI大模型私有化部署标准，公开征集起草单位和个人！,全国首部AI大模型私有化部署技术实施与评价标准发布及征集起草单位,随着AI大模型技术加速应用，私有化部署成为保障数据安全和业务定制的关键路径。中国电子商会与智合标准中心联合编制了全国首部AI大模型私有化部署标准，涵盖模型选型、部署、风险管控及持续优化，构建技术、安全与评价三维融合体系。该标准已吸引30余家单位参与，正公开征集更多起草单位和个人，推动AI大模型私有化部署的规范化和高质量发展。,LLM,Other,,https://mp.weixin.qq.com/s/I5Jee5QO7YPcwfYPhWGy4w
老刘说NLP,2025-11-19 03:39:51,多智能体Agent做事件抽取能咋做？Agent-Event-Coder思路及两阶段多样性模型融合做小模型Trick,基于多智能体Agent的事件抽取方法及两阶段多样性模型融合策略研究,本文介绍了多智能体Agent在事件抽取任务中的应用，重点分析了Agent-Event-Coder框架，该框架通过检索、规划、编码和验证四个Agent协同工作，将事件抽取转化为代码生成任务以减少歧义。同时，文章回顾了事件抽取的主流数据集、方法及评价指标，并探讨了两阶段多样性模型融合的小模型训练技巧，旨在提升事件抽取的准确性和泛化能力。,Agent,Other,,https://mp.weixin.qq.com/s/YdUeiBNejKlw9KF-zYn6kA
AI研究前瞻,2025-11-19 02:49:12,11.19-1|开源物理推理模型；模型融合。模型加权平均；强化学习驱动的组内重排序,基于强化学习的开源物理推理模型及多代理推理框架研究,本文介绍了P1系列开源物理推理模型，采用多阶段强化学习训练和混合验证体系，结合多代理推理框架PhysicsMinions，实现了在国际物理奥林匹克中开源模型首次获得金牌。模型在物理推理及其他推理任务中表现出色，展现了卓越的科学推理能力和泛化性能。研究推动了AI科学推理能力的提升，并构建了开放生态系统，未来将扩展多模态数据和跨领域知识，提升推理效率和应用广度。,AI4Science,"Shanghai AI Lab, Meta",,https://mp.weixin.qq.com/s/k8wjcmA2HhxZZ15ABzzDpA
AI研究前瞻,2025-11-19 02:49:12,11.19-2|全模态理解生成架构；部件级3D理解；扩散模型图像思考生成编辑；视频生成模型的推理能力基准；单图生成物理3D结构,基于动态MoE架构的语言中心全模态大模型及部件级3D多模态理解研究,本文介绍了一种以语言为核心的动态容量Mixture-of-Experts（MoE）驱动的全模态大模型Uni-MoE-2.0-Omni，实现了文本、图像、音频和视频的统一理解与生成。通过跨模态深度对齐和任务感知扩散变换器，模型在多项多模态基准测试中表现优异。此外，提出了部件级3D多模态大语言模型Part-X-MLLM，提升了3D物体的细粒度理解能力。研究推动了多模态AI系统的实用化进程，并指出未来将优化计算效率及扩展更多模态支持。,Multimodal LLM,"Tencent, THU",,https://mp.weixin.qq.com/s/0Hxlqe1hjUeIauWErmuhSw
AI研究前瞻,2025-11-19 02:49:12,11.19-3|LLM深度互动交互能力提升；跨设备多智能体交互，任务星座与互动协议,MiroThinker v1.0：基于交互深度扩展的开源研究智能体性能提升,本文提出MiroThinker v1.0，创新性地将交互深度作为与模型规模和上下文长度并列的第三大性能维度，基于ReAct范式构建循环思考-行动-观察机制，支持超长上下文和高频工具调用，显著提升开源研究智能体在复杂推理和多工具调用中的表现。实验结果显示其在多项公开基准测试中超越现有开源模型，接近商业顶尖系统，展现出卓越的多语言和深度推理能力。文章还分析了当前局限并展望未来优化方向。,Agent,Other,,https://mp.weixin.qq.com/s/qkHHhpaTwMTvzsvA5jF8ow
AI研究前瞻,2025-11-19 02:49:12,11.19-4|基础生成模型与安全性：自动化进化红队机制；文生图直接预测干净图像,EvoSynth：基于代码进化的自动化红队攻击生成框架,本文提出EvoSynth框架，实现了从攻击策略选择到代码级攻击算法的自主进化合成，突破了传统自动化红队方法的局限。通过多智能体协作和强化学习驱动，EvoSynth在多款前沿大型语言模型上展现出95.9%的高攻击成功率，攻击多样性和跨模型转移能力显著提升。实验验证了代码级自我修正和进化机制在提升攻击效果和适应性方面的关键作用，推动了AI安全领域自动化攻击技术的发展。,LLM,Shanghai AI Lab,,https://mp.weixin.qq.com/s/g1cHkrY8-7GaGJkMpd_bQw
ScienceAI,2025-11-19 02:46:35,资深技术专家胡成文出任鼎犀智创CTO，共赴新材料智创未来,胡成文出任鼎犀智创CTO，推动新材料智能研发平台建设,鼎犀智创宣布胡成文担任首席技术官，负责技术体系规划与团队管理。胡成文拥有丰富的AI for Science领域经验，曾在百度等企业任职，带领团队开发多领域AI平台。此次任命旨在强化公司“AI + 材料”研发闭环，推动RhinoWise™智能研发平台升级，助力新能源、半导体等关键材料领域的技术创新与产业应用。,AI4Science,Other,"胡成文, 吕海峰",https://mp.weixin.qq.com/s/L0sV7Meel6bzMv18f3bgng
DASOU,2025-11-19 02:46:27,登上顶会，时间序列论文最新盘点！！,时间序列分析领域顶会论文综述与最新进展,本文盘点了近年来时间序列分析领域在顶级会议如ICLR和AAAI中的最新论文，指出该领域论文数量快速增长，创新主要集中在通用基础模型构建、模型适配性提升及可解释性挖掘。重点介绍了多模态时间序列分析、基于大语言模型的时间序列预测、视觉模型在时间序列中的应用以及统一多模态时间序列基础模型ChatTime，涵盖了基础理论、方法分类及未来研究方向，助力研究者快速定位研究热点。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/-b-jS5i4w1TIkkV8y8-kFw
