标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Open CaptchaWorld: A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,Open CaptchaWorld：一个用于测试和基准评估多模态大语言模型智能体的综合性网页平台,30 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.24878v1,http://arxiv.org/abs/2505.24878v1,2505.24878v1,本文提出了Open CaptchaWorld，一个基于网页的平台，用于测试和评估多模态大语言模型（MLLM）代理在处理各种动态验证码（CAPTCHA）中的视觉推理和交互能力。该平台涵盖20种验证码类型，共225个样本，并引入了“验证码推理深度”指标，衡量解决过程中的认知和操作步骤。实验结果显示，尽管人类表现接近完美，现有先进的多模态模型成功率仍不足40%，远低于人类水平。该工作为评估和提升多模态智能体的实际应用能力提供了重要工具和基准。
AdaHuman: Animatable Detailed 3D Human Generation with Compositional Multiview Diffusion,AdaHuman：基于组合多视图扩散的可动画高精度3D人类生成,30 May 2025,Diffusion Model,Other,http://arxiv.org/pdf/2505.24877v1,http://arxiv.org/abs/2505.24877v1,2505.24877v1,本文提出了AdaHuman，一种从单张自然图像生成高精度、可动画3D人像的新方法。该方法通过结合基于姿态的多视角图像生成与3D重建，以及局部细节增强模块，实现了细节丰富且结构统一的3D头像。生成的人像具备标准姿势，便于绑定骨骼并进行任意动作动画。实验结果表明，AdaHuman在头像重建和动态重定姿方面显著优于现有技术，具备广泛的实际应用潜力。
Agent-X: Evaluating Deep Multimodal Reasoning in Vision-Centric Agentic Tasks,Agent-X：评估视觉中心智能体任务中的深度多模态推理能力,30 May 2025,Agent,Other,http://arxiv.org/pdf/2505.24876v1,http://arxiv.org/abs/2505.24876v1,2505.24876v1,本文提出了Agent-X，一个大规模多步骤视觉推理评测基准，旨在测试智能体在真实多模态环境中解决复杂任务的能力。Agent-X涵盖包括图像、视频和文本的多样视觉场景，涉及六大应用领域，如视觉推理、自动驾驶和安全监控。作者设计了细粒度的逐步评估机制，衡量推理过程的准确性和工具使用效果。实验表明，当前领先模型在多步视觉任务中表现不足，成功率低于50%，揭示了现有模型在深度推理和工具整合方面的瓶颈，为未来视觉智能体研究指明方向。数据和代码已公开。
ReasonGen-R1: CoT for Autoregressive Image generation models through SFT and RL,ReasonGen-R1：通过监督微调和强化学习实现自回归图像生成模型的链式思维,30 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.24875v1,http://arxiv.org/abs/2505.24875v1,2505.24875v1,本文提出了ReasonGen-R1，一种结合文本推理和强化学习的两阶段图像生成框架。首先，通过对包含推理文字说明的新数据集进行监督微调，使自回归图像生成模型具备基于文本的“思考”能力；随后，利用一种基于视觉语言模型反馈的策略优化方法，进一步提升生成图像的质量。该方法支持对图像布局、风格和场景构图的可控规划。实验证明，ReasonGen-R1在多个评测基准上显著优于现有先进模型，展示了将推理能力融入视觉生成的新途径和潜力。
The Road to Generalizable Neuro-Symbolic Learning Should be Paved with Foundation Models,通向可泛化神经符号学习之路应以基础模型为基石,30 May 2025,LLM,Other,http://arxiv.org/pdf/2505.24874v1,http://arxiv.org/abs/2505.24874v1,2505.24874v1,本文探讨了神经符号学习在复杂推理任务中的局限性，传统方法因训练需求和泛化能力不足而难以应对复杂问题。相比之下，基于大规模预训练模型的神经符号提示方法，通过结合符号程序与基础模型，实现了更可靠和可解释的推理能力。文章指出，借助基础模型，神经符号学习能够避免从零训练的弊端，提升泛化性能，推动该领域朝着更通用且高效的方向发展。
MiniMax-Remover: Taming Bad Noise Helps Video Object Removal,MiniMax-Remover：抑制不良噪声助力视频目标移除,30 May 2025,Diffusion Model,Other,http://arxiv.org/pdf/2505.24873v1,http://arxiv.org/abs/2505.24873v1,2505.24873v1,本文提出了一种名为MiniMax-Remover的两阶段视频对象移除方法，旨在解决现有技术中存在的幻觉物体和视觉伪影问题，同时显著提升处理速度。第一阶段通过简化模型结构，去除文本输入和跨注意力层，实现轻量化；第二阶段采用对抗优化策略，训练模型在面对“坏噪声”时依然能生成高质量结果。该方法在仅需少量采样步骤且无需复杂引导的情况下，实现了领先的视频对象移除效果，显著提高了效率和稳定性。实验证明了其优越性和实用价值。
ProxyThinker: Test-Time Guidance through Small Visual Reasoners,ProxyThinker：通过小型视觉推理器实现测试时引导,30 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.24872v1,http://arxiv.org/abs/2505.24872v1,2505.24872v1,本文提出了ProxyThinker，一种无需训练即可在推理阶段提升大型视觉语言模型视觉推理能力的方法。该方法通过利用小型视觉推理模型的输出，调整大型模型的解码过程，实现了类似慢思考的复杂推理行为，如自我验证和自我纠正。ProxyThinker显著提升了模型在空间、数学及多领域视觉推理任务中的表现，使未经微调的大模型达到与全规模强化微调模型相当的效果。此外，采用并行技术实现高效推理，速度提升最高达38倍，促进了该方法的实际应用。代码已开源。
MoDoMoDo: Multi-Domain Data Mixtures for Multimodal LLM Reinforcement Learning,MoDoMoDo：用于多模态大语言模型强化学习的多领域数据混合,30 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.24871v1,http://arxiv.org/abs/2505.24871v1,2505.24871v1,本文提出了一种针对多模态大语言模型的强化学习训练框架，通过结合多个视觉语言数据集进行后期训练，提升模型在多领域任务中的推理和泛化能力。作者设计了一个数据混合策略，自动优化不同数据集的组合比例，以解决多数据源目标冲突的问题。实验结果表明，该方法显著提升了模型在未见领域任务中的表现，较均匀混合训练提升准确率5.24%，较未训练模型提升20.74%，展示了多领域数据混合在多模态模型强化学习中的有效性和潜力。
GenSpace: Benchmarking Spatially-Aware Image Generation,GenSpace：空间感知图像生成的基准测试,30 May 2025,Other,Other,http://arxiv.org/pdf/2505.24870v1,http://arxiv.org/abs/2505.24870v1,2505.24870v1,本文提出了GenSpace，一个用于评估图像生成模型空间感知能力的新基准和评测方法。通过结合多种视觉模型重建三维场景，GenSpace能够更准确地衡量生成图像在空间布局上的真实度。研究发现，尽管当前模型能生成视觉效果良好的图像并理解大致指令，但在具体的三维细节如物体位置、关系和尺寸方面仍存在显著不足。论文总结了三大核心空间感知瓶颈，为未来提升图像生成的空间智能提供了重要参考。
SiLVR: A Simple Language-based Video Reasoning Framework,SiLVR：一种简单的基于语言的视频推理框架,30 May 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2505.24869v1,http://arxiv.org/abs/2505.24869v1,2505.24869v1,本文提出了SiLVR，一种简洁的语言驱动视频推理框架，旨在提升多模态大语言模型在复杂视频理解任务中的推理能力。SiLVR通过将视频内容转化为语言描述，再利用强大的语言模型进行推理，成功解决了长时序、多感官信息融合的问题。该方法无需额外训练，采用动态令牌采样策略，有效处理长上下文输入。在多个视频理解基准测试中取得了领先成绩，验证了强语言模型在视频、语音和音频信息整合及复杂推理任务中的潜力。代码已公开，便于进一步研究和应用。
