标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Towards Agentic RAG with Deep Reasoning: A Survey of RAG-Reasoning
  Systems in LLMs",面向具智能体的深度推理RAG：LLM中RAG-推理系统综述,LLM,"THU, PKU",https://arxiv.org/pdf/2507.09477,https://huggingface.co/papers/2507.09477,本文综述了将推理能力与检索增强生成（RAG）技术结合，以提升大型语言模型在事实准确性和多步推理上的表现。作者系统梳理了推理如何优化RAG各阶段，以及不同类型的检索知识如何支持复杂推理，重点介绍了融合检索与推理、通过迭代搜索与推理实现先进性能的协同框架。文章还分类总结了相关方法、数据集与挑战，并展望了更高效、适应多模态、可信且以人为中心的深度RAG-推理系统的发展方向。,42
"Vision-Language-Vision Auto-Encoder: Scalable Knowledge Distillation
  from Diffusion Models",Vision-Language-Vision 自编码器：基于扩散模型的可扩展知识蒸馏,Multimodal LLM,THU,https://arxiv.org/pdf/2507.07104,https://huggingface.co/papers/2507.07104,本论文提出了一种名为Vision-Language-Vision（VLV）自编码器的新框架，通过结合预训练的视觉编码器、文本到图像扩散模型解码器和大型语言模型，实现了高效的图像描述生成。该方法通过固定扩散模型解码器，建立信息瓶颈，有效提取和传递视觉语义信息，进而用预训练语言模型生成详细文本描述。相比传统方法，VLV显著降低了对大规模图文配对数据和计算资源的依赖，训练成本低于1000美元，且生成的描述质量可媲美当前顶尖模型，展示了在视觉语言任务中兼具高效性和准确性的潜力。,32
"EXAONE 4.0: Unified Large Language Models Integrating Non-reasoning and
  Reasoning Modes",EXAONE 4.0：集成非推理与推理模式的统一大语言模型,LLM,Other,https://arxiv.org/pdf/2507.11407,https://huggingface.co/papers/2507.11407,本文介绍了EXAONE 4.0，一款融合了快速响应的非推理模式与深度推理模式的多语言大型语言模型。该模型支持英语、韩语和西班牙语，具备代理工具使用能力，适应未来智能代理的发展需求。EXAONE 4.0提供两种规模版本，分别针对高性能和设备端应用进行了优化，表现优于同类公开模型，并在推理能力和处理长文本上下文方面实现显著提升。该模型已公开，便于科研使用。,24
PhysX: Physical-Grounded 3D Asset Generation,PhysX：基于物理的三维资产生成,Embodied AI,Shanghai AI Lab,https://arxiv.org/pdf/2507.12465,https://huggingface.co/papers/2507.12465,本文提出PhysX，一种面向物理属性的3D资产生成方法，旨在弥补现有3D生成模型忽视物理特性的不足。作者构建了PhysXNet，这是首个系统标注了尺寸、材质、功能、运动学等五大物理维度的3D数据集，并设计了基于视觉语言模型的人机交互标注流程，实现高效物理属性注释。同时，提出PhysXGen框架，通过双分支结构融合物理知识与3D结构信息，实现从图像到具备合理物理特性的3D资产生成。实验结果表明该方法在物理合理性和生成质量上均优于现有技术，推动了具备物理基础的3D生成研究。,20
Scaling Laws for Optimal Data Mixtures,用于最优数据混合的Scaling Laws,LLM,Other,https://arxiv.org/pdf/2507.09404,https://huggingface.co/papers/2507.09404,本文提出了一种基于规模定律的方法，用于系统地确定多领域大规模基础模型的最优数据混合比例。该方法通过少量小规模训练实验，准确预测不同模型规模和数据比例下的性能表现，验证了其在语言模型、多模态模型和视觉模型预训练中的普适性。相比传统的试错方式，该方法能高效推断出在给定训练资源下的最佳数据组合，显著提升模型性能并节省调参成本，具有重要的实际应用价值。,17
"MMHU: A Massive-Scale Multimodal Benchmark for Human Behavior
  Understanding",MMHU：大规模多模态人类行为理解基准,Multimodal LLM,Other,https://arxiv.org/pdf/2507.12463,https://huggingface.co/papers/2507.12463,本文提出了MMHU，一个大规模多模态数据集，专注于自动驾驶场景下的人类行为理解。该数据集包含5.7万段人体动作片段和173万帧图像，涵盖多种行为和多样化场景，并配备丰富的注释信息，如动作轨迹、文本描述及与驾驶安全相关的行为标签。通过人机协同的标注流程，MMHU支持多任务评测，包括动作预测、生成和行为问答，为自动驾驶系统中人类行为的全面分析提供了重要资源，推动了该领域的研究发展。,12
MOSPA: Human Motion Generation Driven by Spatial Audio,MOSPA：基于空间音频驱动的人体动作生成,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2507.11949,https://huggingface.co/papers/2507.11949,本文提出了MOSPA，一种基于扩散模型的人体动作生成框架，能够根据空间音频驱动生成逼真且多样化的人体动作。为支持该任务，作者构建了首个包含丰富空间音频与高质量三维人体动作的SAM数据集。通过有效融合空间音频信息，MOSPA成功捕捉了声音与人体动作之间的关系，显著提升了生成动作的真实感和响应性。实验结果表明，该方法在空间音频驱动的人体动作生成任务中达到了领先水平，推动了虚拟人类交互与动画领域的发展。,12
"SWE-Perf: Can Language Models Optimize Code Performance on Real-World
  Repositories?",SWE-Perf：大语言模型能否优化真实世界代码库中的代码性能？,LLM,ByteDance,https://arxiv.org/pdf/2507.12415,https://huggingface.co/papers/2507.12415,本文提出了SWE-Perf，一个专门用于评估大型语言模型在真实代码库中进行性能优化能力的基准测试。该基准包含140个来源于流行GitHub仓库的性能改进实例，涵盖代码、目标函数、性能测试和专家修复方案。通过对多种代表性方法的系统评测，研究发现现有语言模型在代码性能优化方面与专家水平存在显著差距，揭示了该领域的重要研究方向和挑战。该工作为推动自动化代码性能提升提供了首个系统化评价平台。,11
"Can Multimodal Foundation Models Understand Schematic Diagrams? An
  Empirical Study on Information-Seeking QA over Scientific Papers",多模态基础模型能理解示意图吗？基于科学论文的信息检索问答的实证研究,Multimodal LLM,Other,https://arxiv.org/pdf/2507.10787,https://huggingface.co/papers/2507.10787,本文提出了MISS-QA，这是首个专门评估模型理解科学文献中示意图能力的基准数据集，包含来自465篇论文的1500个专家标注样本。通过对18个先进多模态基础模型的测试，研究发现这些模型在解释示意图并结合论文上下文回答问题方面，表现显著落后于人类专家。论文还通过对无法回答问题的分析和错误类型的深入探讨，揭示了当前模型的优势与不足，为未来提升模型理解多模态科学文献的能力提供了重要参考。,9
Seq vs Seq: An Open Suite of Paired Encoders and Decoders,Seq vs Seq：一套开放的成对编码器与解码器模型集,LLM,Other,https://arxiv.org/pdf/2507.11412,https://huggingface.co/papers/2507.11412,本文提出了一个名为Ettin的开源模型套件，包含从1700万到10亿参数规模的配对编码器和解码器模型，均采用相同训练方法，使用高达2万亿个训练样本。研究发现，编码器模型在分类和检索任务中表现优异，解码器模型则更适合生成任务。进一步实验表明，直接用解码器模型适应编码器任务（反之亦然）效果不佳，强调了两种模型在各自领域的优势。该工作公开了完整训练数据和模型检查点，促进未来相关研究的发展。,9
"DrafterBench: Benchmarking Large Language Models for Tasks Automation in
  Civil Engineering",DrafterBench：用于土木工程任务自动化的大型语言模型基准测试,Agent,Other,https://arxiv.org/pdf/2507.11527,https://huggingface.co/papers/2507.11527,本文提出了DrafterBench，一个面向土木工程领域技术图纸修订任务的开源评测基准。该基准涵盖了12类真实场景任务，包含46种定制功能，总计1920个测试项，用于系统评估大型语言模型在理解复杂指令、执行功能、遵循操作步骤及批判性推理等方面的能力。DrafterBench通过详细的准确率和错误分析，帮助深入理解模型性能及其改进方向，促进大型语言模型在工程自动化中的应用发展。相关资源已公开提供，便于社区使用和扩展。,8
