标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
IntrEx: A Dataset for Modeling Engagement in Educational Conversations,IntrEx：用于建模教育对话中参与度的数据集,LLM,Other,https://arxiv.org/pdf/2509.06652,https://huggingface.co/papers/2509.06652,本文提出了IntrEx数据集，这是首个针对师生教育对话中“趣味性”进行大规模标注的数据集，涵盖了对话序列层面的兴趣变化。通过对100多名二语学习者的严格比较式标注，提升了评价一致性。研究发现，经过微调的中型大语言模型在预测人类兴趣判断上优于更大规模的专有模型，表明专门数据集在建模教育对话参与度方面的潜力。论文还分析了语言和认知因素（如具体性、可读性和反馈）对对话趣味性的影响，为理解和提升教育交流中的学习者参与度提供了重要资源和见解。,19
"The Illusion of Diminishing Returns: Measuring Long Horizon Execution in
  LLMs",收益递减的错觉：衡量大语言模型中的长时执行能力,LLM,Other,https://arxiv.org/pdf/2509.09677,https://huggingface.co/papers/2509.09677,本文研究了大型语言模型（LLMs）在执行长任务时的表现，发现虽然单步准确率提升有限，但这些微小改进能带来任务完成长度的指数级增长。作者指出，模型在长任务中失败主要源于执行错误，而非推理能力不足。通过明确提供解决长任务所需的知识和计划，较大模型能正确执行更多步骤。研究还发现，模型在多步执行中会出现“自我条件”效应，即错误信息累积导致后续错误，这一问题仅靠增大模型规模难以解决。相比之下，新型思考模型能避免此效应，支持更长任务的一次性完成。该工作强调了提升执行能力及模型规模扩展对长任务处理的重要价值。,16
InfGen: A Resolution-Agnostic Paradigm for Scalable Image Synthesis,InfGen：一种分辨率无关的可扩展图像合成范式,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2509.10441,https://huggingface.co/papers/2509.10441,本文提出了InfGen，一种替代传统解码器的新型生成器，能够从固定大小的潜在表示高效生成任意分辨率的图像。该方法打破了现有扩散模型计算复杂度随分辨率平方增长的瓶颈，大幅缩短了高分辨率图像（如4K）生成时间，从超过100秒缩减至10秒以内。InfGen无需重新训练扩散模型，简化了生成流程，且适用于多种基于相同潜在空间的模型。实验验证了其在提升图像质量和生成速度方面的显著优势，推动了高分辨率图像生成技术的发展。,13
X-Part: high fidelity and structure coherent shape decomposition,X-Part：高保真且结构一致的形状分解,Other,Tencent,https://arxiv.org/pdf/2509.08643,https://huggingface.co/papers/2509.08643,本文提出了X-Part，一种可控的生成模型，能够将完整的三维物体高质量地分解成具有语义意义且结构连贯的部分。该方法利用边界框作为引导，并结合点级语义特征，实现了精准且有意义的形状分解。此外，X-Part设计了交互式编辑流程，支持用户对分解部分进行灵活调整。大量实验表明，X-Part在部分级三维形状生成任务中表现优异，推动了高质量、可编辑且结构合理的三维资产创作新范式。,12
"HANRAG: Heuristic Accurate Noise-resistant Retrieval-Augmented
  Generation for Multi-hop Question Answering",HANRAG：用于多跳问答的启发式精准抗噪检索增强生成框架,LLM,Other,https://arxiv.org/pdf/2509.09713,https://huggingface.co/papers/2509.09713,本文提出了HANRAG，一种基于启发式的方法，旨在提升多跳问答系统的性能。该框架通过将复杂问题拆解为多个子问题，并对检索到的信息进行噪声过滤，有效减少了无关内容的干扰，提升了答案的准确性和系统的鲁棒性。实验结果显示，HANRAG在处理单跳和多跳问答任务时均优于现有主流方法，展现出更强的适应能力和噪声抵抗能力，推动了多跳问答技术的发展。,10
VStyle: A Benchmark for Voice Style Adaptation with Spoken Instructions,VStyle：基于口语指令的语音风格适应基准,LLM,Alibaba,https://arxiv.org/pdf/2509.09716,https://huggingface.co/papers/2509.09716,本文提出了Voice Style Adaptation（VSA）任务，旨在评估语音模型根据口头指令调整说话风格的能力。为此，作者构建了VStyle基准数据集，涵盖中英文两种语言及多种风格类别，如音色、语调、角色扮演和隐性共情。同时，设计了基于大型音频语言模型的评判框架，实现对生成语音的内容准确性、风格一致性和自然度的客观评价。实验证明现有模型在风格可控性方面存在明显不足。该工作为推动更自然的人机语音交互提供了重要资源和评测工具。,8
"FLOWER: Democratizing Generalist Robot Policies with Efficient
  Vision-Language-Action Flow Policies",FLOWER：通过高效的视觉-语言-动作流策略实现通用机器人策略的民主化,Embodied AI,Microsoft,https://arxiv.org/pdf/2509.04996,https://huggingface.co/papers/2509.04996,本文提出了FLOWER，一种高效的视觉-语言-动作（VLA）机器人策略，显著降低了模型规模和计算资源需求。通过引入中间模态融合和动作特定的参数调节方法，FLOWER在仅950M参数和200小时GPU预训练下，达到了与现有数十亿参数模型相当的性能。该模型在190个任务和多个真实及仿真基准测试中表现优异，且在CALVIN ABC基准上创下新纪录，展示了其在多样机器人平台上的强大适应性和实用价值。,7
QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading,QuantAgent：面向高频交易的价格驱动多智能体大语言模型框架,Agent,Other,https://arxiv.org/pdf/2509.09995,https://huggingface.co/papers/2509.09995,本文提出了QuantAgent，一种专为高频交易设计的多智能体大语言模型框架。该系统将交易任务拆分为四个专门智能体，分别负责技术指标、图表形态、趋势和风险管理，能够快速处理短期市场信号。实验证明，QuantAgent在多个金融品种上实现了更高的预测准确率和收益，优于现有神经网络和规则基线方法。研究表明，将结构化金融知识与语言模型推理相结合，有助于提升高频交易中的实时决策能力。,4
"LoFT: Parameter-Efficient Fine-Tuning for Long-tailed Semi-Supervised
  Learning in Open-World Scenarios",LoFT：面向开放世界场景的长尾半监督学习参数高效微调框架,Other,Other,https://arxiv.org/pdf/2509.09926,https://huggingface.co/papers/2509.09926,本文提出了一种名为LoFT的参数高效微调框架，用于解决长尾半监督学习中的伪标签质量低和模型过度自信问题。通过将长尾半监督学习引入基础模型微调范式，LoFT提升了伪标签的可靠性，促进了不平衡数据的学习效果。同时，针对开放世界场景中存在的分布外样本，提出了LoFT-OW方法以增强模型的判别能力。实验结果表明，该方法在多个基准测试中表现优异，且仅需使用极少量未标注数据，显著优于现有方法。,4
"MCP-AgentBench: Evaluating Real-World Language Agent Performance with
  MCP-Mediated Tools",MCP-AgentBench：基于MCP中介工具评估真实世界语言智能体性能,Agent,Other,https://arxiv.org/pdf/2509.09734,https://huggingface.co/papers/2509.09734,本文提出了MCP-AgentBench，一种针对基于模型上下文协议（MCP）工具交互的语言智能体性能评测基准。该基准构建了包含33台服务器和188种工具的测试环境，设计了600条涵盖多种复杂度的测试任务，并引入了以实际任务成功率为核心的评估方法。通过对主流语言智能体的系统测试，MCP-AgentBench为研究社区提供了一个标准化、可靠的评测框架，促进智能体在真实环境中更好地利用MCP，实现更高效、互操作性强的智能系统发展。,3
