标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"CLIMB: CLustering-based Iterative Data Mixture Bootstrapping for
  Language Model Pre-training",CLIMB：基于聚类的迭代数据混合自举方法用于语言模型预训练,LLM,Other,https://arxiv.org/pdf/2504.13161,https://huggingface.co/papers/2504.13161,本文提出了CLIMB，一种自动化框架，通过语义聚类和迭代优化，自动发现并调整预训练语言模型的数据混合策略。该方法利用小型代理模型评估数据组合，有效提升了模型在通用和特定领域任务上的表现。实验表明，使用CLIMB优化的4000亿词数据混合训练的1亿参数模型，性能超越了当前先进模型Llama-3.2-1B。此外，针对特定领域的数据优化能带来更显著的提升。论文还发布了包含20个聚类的1.2万亿词数据集ClimbLab和高效预训练用的4000亿词数据集ClimbMix，为后续研究提供了丰富资源。,75
Antidistillation Sampling,抗蒸馏采样,LLM,Other,https://arxiv.org/pdf/2504.13146,https://huggingface.co/papers/2504.13146,本文提出了一种名为“抗蒸馏采样”的新方法，旨在防止大型语言模型生成的推理文本被用于高效复制模型能力（即模型蒸馏）。该方法通过调整模型生成下一个词的概率分布，有针对性地“污染”推理过程，使得这些生成的文本难以被用来训练出同等性能的副本模型，同时不影响原模型的实际应用效果。此技术有助于保护模型的知识产权，减少被竞争对手低成本复制的风险，且保持模型的性能和安全性。,54
"Generate, but Verify: Reducing Hallucination in Vision-Language Models
  with Retrospective Resampling",生成但需验证：利用回顾性重采样减少视觉-语言模型中的幻觉,Multimodal LLM,Other,https://arxiv.org/pdf/2504.13169,https://huggingface.co/papers/2504.13169,本文提出了REVERSE，一种统一的视觉语言模型（VLM）训练和推理框架，旨在减少模型生成描述中出现的“幻觉”现象，即对不存在物体或动作的错误描述。该方法结合了大规模半合成数据集的幻觉检测训练与推理时的回溯重采样技术，使模型能够在生成过程中自我验证并动态修正错误描述。实验结果表明，REVERSE在多个基准测试上显著优于现有方法，有效提升了生成描述的准确性，增强了VLM在安全关键应用中的可靠性。,32
"Packing Input Frame Context in Next-Frame Prediction Models for Video
  Generation",用于视频生成的下一帧预测模型中的输入帧上下文打包,Diffusion Model,Other,https://arxiv.org/pdf/2504.12626,https://huggingface.co/papers/2504.12626,本文提出了一种名为FramePack的神经网络结构，用于视频生成中的下一帧预测。该方法通过压缩输入帧，将变换器的上下文长度固定，从而实现处理大量视频帧时计算效率接近图像扩散模型，显著提升训练批次大小。论文还引入了一种逆序采样策略，有效减少误差积累带来的质量下降。实验表明，现有视频扩散模型经FramePack微调后，生成视频的视觉质量得到改善，解决了视频生成中记忆遗忘与误差漂移的难题。,30
WORLDMEM: Long-term Consistent World Simulation with Memory,WORLDMEM：基于记忆的长期一致性世界模拟,Agent,"Shanghai AI Lab, PKU",https://arxiv.org/pdf/2504.12369,https://huggingface.co/papers/2504.12369,本文提出了WorldMem，一种通过引入记忆机制实现长期一致性世界模拟的框架。该方法利用存储场景信息和状态（如位置与时间戳）的记忆单元，结合注意力机制，有效恢复先前观察到的场景，即使存在视角或时间间隔较大。通过引入时间信息，WorldMem不仅能模拟静态环境，还能捕捉环境随时间的动态变化，实现对虚拟世界的感知与交互。实验结果表明，该方法在虚拟与真实场景中均能显著提升模拟的连贯性和准确性。,26
"A Strategic Coordination Framework of Small LLMs Matches Large LLMs in
  Data Synthesis",小型LLMs的战略协调框架在数据合成中匹配大型LLMs的表现,LLM,Shanghai AI Lab,https://arxiv.org/pdf/2504.12322,https://huggingface.co/papers/2504.12322,本论文提出了一种名为GRA的框架，通过协调多个小型语言模型分别扮演生成者、审稿者和裁决者等角色，模拟类似同行评审的协作流程，实现高质量数据的合成与优化。该方法有效分解任务，提升小模型在数据生成上的表现，实验结果显示其合成数据质量可媲美甚至优于单一大型语言模型，显著降低了计算成本和环境影响。研究挑战了依赖巨型模型的传统观点，展示了小模型协作在数据合成领域的广阔前景。相关资源已开源。,23
"Perception Encoder: The best visual embeddings are not at the output of
  the network",Perception Encoder：网络输出层并非最佳视觉嵌入,Multimodal LLM,Meta,https://arxiv.org/pdf/2504.13181,https://huggingface.co/papers/2504.13181,本文提出了Perception Encoder（PE），一种通过简单视觉-语言对比学习训练的图像和视频理解编码器。研究发现，最佳的视觉特征并非位于网络输出层，而隐藏在中间层。为此，作者设计了语言对齐和空间对齐两种方法，分别优化多模态语言建模和密集预测任务。PE模型在多种任务上表现出色，包括零样本分类、检索、问答及空间感知任务。该工作不仅提升了视觉编码的通用性和性能，还公开了模型、代码及新的视频数据集，促进相关领域的进一步研究。,17
"ChartQAPro: A More Diverse and Challenging Benchmark for Chart Question
  Answering",ChartQAPro：一个更具多样性和挑战性的图表问答基准,Multimodal LLM,Other,https://arxiv.org/pdf/2504.05506,https://huggingface.co/papers/2504.05506,"本文提出了ChartQAPro，一个更具多样性和挑战性的图表问答基准数据集，包含1,341张来自157个不同来源的图表及1,948个多样化的问题类型，如选择题、对话题、假设题和无解题。相比现有数据集，ChartQAPro更贴近真实应用场景。通过对21个大型视觉语言模型的评测，发现其在该数据集上的表现显著下降，揭示了图表理解与推理的复杂性。该工作为推动图表问答技术的发展提供了重要资源和分析。",17
"VistaDPO: Video Hierarchical Spatial-Temporal Direct Preference
  Optimization for Large Video Models",VistaDPO：面向大型视频模型的视频分层时空直接偏好优化,Multimodal LLM,Other,https://arxiv.org/pdf/2504.13122,https://huggingface.co/papers/2504.13122,本文提出了VistaDPO，一种针对大型视频模型的视频层次化时空偏好优化框架，旨在解决现有模型与人类直觉不符及视频内容幻觉的问题。该方法通过实例级、时间级和感知级三个层面，实现视频内容与文本描述的细粒度对齐。为支持该方法，作者构建了包含7200条问答对及空间时间标注的新数据集VistaDPO-7k。实验结果表明，VistaDPO显著提升了视频问答、视频描述等任务的表现，有效缓解了视频语言不匹配和幻觉现象，推动了视频理解模型的准确性和可靠性。,16
NoisyRollout: Reinforcing Visual Reasoning with Data Augmentation,NoisyRollout：通过数据增强强化视觉推理的强化学习方法,Agent,Other,https://arxiv.org/pdf/2504.13055,https://huggingface.co/papers/2504.13055,本文提出了一种名为NoisyRollout的强化学习方法，通过在训练过程中混合干净图像与适度扰动图像的轨迹，增强视觉语言模型在视觉感知和推理上的多样性和探索能力。该方法无需额外训练成本，采用逐步减弱噪声强度的策略，既利用了早期的噪声信号提升性能，又保证了训练的稳定性和可扩展性。在仅使用2100个样本的情况下，NoisyRollout在多个跨领域测试集上实现了领先的表现，同时保持了良好的领域内性能，展示了其提升视觉推理模型泛化能力的有效性。,14
"DMM: Building a Versatile Image Generation Model via Distillation-Based
  Model Merging",DMM：基于蒸馏的模型合并构建多功能图像生成模型,Diffusion Model,"Shanghai AI Lab, Alibaba",https://arxiv.org/pdf/2504.12364,https://huggingface.co/papers/2504.12364,本文提出了一种基于蒸馏的模型合并方法（DMM），旨在将多个风格各异的文本到图像生成模型压缩整合为一个多功能模型。针对传统线性参数融合导致的风格冲突问题，DMM引入了可控风格向量，实现对任意风格图像的精准生成。该方法不仅显著减少了模型冗余和存储成本，还通过新的合并目标和评估标准，提升了合并后模型的表达能力和灵活性。实验结果表明，DMM有效整合了多模型知识，实现了高质量且风格可控的图像生成。,12
"InstantCharacter: Personalize Any Characters with a Scalable Diffusion
  Transformer Framework",InstantCharacter：基于可扩展扩散变换器框架的任意角色个性化,Diffusion Model,Tencent,https://arxiv.org/pdf/2504.12395,https://huggingface.co/papers/2504.12395,本文提出了InstantCharacter，一种基于扩散变换器的新型角色定制框架，克服了现有方法在泛化能力和图像质量上的局限。该框架通过引入可扩展的适配器模块，实现了对多样化角色外观、姿态和风格的高保真个性化生成。同时，作者构建了包含千万级样本的大规模角色数据集，结合多视角和文本图像对，支持身份一致性与文本可编辑性的联合优化。实验结果表明，InstantCharacter在生成高质量、文本可控且角色一致的图像方面表现优异，推动了角色驱动图像生成技术的发展。,12
"PerceptionLM: Open-Access Data and Models for Detailed Visual
  Understanding",PerceptionLM：用于细粒度视觉理解的开放访问数据与模型,Multimodal LLM,Meta,https://arxiv.org/pdf/2504.13180,https://huggingface.co/papers/2504.13180,本文提出了PerceptionLM，一个开放且可复现的视觉语言模型框架，旨在推动图像和视频理解的透明研究。作者分析了现有训练方法中依赖闭源模型蒸馏的局限，重点识别了详细视频理解中的数据缺口。为此，公开了280万条人工标注的细粒度视频问答和时空定位字幕，并推出了PLM-VideoBench评测套件，专注于视频中“何物”、“何地”、“何时”和“如何”四个维度的推理能力。该工作通过开放数据、代码和模型，促进了视觉语言模型的科学进步和社区合作。,11
Exploring Expert Failures Improves LLM Agent Tuning,探索专家失败以改进大语言模型智能体调优,Agent,OpenAI,https://arxiv.org/pdf/2504.13145,https://huggingface.co/papers/2504.13145,本文提出了一种名为“探索专家失败”（EEF）的方法，通过利用专家模型在复杂任务中失败的轨迹中有价值的行动，提升大语言模型（LLM）作为智能代理的表现。传统微调方法侧重于成功示范，忽视了复杂子任务中的失败经验，导致部分难题无法解决。EEF有效筛选并整合失败轨迹中的有益信息，避免有害内容干扰训练，显著提升了代理的探索效率和技能习得。该方法在多个基准测试中取得领先成绩，显著优于现有技术，展示了挖掘失败经验在智能代理调优中的潜力和价值。,9
