标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"SpeakerVid-5M: A Large-Scale High-Quality Dataset for Audio-Visual
  Dyadic Interactive Human Generation",SpeakerVid-5M：用于视听双人交互虚拟人生成的大规模高质量数据集,Embodied AI,THU,https://arxiv.org/pdf/2507.09862,https://huggingface.co/papers/2507.09862,本文介绍了SpeakerVid-5M，一个首个面向音视频双人互动虚拟人生成的大规模高质量数据集。该数据集包含超过8700小时、520万条人像视频，涵盖单人说话、倾听及双人对话等多种互动场景。数据按互动类型和质量分层，既支持大规模预训练，也适合高质量监督微调，满足多样化虚拟人生成任务需求。作者还基于此数据集构建了视频聊天生成基线模型及评测标准，为未来相关研究提供了重要资源和基础。,36
"Reasoning or Memorization? Unreliable Results of Reinforcement Learning
  Due to Data Contamination",推理还是记忆？由于数据污染导致的强化学习不可靠结果,LLM,Shanghai AI Lab,https://arxiv.org/pdf/2507.10532,https://huggingface.co/papers/2507.10532,本文针对大规模语言模型（LLMs）通过强化学习（RL）提升推理能力的研究，揭示了当前主流数学基准测试存在数据污染问题，导致部分模型（如Qwen2.5）在这些测试上的优异表现可能源于记忆而非真实推理。为此，作者设计了一个生成干净、无泄漏的合成算术题数据集RandomCalculation，实验证明只有准确的奖励信号才能有效提升模型推理性能，而随机或错误的奖励信号无效。研究强调应在无污染数据和多模型上评估RL方法，以确保结果的可靠性和公平性。,28
EmbRACE-3K: Embodied Reasoning and Action in Complex Environments,EmbRACE-3K：复杂环境中的具身推理与行动,Embodied AI,THU,https://arxiv.org/pdf/2507.10548,https://huggingface.co/papers/2507.10548,本文提出了EmbRACE-3K数据集，包含3000多个基于语言指令的多步骤任务，设置在多样的逼真环境中，用以评估视觉-语言模型在具身交互中的推理和行动能力。实验证明当前先进模型在空间推理和长远规划上表现有限，零-shot成功率不足20%。通过对Qwen2.5-VL-7B模型进行监督学习和强化学习微调，显著提升了其探索、空间语义理解及多阶段目标执行能力，展示了该数据集在促进具身智能发展中的重要价值。,24
"Mixture-of-Recursions: Learning Dynamic Recursive Depths for Adaptive
  Token-Level Computation",Mixture-of-Recursions：用于自适应令牌级计算的动态递归深度学习,LLM,DeepMind,https://arxiv.org/pdf/2507.10524,https://huggingface.co/papers/2507.10524,本文提出了Mixture-of-Recursions（MoR）框架，通过在单一递归变换器中结合参数共享和动态递归深度，实现了计算和参数的高效利用。MoR利用共享层减少模型参数量，并通过轻量级路由器为不同词元分配不同的递归深度，从而在保持模型性能的同时降低计算开销。该方法还通过选择性缓存关键数据提升内存效率，并提出了减少预填充延迟的变体。实验证明，MoR在多个模型规模上均显著提升了准确率和推理速度，展示了在不增加模型规模的前提下提升大模型性能的有效途径。,20
"REST: Stress Testing Large Reasoning Models by Asking Multiple Problems
  at Once",REST：通过同时提出多个问题对大型推理模型进行压力测试,LLM,"Shanghai AI Lab, THU",https://arxiv.org/pdf/2507.10541,https://huggingface.co/papers/2507.10541,本文提出了REST，一种通过同时向大型推理模型提出多个问题来进行压力测试的新评估框架。与传统单题顺序测试不同，REST能有效揭示模型在多任务环境下的表现差异及其应对上下文优先级分配和认知负荷管理的能力。实验结果显示，即使是顶尖模型在多题压力下性能显著下降，且REST相比现有基准测试具有更强的区分能力。该方法为更真实地反映模型实际推理能力提供了高效且可持续的评估手段，减少了对持续人工标注的依赖。,19
"LayerCake: Token-Aware Contrastive Decoding within Large Language Model
  Layers",LayerCake：大语言模型层内的面向Token的对比解码方法,LLM,Other,https://arxiv.org/pdf/2507.04404,https://huggingface.co/papers/2507.04404,本文提出了一种名为LayerCake的解码方法，通过结合不同层次的注意力机制，针对特定类型的词汇在其对应的模型层中有选择地抑制注意力，从而提升大型语言模型生成内容的事实准确性。该方法基于对模型内部注意力模式的分析，发现标点符号和概念词汇在不同层次发挥关键作用。无需额外训练或模型修改，LayerCake在多种模型和基准测试中均表现出稳定的事实性提升，提供了一种高效且通用的解码策略以减少生成错误。,16
CompassJudger-2: Towards Generalist Judge Model via Verifiable Rewards,CompassJudger-2：通过可验证奖励迈向通用评判模型,LLM,"Shanghai AI Lab, THU",https://arxiv.org/pdf/2507.09104,https://huggingface.co/papers/2507.09104,本文提出了CompassJudger-2，一种通用评判模型，通过多领域任务驱动的数据筛选和可验证奖励机制，提升了评判的准确性和鲁棒性。该模型引入改进的学习目标，有效增强了判断能力，在多个评测基准上表现优异，且7亿参数版本的性能可媲美更大规模模型。此外，论文还发布了JudgerBenchV2评测平台，用于统一衡量模型的跨领域评判准确率和排序一致性，推动了大语言模型评判技术的标准化和实用化。,13
MoVieS: Motion-Aware 4D Dynamic View Synthesis in One Second,MoVieS：基于运动感知的4D动态视图合成（一秒内完成）,Other,"PKU, ByteDance",https://arxiv.org/pdf/2507.10065,https://huggingface.co/papers/2507.10065,本文提出了MoVieS，一种能够在一秒内从单目视频生成动态四维新视角的前馈模型。该方法通过基于像素对齐的高斯基元，统一建模场景的外观、几何结构及运动信息，实现了视角合成、三维重建和点追踪的多任务融合。MoVieS无需大量特定任务监督，支持大规模多样数据训练，具备高效性和广泛的零样本应用能力，如场景流估计和运动物体分割。实验结果表明，MoVieS在多个任务中表现出竞争力的准确度，同时显著提升了计算速度。,9
"DreamPoster: A Unified Framework for Image-Conditioned Generative Poster
  Design",DreamPoster：一种基于图像条件的统一生成式海报设计框架,Diffusion Model,ByteDance,https://arxiv.org/pdf/2507.04218,https://huggingface.co/papers/2507.04218,本文提出了DreamPoster，一种基于图像和文本提示的海报生成框架。该方法利用Seedream3.0模型和渐进式训练策略，能够高效融合用户提供的图像与文字信息，生成高质量且布局灵活的海报。论文还设计了系统化的数据标注流程，精确捕捉海报中的文本内容及层级结构，构建了配对数据集以支持训练。实验结果显示，DreamPoster在生成效果和实用性方面显著优于现有方法，具备较高的用户接受度，展示了其在实际设计应用中的潜力。,4
"A Practical Two-Stage Recipe for Mathematical LLMs: Maximizing Accuracy
  with SFT and Efficiency with Reinforcement Learning",数学大语言模型的实用两阶段方案：通过监督微调最大化准确性与通过强化学习提升效率,LLM,Other,https://arxiv.org/pdf/2507.08267,https://huggingface.co/papers/2507.08267,本文提出了一种实用的两阶段训练方法，通过先进行长时间的监督微调（SFT）提升大语言模型的数学推理准确性，再利用基于在线推理的强化学习（GRPO）优化生成效率和答案简洁度。实验表明，延长SFT训练周期显著突破性能瓶颈，而后续GRPO阶段有效减少解答长度且保持高准确率。该方法在严格无泄漏的AI数学奥林匹克竞赛中取得了顶尖成绩，展示了兼顾准确性与效率的数学推理模型构建新路径，并已开源完整框架以促进后续研究。,3
