公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
新智元,2025-07-25 08:04:18,GPT-5终极版爆8月初上线，奥特曼亲证AI秒杀人类时刻降临！,GPT-5终极版预计8月初发布，人工智能能力显著提升,据报道，GPT-5终极版预计将于2025年8月初上线，标志着人工智能技术的又一重大进步。该版本在语言理解和生成能力上有显著提升，展示了AI在多领域应用中的潜力。文章中提及的“奥特曼”作为象征，强调了AI技术对人类智能的挑战和未来发展趋势。,LLM,OpenAI,,https://mp.weixin.qq.com/s/xhChU5Ek0OeJL1qNgAV9fA
量子位,2025-07-25 07:42:21,GPT-5被曝8月初发布，微软Copilot页面刚刚曝光，新增智能模式,GPT-5预计8月初发布，微软Copilot新增智能模式,据报道，GPT-5预计将于2025年8月初发布。与此同时，微软的Copilot页面也首次曝光，显示新增了智能模式功能，进一步提升了辅助办公的智能化水平。这一进展表明大型语言模型和智能助理技术正持续快速发展，推动人工智能应用的深化。,LLM,"Microsoft, OpenAI",,https://mp.weixin.qq.com/s/3rM5vWBj2DlZ10GRLb77UQ
智药邦,2025-07-24 23:18:22,Mol Syst Biol｜AlphaDesign：基于AlphaFold的蛋白质从头设计框架,AlphaDesign：基于AlphaFold的蛋白质从头设计混合计算框架,本文介绍了由欧洲分子生物学实验室等机构开发的AlphaDesign框架，该方法结合AlphaFold结构预测与自回归扩散模型，实现了多状态、多靶点蛋白质的可控设计。AlphaDesign在设计蛋白质的结构新颖性、构象可控性及实验可表达性方面表现优异，成功设计出多种单体及寡聚体蛋白，并在性能上优于现有扩散模型。该框架通过灵活的适应性函数和混合策略，提升了蛋白质从头设计的通用性和实用性。,AI4Science,Other,,https://mp.weixin.qq.com/s/_ann8UQYQzf0R9tt5XRdKQ
机智流,2025-07-24 23:12:05,别被 AI 惯坏了！HTML 表格、表单、链接的底层逻辑，看懂才是真本事！,HTML表格、表单与链接的基础及实用技巧解析,本文系统介绍了HTML中表格、表单及链接的基本结构和底层逻辑，重点讲解了表格的创建方法、标签使用及属性调整，如border、cellpadding、cellspacing和colspan等，帮助读者提升网页内容的表达和交互设计能力。通过实例代码，文章深入浅出地展示了如何构建美观且功能完善的网页元素。,Other,Other,,https://mp.weixin.qq.com/s/PlXU7_uHxRur1KmKz0mgag
机智流,2025-07-24 22:39:02,「ACL25」用“点赞/点踩”数据高效对齐大模型，性能媲美DPO，真实场景全面超越),基于二元反馈的高效大模型对齐方法及其理论分析,本文介绍了Kakao Corp与LBOX提出的Binary Classifier Optimization（BCO）框架，首次理论证明仅利用用户的“点赞/点踩”二元反馈数据，也能实现与传统成对偏好优化方法DPO相媲美的模型对齐效果。BCO通过将对齐问题视为二元分类任务，利用二元交叉熵损失函数隐式优化DPO损失，克服了现有方法如KTO在奖励偏移上的缺陷，显著提升了真实场景下的对齐性能，推动了大模型对齐范式的创新。,LLM,Other,,https://mp.weixin.qq.com/s/aWYb5LhFkDsU7sEwlTI-kA
AINLP,2025-07-24 22:26:14,信息量很大：王坚对话黄仁勋实录,王坚与黄仁勋对话：人工智能技术演进与未来展望,在第三届中国国际供应链促进博览会先进制造主题活动中，英伟达创始人黄仁勋与之江实验室主任王坚围绕人工智能的发展历程、技术突破及未来趋势展开深入对话。黄仁勋详细阐述了AI从感知AI、生成式AI、推理AI到未来物理AI的演进阶段，强调计算能力对AI发展的核心作用，并展望了通用人工智能（AGI）的实现可能性。双方还讨论了开源模型对AI技术和商业格局的影响。,AGI,Alibaba,"黄仁勋, 王坚",https://mp.weixin.qq.com/s/T7NnCnLCgtKLsZpEdVF2ow
AINLP,2025-07-24 22:26:14,如何利用pytorch memory snapshot进行显存分析,基于PyTorch Memory Snapshot的显存分析方法研究,本文介绍了如何利用PyTorch的memory snapshot工具分析模型训练和推理过程中的显存消耗，重点讲解了如何解读工具记录的显存使用细节。通过示例代码，展示了显存缓存区的分配与复用机制，并结合混合精度训练案例，详细说明了数据加载、前向传播、反向传播及权重更新各阶段的显存管理。文章旨在帮助读者深入理解显存使用情况，优化模型训练效率。,Other,Other,,https://mp.weixin.qq.com/s/rO7qBGE0MZ0KZXoI19xjfA
AINLP,2025-07-24 22:26:14,Search-R1：让 LLM 学会 “边搜边想”，强化学习赋能检索增强推理,Search-R1：基于强化学习的检索增强推理框架,本文介绍了Search-R1，一种通过强化学习训练大语言模型自主调用搜索引擎，实现推理与检索深度协同的新方法。该框架将搜索引擎视为环境一部分，使模型在推理过程中动态生成搜索查询并利用检索结果，支持多轮交互式按需检索。实验表明，Search-R1在多个问答数据集上显著提升了模型性能，验证了其有效性。,LLM,Other,,https://mp.weixin.qq.com/s/AvCswWZBjiASMFBSPaTzFA
减论,2025-07-24 22:26:06,【视频arXiv减辑】cs.CV（7月24日）,2025年7月24日计算机视觉领域最新arXiv论文视频摘要,本文为2025年7月24日发布的计算机视觉领域（cs.CV）arXiv论文视频摘要，内容主要涉及相关技术和算法的介绍与分析。文章中包含部分代码片段，但未详细展开具体研究内容或成果，旨在为读者提供最新的视觉领域研究动态汇总。,Other,Other,,https://mp.weixin.qq.com/s/2-CTYM8e-cT6lOvuzygfNA
机器之心,2025-07-25 10:03:30,Meta出走华人创业团队，种子轮800万美元，要打造视觉AI记忆大脑,Memories.ai完成800万美元种子轮融资，推出大视觉记忆模型提升AI视频理解能力,Memories.ai由前Meta Reality Labs科学家团队创立，宣布完成800万美元种子轮融资，推出大视觉记忆模型（LVMM），解决AI系统在视频处理中的记忆缺失问题。该模型能够持续捕获、存储和结构化海量视觉数据，实现对事件因果链和时序模式的深度理解，显著提升视频分类、检索和问答等任务的性能。LVMM技术已在安防、媒体娱乐、市场营销和消费电子等领域展开应用合作，推动视觉AI记忆能力的实际落地。,Other,Meta,"Shawn Shen, Ben (Enmin) Zhou",https://mp.weixin.qq.com/s/3MlrQlOSGLZ6Iq7FCCdqyQ
量子位,2025-07-25 10:01:59,老黄自曝皮衣口袋藏“秘密期权池”！随时准备奖励员工，团队亿万富翁数量世界第一,黄仁勋谈英伟达员工激励、AI人才竞争及芯片分配策略,英伟达CEO黄仁勋透露其随身携带“秘密期权池”，灵活奖励表现优异员工，推动团队成为全球亿万富翁数量最多的科技公司。面对AI人才争夺，他强调直接高薪激励的重要性，并介绍了英伟达芯片的分配机制及性能价值。黄仁勋还指出AI促进就业和创新，强调AI作为技术均衡器的作用，未来工业公司将全面转型为AI公司。,Other,"Meta, OpenAI, DeepMind","黄仁勋, Sam Altman, Mark Zuckerberg, Elon Musk",https://mp.weixin.qq.com/s/B00MnXClp900hwbUP2F5SQ
量子位,2025-07-25 10:01:59,AI创业半年被5.7亿收购，31岁CEO带队8人瓜分亿元现金红包，此前没融1分钱,Base44低代码平台半年内快速成长及被Wix收购案例分析,Base44是一款由以色列创业者Maor Shlomo于2025年创立的低代码平台，凭借一体化全栈服务和高效的技术迭代，在半年内实现用户快速增长和盈利，最终以约5.7亿人民币被Wix收购。该平台通过技术驱动降低运营成本，优化模型调用费用，提升用户体验，体现了AI创业在零融资背景下的高效发展模式。,Other,Other,"Maor Shlomo, Avishai Abrahami",https://mp.weixin.qq.com/s/L8Q1m_HQ_-dR2RiRYqyZhQ
减论,2025-07-24 22:26:06,【7.24-arXiv】港科大提出可控视频生成综述！,基于多模态控制信号的可控视频生成及相关视觉与3D建模方法综述,本文综述了2025年7月24日arXiv发布的多项视觉与视频生成领域的最新研究进展。重点介绍了香港科技大学提出的基于多模态控制信号扩展预训练视频生成模型的方法，实现了更精细且可控的视频合成。此外，还涵盖了香港理工大学、复旦大学、新加坡国立大学、南洋理工大学、香港中文大学等机构在图像增强、轨迹预测、3D目标检测、高分辨率3D生成、内窥镜视频生成、多模态视觉问答及3D人体重建等方向的创新方法与技术。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/rcziptLV-Lc6a-ymErJBBw
减论,2025-07-24 22:26:06,【减论一作方法论】背后的故事（第1期）,减论一作方法论背后的技术实现探讨,本文介绍了减论公众号发布的关于一作方法论的技术实现细节，主要展示了文本溢出处理的相关JavaScript代码逻辑，包括数组转换、迭代处理及文本截断等功能。文章侧重于前端技术实现，未涉及具体AI模型或算法的讨论。,Other,Other,,https://mp.weixin.qq.com/s/gyGAA26Bb1kVx7HjKfA7EQ
专知,2025-07-25 11:54:55,《可控视频生成：综述》,可控视频生成技术综述,本文系统回顾了可控视频生成领域的最新进展，重点介绍了视频生成基础模型的发展及其在引入多种非文本控制信号（如相机运动、深度图和人体姿态）以提升生成灵活性和精度方面的研究。文章构建了基于控制信号类型的分类体系，分析了不同生成架构及控制机制，探讨了实际应用场景和未来发展方向，旨在为该领域的研究者提供全面的理论与方法参考。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/bL2gfC0lLRuvK0aeOw1Ufg
专知,2025-07-25 11:54:55,【普林斯顿博士论文】移动计算摄影中的神经场表示,移动计算摄影中的神经场表示方法研究,本文介绍了一种基于神经场模型的移动计算摄影技术，利用手机多传感器数据和片上集成芯片，紧凑地表示复杂几何结构与光照，实现深度估计、图层分离和图像拼接等功能。该方法无需复杂预处理或标注数据，通过自我正则化模型和随机梯度下降直接拟合原始测量数据，优于现有先进技术，推动了移动成像的计算成像能力提升。,Other,Other,,https://mp.weixin.qq.com/s/kEFpBKHwmYlJ1yGqE-rXPg
专知,2025-07-25 11:54:55,战争中的智能伙伴：DARPA神经符号人工智能计划,DARPA神经符号人工智能计划及其在国防领域的应用探索,本文介绍了DARPA在国防领域推动神经符号人工智能（Neuro-Symbolic AI）的最新进展，强调该技术融合符号主义与联结主义，旨在实现具备自适应推理和可信度验证的智能伙伴系统。文章回顾了DARPA对AI发展三波浪潮的划分，阐述第二波基于大规模数据学习模型的现状及第三波自适应自主系统的未来愿景。通过ANSR项目等，DARPA致力于突破当前AI系统局限，推动国防智能伙伴技术的创新发展。,Agent,OpenAI,"J. C. R. Licklider, John Launchbury",https://mp.weixin.qq.com/s/sEgnB-1UOpOIrZOAjIIWyw
专知,2025-07-25 11:54:55,【ICML2025】SADA：稳定性引导的自适应扩散加速,SADA：基于稳定性引导的自适应扩散模型采样加速方法,本文提出了一种名为SADA的稳定性引导自适应扩散加速方法，针对扩散模型采样过程中的计算成本高和保真度下降问题，通过融合逐步与逐token稀疏性决策及引入基于数值ODE求解器的梯度信息，实现了采样过程的自适应加速。SADA在多个扩散模型和求解器上验证，显著提升采样速度且几乎不损失生成质量，且可无缝适配ControlNet和MusicLDM等多模态推理流程。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/duGA-BqJ5iwS-DopUGnSxw
专知,2025-07-25 11:54:55,必看！百篇“AI+军事” 智能防务报告资料汇编！,人工智能在军事智能防务中的应用与发展综述,本文汇编了百余篇关于人工智能在军事领域应用的报告，涵盖智能指挥控制、无人机作战、反无人机技术、多智能体系统、生成式AI在军事决策中的角色等多个方面，重点分析了美军、以色列及俄乌战场的AI技术实践与发展趋势，探讨了AI对现代战争形态的影响及未来军事技术革新路径。,Agent,Other,,https://mp.weixin.qq.com/s/IbKxGx6C3lcYur4bofeaDw
专知,2025-07-25 11:54:55,2025必看AI干货!《大模型/AIGC/GPT-4/Transformer/DL/KG/NLP/CV AI+X》集合,2025年人工智能领域关键技术与前沿综述,本文汇总了2025年人工智能领域的多项前沿研究与综述，涵盖大语言模型、扩散模型、具身智能体、多模态模型、强化学习、知识图谱、推理系统等多个方向，涉及博士论文、会议教程及最新奖项，重点介绍了模型对齐、智能体安全、推理机制、视觉基础模型及AI在药物发现和机器人技术中的应用，反映了当前AI技术的多样化发展趋势和未来挑战。,LLM,Other,,https://mp.weixin.qq.com/s/3FtTS3ZJ_HxmLwierkyUSQ
老刘说NLP,2025-07-25 11:39:57,ByoKG-RAG方案：用于知识图谱问答的多策略图检索,ByoKG-RAG方案：基于多策略图检索的知识图谱问答方法,本文介绍了ByoKG-RAG，一种利用大语言模型（LLM）作为知识图谱链接器，通过多策略图检索提升知识图谱问答性能的方法。该方案结合实体抽取、关系路径识别、图谱查询生成和多种检索技术，解决了传统实体链接敏感性问题。实验在多个知识图谱和问答基准上验证了其有效性，展示了多角度图检索在知识图谱问答中的优势。,LLM,Amazon,,https://mp.weixin.qq.com/s/rt3ZDnFQQOyFdjZS0QxWOw
ScienceAI,2025-07-25 11:38:04,ICML 2025 | 北航提出科学智算基础模型OmniArch，实现11类PDE求解性能提升,北航提出OmniArch基础模型实现多维度多物理量PDE求解性能提升,北京航空航天大学李建欣教授团队提出科学智算基础模型OmniArch，实现单一模型统一求解1D、2D、3D偏微分方程（PDE），显著提升11类PDE的求解性能。OmniArch通过频域变换、Temporal Mask和PDE-Aligner三大创新，解决了多维度表示、多物理量耦合及物理约束对齐难题，在多个流体力学、电磁学等领域的基准测试中表现优异，推动了科学计算领域基础模型的发展。,AI4Science,Other,李建欣,https://mp.weixin.qq.com/s/CS6UCUKwsQ08FUwFV_VCWA
AI研究前瞻,2025-07-25 11:23:48,7.25-1|大模型推理与验证：MLLM感知图灵测试；可验证奖励跨领域冲突与互补；LLM形式化代码验证,多模态大语言模型视觉感知能力的图灵之眼测试及性能瓶颈分析,本文提出了图灵之眼测试（TET），针对多模态大语言模型（MLLMs）的视觉感知能力设计四个诊断任务，评估其对合成人类直观视觉处理图像的理解表现。研究发现当前MLLMs在视觉感知任务上表现极差，主要瓶颈在视觉编码器的泛化能力不足。通过微调实验验证视觉编码器改进能显著提升性能，而语言推理能力提升对感知无明显帮助。研究呼吁未来聚焦视觉编码器结构优化和视觉泛化能力提升，推动多模态模型更接近人类视觉认知。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/FEZGMtcJ8-7LhtNsPQtQdg
AI研究前瞻,2025-07-25 11:23:48,7.25-3|城市场景交互式视频生成，世界生成模型；稀疏体素生成，部件级注意力；纹理几何生成3D模型；量化时间步适配图生视频模型,基于量化摄像机运动与掩码视频扩散变换器的城市场景交互式视频生成模型,本文提出了Yume交互式动态视频世界生成框架，结合摄像机运动量化、掩码视频扩散变换器及训练无关抗伪影采样技术，实现了复杂城市场景下高质量、时序连贯且可键盘交互控制的视频生成。通过大规模真实世界数据集Sekai-Real-HQ训练，提升了模型泛化能力和实时交互性能，支持理论无限时长视频生成，推动了沉浸式虚拟世界生成技术的发展。,Diffusion Model,Shanghai AI Lab,,https://mp.weixin.qq.com/s/h3L20WpO9pIRwopC_Q0gIw
AI研究前瞻,2025-07-25 11:23:48,7.25-5|扩散模型的记忆机制: 记忆化，数据隐私；文本到图像模型，扩散模， 对抗性微调，Finding Dori,文本到图像扩散模型中的记忆机制及基于对抗性微调的记忆移除方法研究,本文针对文本到图像扩散模型中的训练数据记忆问题，质疑了记忆局部性假设，揭示现有剪枝方法无法彻底根除记忆。提出基于对抗性微调的新方法，通过生成多样化对抗性嵌入并微调模型，实现了记忆内容的永久移除，同时保持生成质量。实验基于Stable Diffusion v1.4，验证了方法的有效性和鲁棒性，为生成模型的安全性和隐私保护提供了新思路。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/7HF4QinGpROJAhITm24nxw
深度学习自然语言处理,2025-07-25 11:08:06,直播预约 | LLM Agent的“Windows”来了！AIOS如何构建LLM Agent的生态底座？,AIOS架构及OmniRouter在LLM Agent资源管理中的应用研究,本文介绍了AIOS架构，旨在解决大规模LLM Agent部署中的资源冲突和调度效率问题。通过将资源调用与Agent逻辑解耦，AIOS内核实现了统一资源管理和高效调度。提出的OmniRouter基于约束优化，实现了多请求全局最优路由，提升了系统性能和成本效益。此外，基于MCP协议和虚拟化技术的上下文化系统软件优化了Agent的自然语言环境理解，显著增强了computer-use Agent能力。,Agent,Microsoft,"梅凯, 华文越",https://mp.weixin.qq.com/s/HiPMvzZYjqNn5-MDoSXxQw
机器之心,2025-07-25 10:03:30,北大-灵初重磅发布具身VLA全面综述！一文看清VLA技术路线与未来趋势,视觉-语言-动作模型（VLA）技术综述及未来发展趋势,本文综述了视觉-语言-动作模型（VLA）的最新研究进展，提出了基于动作词元化的统一分析框架，系统分类了八种主流动作词元类型，探讨其能力支撑、数据扩展及应用场景。文章指出未来VLA模型将采用多种动作词元协同的分层架构，实现从视觉语言输入到动作输出的高效转换，并展望了该领域的关键挑战与技术趋势。灵初智能与北京大学联合推动理论与产业化落地，展示了VLA模型在机器人实际应用中的潜力。,Embodied AI,PKU,"陈源培, 杨耀东",https://mp.weixin.qq.com/s/wp_6A0BYJQA_omZBWWLcfw
新智元,2025-07-25 09:25:14,无惧封禁！Cursor最佳国产平替诞生，彻底告别代码泄露风险,国产开源AI编程工具MonkeyCode发布，支持本地部署与多模型融合,本文介绍了国产开源AI编程工具MonkeyCode，作为Cursor的国产替代方案，支持本地化部署，保障代码安全。MonkeyCode集成了Kimi K2和Qwen3等先进模型，提供代码补全和Agent双模式功能，提升开发效率和安全性。该工具安装简便，适合企业级应用，解决了国外AI编程工具断供及数据隐私问题，展示了国产开源模型在复杂编程任务中的竞争力。,Agent,"THU, ByteDance",,https://mp.weixin.qq.com/s/HaSZDpBnccuZ6fse81ixgg
量子位,2025-07-25 13:38:57,GitHub官方版AI IDE公测！用自然语言写App，全栈应用1分钟生成,GitHub Spark：基于自然语言的全栈AI应用开发平台公测,GitHub发布了AI驱动的智能应用构建平台GitHub Spark，支持用户通过自然语言快速生成全栈应用。该平台集成了UI设计、云存储、代码编辑与版本管理，利用微软Azure云服务实现后端支持，并可调用多家AI模型。GitHub Spark旨在降低开发门槛，促进个人开发者和小团队高效构建应用，同时实现与GitHub生态的深度融合。,Agent,"Microsoft, OpenAI, Meta",Satya Nadella,https://mp.weixin.qq.com/s/syZ1Ylf2LaQlMheC27xBnw
量子位,2025-07-25 13:38:57,AGI是否需要世界模型？顶级AI专家圆桌论道，清华求真书院主办,AGI发展中的世界模型与因果推理探讨——2025基础科学与人工智能论坛综述,2025基础科学与人工智能论坛汇聚多位顶尖专家，围绕AGI是否需要世界模型、因果性建模、AI原创能力及算力瓶颈等核心问题展开深入讨论。专家们认为当前AI多以相关性建模为主，因果推理能力尚待提升；Next Token Prediction范式在语言任务表现优异，但面对复杂科学与工程问题需新架构；AI原创能力有限，但在类比与组合创新方面潜力巨大；算力需求激增促使高能效计算技术发展，光计算与异构硬件成为未来方向。论坛强调跨学科合作与青年科研培养的重要性。,AGI,THU,"孙茂松, 刘铁岩, 顾险峰, 汪玉, 沈亦晨",https://mp.weixin.qq.com/s/0d1CNzHf-Dfz2Pij8n3CeA
量子位,2025-07-25 13:38:57,AI游戏创新大赛线下终极对决！世纪华通发起，ChinaJoy见证最终冠军诞生,2025“数龙杯”全球AI游戏及应用创新大赛线下路演综述,2025年7月，由世纪华通发起的“数龙杯”全球AI游戏及应用创新大赛在上海举办线下路演，20余款AI游戏及应用项目展示了AI在游戏剧情生成、质量测试、艺术创作及多领域应用的创新成果。评审团从技术创新、商业潜力及用户体验等角度严格评估，最终结果将于8月1日ChinaJoy AIGC大会公布。此次大赛促进了游戏行业与AI技术的深度融合，推动产业创新发展。,Agent,Other,"王佶, 唐贾军, 王建华, 孙挥, 黄欣欣, 王庭安, 张兆弓, 李进, 汪智豪, 郭旺辉, 吴时千",https://mp.weixin.qq.com/s/4JzAKrYF-bepwEAF-WDpRA
新智元,2025-07-25 13:00:22,AI教父Hinton首次现身中国，合照全网刷屏！预警AI觉醒临界点已至,Geoffrey Hinton首次访华及其对AI觉醒临界点的警示,2025年，AI先驱Geoffrey Hinton首次公开访问中国，并在世界人工智能大会上发表演讲，警告AI已进入觉醒临界点，未来可能超越人类智能并带来风险。文章回顾了Hinton在深度学习领域的贡献及其家族与中国的渊源，强调他对AI潜在社会影响的深刻反思和建议。,AGI,Other,Geoffrey Hinton,https://mp.weixin.qq.com/s/SbsPwy1gBKkdVTYoid6cLw
新智元,2025-07-25 13:00:22,ICML史上首次，中国内地高校教授出任董事！北大林宙辰、上交大严骏驰获选,ICML 2025董事会首次吸纳中国内地高校教授，林宙辰与严骏驰当选,ICML 2025董事会公布了五位新成员，其中首次有中国内地高校教授入选，分别是北京大学的林宙辰教授和上海交通大学的严骏驰教授。ICML作为机器学习领域顶级会议，2025年共收到12107篇投稿，录用率为26.9%。林宙辰和严骏驰在机器学习和计算机视觉领域具有重要影响力，此外其他三位新董事成员来自加拿大、瑞士和日本的知名学术机构。,Other,PKU,"Zhouchen Lin, Junchi Yan, Gautam Kamath, Andreas Krause, Masashi Sugiyama",https://mp.weixin.qq.com/s/GVMl6HofzksleSpA0UCdDg
