标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
Parallel-R1: Towards Parallel Thinking via Reinforcement Learning,Parallel-R1：通过强化学习迈向并行思维,LLM,Tencent,https://arxiv.org/pdf/2509.07980,https://huggingface.co/papers/2509.07980,本文提出了Parallel-R1，一种基于强化学习的框架，旨在提升大型语言模型的推理能力，通过引入“并行思维”同时探索多条推理路径。该方法采用渐进式训练策略，先通过监督学习在简单任务上培养并行思维能力，再利用强化学习在复杂任务中进行探索和泛化。实验证明，Parallel-R1在多个数学推理基准测试中显著优于传统顺序思维模型，最高提升达42.9%。研究还揭示并行思维在训练中既促进探索，又助力多角度验证，显著提升模型性能与泛化能力。,63
Visual Representation Alignment for Multimodal Large Language Models,多模态大语言模型的视觉表示对齐,Multimodal LLM,Other,https://arxiv.org/pdf/2509.07979,https://huggingface.co/papers/2509.07979,本文提出了一种名为VIRAL的正则化方法，通过将多模态大语言模型（MLLMs）内部的视觉表示与预训练视觉基础模型（VFM）对齐，有效保留并增强了模型对细粒度视觉信息的理解能力。该方法弥补了传统仅依赖文本监督导致视觉细节丢失的问题，显著提升了模型在物体计数和空间推理等视觉任务上的表现。实验结果表明，VIRAL在多个主流多模态基准测试中均带来稳定的性能提升，验证了其在视觉信息融合中的有效性和实用价值。,45
"Mini-o3: Scaling Up Reasoning Patterns and Interaction Turns for Visual
  Search",Mini-o3：扩展视觉搜索中的推理模式与交互轮次,Multimodal LLM,ByteDance,https://arxiv.org/pdf/2509.07969,https://huggingface.co/papers/2509.07969,本文提出了Mini-o3，一种针对复杂视觉搜索任务设计的多轮深度推理系统。通过构建包含大量挑战性问题的Visual Probe数据集，采用迭代数据收集方法获取多样化推理轨迹，并引入过轮遮蔽策略以优化训练效率，Mini-o3实现了推理步数从训练时的少量交互自然扩展到推理时的数十轮，且准确率随交互轮次增加而提升。大量实验表明，Mini-o3在解决需要反复试验和深度思考的视觉搜索问题上表现优异，显著超越现有开源模型。,42
Reconstruction Alignment Improves Unified Multimodal Models,重建对齐提升统一多模态模型,Multimodal LLM,Other,https://arxiv.org/pdf/2509.07295,https://huggingface.co/papers/2509.07295,本文提出了一种名为重建对齐（RecA）的后训练方法，用于提升统一多模态模型（UMMs）的视觉生成和编辑能力。传统训练依赖图文配对，文字描述往往缺乏细节，限制了模型表现。RecA通过利用模型自身的视觉编码作为丰富的“密集提示”，在无须额外文本标注的情况下，通过自监督的图像重建任务使视觉理解与生成更好地对齐。该方法简单高效，仅用27小时GPU训练即可显著提升多种模型在图像生成和编辑任务上的性能，且适用于多种模型架构，展示了良好的通用性和实用价值。,26
"UMO: Scaling Multi-Identity Consistency for Image Customization via
  Matching Reward",UMO：通过匹配奖励实现图像定制中多身份一致性的扩展,Diffusion Model,ByteDance,https://arxiv.org/pdf/2509.06818,https://huggingface.co/papers/2509.06818,本文提出了UMO框架，旨在解决多参考图像定制中身份一致性差和身份混淆的问题。通过将多身份生成转化为全局匹配优化问题，并结合基于扩散模型的强化学习，UMO有效提升了个体身份的保真度和区分度。为支持训练，作者构建了包含合成与真实图像的多参考定制数据集，并提出了衡量身份混淆的新指标。实验结果表明，UMO在多种图像定制方法上显著增强了身份一致性，降低了混淆，成为开源领域身份保持性能的新标杆。,22
Curia: A Multi-Modal Foundation Model for Radiology,Curia：用于放射学的多模态基础模型,Multimodal LLM,Other,https://arxiv.org/pdf/2509.06830,https://huggingface.co/papers/2509.06830,本文提出了Curia，一种基于多模态大规模真实临床影像数据训练的放射学基础模型。Curia涵盖了包括CT和MRI在内的多种影像类型，利用医院多年积累的15万次检查数据进行训练。在19项外部验证任务中，Curia表现出色，能够准确识别器官、检测脑出血和心肌梗死等疾病，并预测肿瘤分期结果。其性能达到甚至超过专业放射科医生和现有模型，且在跨模态和数据稀缺环境下展现出显著优势。该模型的发布有助于推动放射学AI的广泛应用和发展。,16
"F1: A Vision-Language-Action Model Bridging Understanding and Generation
  to Actions",F1：一种连接理解与生成到行动的视觉-语言-行动模型,Embodied AI,Shanghai AI Lab,https://arxiv.org/pdf/2509.06951,https://huggingface.co/papers/2509.06951,本文提出了F1，一种预训练的视觉-语言-动作模型，通过引入视觉前瞻生成模块，有效提升了机器人在动态环境中执行语言指令任务的成功率和泛化能力。F1采用多模块Transformer架构，结合感知、前瞻生成与控制，利用未来视觉状态预测指导动作生成，实现了更具远见和鲁棒性的决策。通过在包含136种任务的超大规模数据集上分阶段训练，F1展现出优于现有方法的性能，显著增强了模型在复杂动态场景中的适应性和任务执行效果。,15
"Staying in the Sweet Spot: Responsive Reasoning Evolution via
  Capability-Adaptive Hint Scaffolding",保持最佳状态：通过能力自适应提示支架实现响应式推理演进,LLM,PKU,https://arxiv.org/pdf/2509.06923,https://huggingface.co/papers/2509.06923,本文提出了SEELE，一种基于强化学习的新框架，通过动态调整数学推理题目的难度来提升大语言模型的学习效率。SEELE通过为每个问题附加可变长度的提示，实时匹配题目难度与模型能力，避免过难或过易的问题导致的学习低效。该方法利用多轮采样和响应理论模型预测最优提示长度，实现个性化难度调节。实验结果表明，SEELE在六个数学推理基准测试中显著优于现有强化学习和监督微调方法，提升了模型的推理表现和探索效率。,15
Language Self-Play For Data-Free Training,用于无数据训练的语言自我对弈,LLM,Meta,https://arxiv.org/pdf/2509.07414,https://huggingface.co/papers/2509.07414,"本文提出了一种名为“语言自我对弈”（Language Self-Play, LSP）的训练方法，旨在解决大规模语言模型对大量训练数据依赖的问题。该方法通过让模型在自身之间进行对弈，利用强化学习机制提升模型在执行指令任务中的表现，无需额外数据支持。实验证明，基于LSP的模型在多个指令跟随基准测试中表现优于传统的数据驱动方法，展示了在数据匮乏条件下提升语言模型能力的有效途径。",11
DivMerge: A divergence-based model merging method for multi-tasking,DivMerge：一种基于散度的多任务模型合并方法,Other,Other,https://arxiv.org/pdf/2509.02108,https://huggingface.co/papers/2509.02108,本文提出了一种基于Jensen-Shannon散度的模型合并方法DivMerge，用于将多个针对不同任务训练的模型融合成一个多任务模型。该方法无需额外标注数据，能够自动平衡各任务的重要性，有效缓解任务间的干扰问题。与现有技术相比，DivMerge在任务数量增加时表现更为稳定，且在多任务性能上持续优于先前方法，为多任务学习提供了一种高效且实用的模型融合新途径。,10
Causal Attention with Lookahead Keys,带有前瞻键的因果注意力机制,LLM,ByteDance,https://arxiv.org/pdf/2509.07301,https://huggingface.co/papers/2509.07301,本文提出了一种名为CASTLE的新型注意力机制，通过动态更新每个位置的键信息，引入未来上下文的辅助，从而克服传统因果注意力只能利用历史信息的限制。该方法在保持自回归特性的同时，实现了高效的并行训练。在语言建模任务中，CASTLE显著提升了模型性能，降低了验证困惑度，并在多项下游任务中表现出更强的效果，展示了其在提升语言模型理解和生成能力方面的潜力。,5
"Directly Aligning the Full Diffusion Trajectory with Fine-Grained Human
  Preference",直接对齐完整扩散轨迹与细粒度人类偏好,Diffusion Model,"Tencent, THU",https://arxiv.org/pdf/2509.06942,https://huggingface.co/papers/2509.06942,本文提出了Direct-Align和语义相对偏好优化（SRPO）两种方法，旨在提升扩散模型与人类偏好的对齐效果。Direct-Align通过预定义噪声先验和插值技术，解决了多步去噪计算量大、优化受限的问题；SRPO则利用基于文本的奖励信号，实现了奖励的在线动态调整，减少了对离线奖励微调的依赖。结合这两种方法，作者在FLUX.1.dev模型上显著提升了生成图像的真实感和美学质量，且训练效率大幅提高，展示了高效且细粒度的人机偏好对齐新路径。,5
"SimpleQA Verified: A Reliable Factuality Benchmark to Measure Parametric
  Knowledge",SimpleQA Verified：用于衡量参数化知识的可靠事实性基准,LLM,DeepMind,https://arxiv.org/pdf/2509.07968,https://huggingface.co/papers/2509.07968,本文提出了SimpleQA Verified，一个包含1000条测试题的基准数据集，用于评估大型语言模型的短文本事实准确性。该基准通过多阶段筛选，解决了之前SimpleQA数据集中的标签错误、主题偏差和题目重复等问题，提升了评估的可靠性和挑战性。在此基准上，Gemini 2.5 Pro模型取得了55.6的F1分数，超越了包括GPT-5在内的多款先进模型。SimpleQA Verified为研究者提供了一个更高质量的工具，有助于更准确地衡量模型的内在知识和减少虚假信息。相关数据和代码已公开。,4
"Q-Sched: Pushing the Boundaries of Few-Step Diffusion Models with
  Quantization-Aware Scheduling",Q-Sched：通过量化感知调度推动少步扩散模型的边界,Diffusion Model,Other,https://arxiv.org/pdf/2509.01624,https://huggingface.co/papers/2509.01624,本文提出了Q-Sched，一种创新的后训练量化方法，通过调整扩散模型的采样调度器而非模型权重，实现了模型尺寸缩小4倍的同时保持了全精度的图像生成质量。该方法引入了结合文本-图像匹配与图像质量的JAQ损失，支持少量校准样本且无需全精度推理，显著提升了少步扩散模型的生成效果。实验证明，Q-Sched在多个基准模型上均优于现有量化和蒸馏方法，且大规模用户研究进一步验证了其在高保真图像生成中的有效性。,3
"SFR-DeepResearch: Towards Effective Reinforcement Learning for
  Autonomously Reasoning Single Agents",SFR-DeepResearch：面向自主推理单智能体的有效强化学习,Agent,Other,https://arxiv.org/pdf/2509.06283,https://huggingface.co/papers/2509.06283,本文提出了一种基于持续强化学习的方法，提升具备复杂推理和工具使用能力的大型语言模型在自动化深度研究任务中的表现。不同于多智能体系统，所设计的单智能体能够根据上下文动态决策，灵活调用网络搜索和编程工具，完成多源信息的综合推理。通过纯合成数据训练，该方法在多个开源模型上取得显著提升，其中SFR-DR-20B在“人类最后考试”基准测试中达到28.7%的成绩。研究还通过分析实验深入探讨了方法的有效性，为推动自主智能体在复杂研究场景中的应用提供了新思路。,2
Mechanistic interpretability for steering vision-language-action models,用于引导视觉-语言-动作模型的机制可解释性,Embodied AI,Other,https://arxiv.org/pdf/2509.00328,https://huggingface.co/papers/2509.00328,本文提出了一种全新的方法，通过分析和利用视觉-语言-动作模型内部的表示，实现对机器人行为的实时控制，无需额外训练或环境交互。该方法识别出模型中与动作选择相关的关键语义方向（如速度和方向），并通过调节这些内部激活，实现对机器人行为的零样本引导。实验结果显示，该方法在模拟环境和实体机器人上均能有效操控模型行为，开创了机器人领域中基于可解释模型进行透明且可调控控制的新范式。,2
ΔL Normalization: Rethink Loss Aggregation in RLVR,ΔL归一化：重新思考RLVR中的损失聚合,LLM,"Microsoft, THU",https://arxiv.org/pdf/2509.07558,https://huggingface.co/papers/2509.07558,本文提出了一种名为ΔL Normalization的新型损失聚合方法，专门针对强化学习中因生成长度变化导致的梯度方差问题。该方法通过理论和实验证明，能够在保证无偏估计的同时最小化梯度方差，从而稳定训练过程并提升模型性能。相比现有方法，ΔL Normalization在多种模型规模、任务和最大生成长度下均表现出更优的训练稳定性和准确性，推动了基于可验证奖励的强化学习在大语言模型推理能力提升中的应用。,2
Singular Value Few-shot Adaptation of Vision-Language Models,视觉-语言模型的奇异值少样本适配,Multimodal LLM,Other,https://arxiv.org/pdf/2509.03740,https://huggingface.co/papers/2509.03740,本文提出了一种名为CLIP-SVD的高效视觉语言模型适应方法，通过仅微调模型参数矩阵的奇异值，实现对预训练模型的细粒度领域调整。该方法无需增加额外模块，仅使用极少参数（约0.04%）即可提升模型在自然和生物医学等多个数据集上的分类性能，同时保持良好的泛化能力。实验结果显示，CLIP-SVD在少样本学习场景下优于现有适应技术，且通过自然语言分析增强了方法的可解释性，具备显著的实用价值和推广潜力。,1
