公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机器学习POD,2025-08-21 23:37:25,Google大佬RL新作,Google最新强化学习研究进展,本文简要介绍了Google在强化学习领域的最新研究成果。文章主要聚焦于Google团队近期发布的强化学习新作，探讨了其在智能体训练和决策优化方面的潜在应用价值。尽管内容较为简略，但体现了Google在强化学习技术持续创新的趋势。,Agent,Other,,https://mp.weixin.qq.com/s/8qRAZkvMCV2O0glBJzEtgA
智药邦,2025-08-21 23:05:45,Nat Synth｜计算化学如何可靠且可重复,计算化学中生成可靠且可重复量子化学反应自由能数据的原则与实践,本文基于2025年Nature Synthesis发表的展望论文，提出了一套生成可靠、可重现及可复用的量子化学反应自由能数据的核心原则和实践方案。文章重点讨论了计算模型与化学模型的选择、构象搜索及结构优化等关键环节，强调通过标准化流程和FAIR数据原则提升计算化学数据的可信度和开放性，助力实验研究与计算研究的有效结合，推动分子化学领域的进步。,AI4Science,Other,,https://mp.weixin.qq.com/s/0LEmh7WLsZr0y9IrXboJmA
深度奇点,2025-08-22 09:52:00,Nat. Mach. Intell. | 面向反应预测与合成规划的统一预训练深度学习框架,面向反应性能预测与合成规划的统一预训练深度学习框架RXNGraphormer,本文提出了RXNGraphormer，一种结合图神经网络与Transformer的统一预训练深度学习框架，能够同时完成有机反应的性能预测与合成规划任务。该模型基于1300万条反应数据，通过对比学习和delta-mol方法捕捉反应机制，实现了反应性、选择性及合成路径的高精度预测，并在多个基准和实际数据集上表现优异。该研究弥合了反应性能预测与合成规划之间的关键差异，为精准化学合成提供了通用且可解释的AI工具。,AI4Science,Other,,https://mp.weixin.qq.com/s/0q41KEO1yfdFMuicRnOu_A
机智流,2025-08-21 23:12:29,LangGraph 高级实战：让 AI 会记忆、能暂停、可插手的断点恢复与流式控制,基于 LangGraph 的智能体断点恢复与流式控制实战,本文介绍了如何利用 LangGraph 框架实现智能体的对话状态持久化和流式响应输出。通过将对话状态保存至 SQLite 数据库，实现断点恢复和跨会话上下文恢复；同时利用流式输出技术提升用户交互体验，并支持人工介入控制智能体行为。该方法增强了智能体的长期对话能力和任务执行的稳定性，为复杂任务编排和人机协同奠定基础。,Agent,Other,李剑锋,https://mp.weixin.qq.com/s/DfLqNRGBQUMeKhHOTD_aDQ
智药邦,2025-08-21 23:05:45,AI驱动多肽药物设计｜2025多肽设计大赛征集启事,基于AI的NK2R多肽药物设计竞赛及研究进展,北京生物结构前沿研究中心发起2025多肽设计大赛，利用人工智能与结构生物学技术，推动针对代谢性疾病靶点NK2R的多肽药物设计。比赛通过AlphaFold3结构预测和活性选择性筛选，旨在发现高选择性、高亲和力且稳定的多肽激动剂，促进从计算设计到实验验证的转化，推动代谢疾病治疗新策略的研发。,AI4Science,THU,,https://mp.weixin.qq.com/s/k9buREcyOmm9fm1y4rxSmQ
智药邦,2025-08-21 23:05:45,AI+机器人自动化+人体器官模型｜Vivodyne完成4000万美元A轮融资,Vivodyne完成4000万美元融资，推动AI与机器人技术在人体器官模型药物研发中的应用,Vivodyne获得4000万美元A轮融资，扩展其基于机器人和人工智能的临床前人体器官模型平台。该平台通过培养功能完整的人体组织，替代传统动物模型，提升药物研发的预测准确率和效率。新设施将大幅增加人体测试能力，支持多种疾病模型和多组学数据生成，助力制药公司优化候选药物设计，降低临床试验失败风险，加速新疗法开发。,AI4Science,Other,"Andrei Georgescu, Vinod Khosla, Ileana Pirozzi",https://mp.weixin.qq.com/s/fWUn9UlDoa4AUivFap9k4Q
机器学习算法与自然语言处理,2025-08-21 22:30:21,刚刚，字节开源Seed-OSS-36B模型，512k上下文,字节跳动开源支持512k上下文的Seed-OSS-36B大语言模型,字节跳动Seed团队发布了Seed-OSS-36B系列大语言模型，包含含合成数据、不含合成数据和指令微调版本，均支持最长512k tokens的原生长上下文。模型采用360亿参数架构，结合多种先进技术，并引入灵活的推理预算控制，提升推理效率和智能体能力。基准测试显示其在数学、代码和长上下文处理等任务中表现优异，达到多项开源SOTA水平。模型以Apache-2.0许可证开源，便于研究和产业应用。,LLM,ByteDance,,https://mp.weixin.qq.com/s/5UZE2eUoElabvWTPSBAJSQ
机器学习算法与自然语言处理,2025-08-21 22:30:21,类PPO强化学习三部曲：GRPO简化→DAPO修正→GSPO全面进化,类PPO强化学习算法的演进及其在LLM训练中的应用分析,本文系统梳理了GRPO、DAPO与GSPO三种类PPO强化学习算法的演进过程，重点分析了它们在策略更新与约束机制上的改进，解决了传统PPO在奖励模型训练复杂性和价值模型不确定性带来的问题。文章还介绍了PPO算法在大语言模型（LLM）中的应用背景，特别是在基于人类偏好的强化学习训练（RLHF）中的角色及其局限性，强调了GRPO在规则性任务中的优势和实际应用价值。,LLM,Other,,https://mp.weixin.qq.com/s/L2PwZxjwwtDmSNThjbTNDw
机器学习算法与自然语言处理,2025-08-21 22:30:21,智能体新范式Chain-of-Agents，多项任务新SOTA,Chain-of-Agents范式：端到端多智能体协作模型及其多任务SOTA性能,本文介绍了Chain-of-Agents (CoA)范式，该方法通过多智能体蒸馏和智能体强化学习，将多智能体系统的协作过程内化为单一模型内部的多角色切换，实现了高效的端到端复杂问题解决。CoA结合了多智能体系统的协作优势和工具集成推理的高效性，避免了传统多智能体系统的通信开销和手工设计缺陷，在多项任务上达到了新的state-of-the-art性能。,Agent,Other,,https://mp.weixin.qq.com/s/gwHQdPPS0egvfXvaCb7rGQ
AI研究前瞻,2025-08-22 11:25:57,8.22-4|自主科学发现与具身智能：AI科学研究综述；具身认知的MLLM模型；多层次多领域的科学发现智能体,自主科学发现与具身智能的Agentic Science综述,本文综述了AI在科学发现领域的最新进展，重点介绍了Agentic Science阶段中自主科研智能体的核心能力和动态工作流程。通过整合推理规划、工具集成、记忆机制和多智能体协作，智能体在生命科学、化学、材料科学及物理学等多个领域实现了高效的假设生成、实验设计与数据分析。文章还探讨了当前面临的可重复性、透明度和伦理挑战，并展望了未来向生成性架构师阶段的发展。,AI4Science,"Shanghai AI Lab, THU",,https://mp.weixin.qq.com/s/LyiShHWz6x_yhWCaKpCJRg
