标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Beyond Fixed: Variable-Length Denoising for Diffusion Large Language
  Models",超越固定长度：面向扩散大语言模型的可变长度去噪方法,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2508.00819,https://huggingface.co/papers/2508.00819,本论文提出了DAEDAL，一种无需额外训练的动态长度自适应去噪策略，解决了扩散大语言模型（DLLMs）必须预先固定生成长度的问题。DAEDAL通过两阶段动态调整生成长度，既能避免长度不足导致的性能下降，也减少了过长带来的计算负担。实验表明，该方法在保持甚至提升生成质量的同时，提高了计算效率，拓展了DLLMs在实际应用中的潜力，缩小了与传统自回归模型的差距。,32
PixNerd: Pixel Neural Field Diffusion,PixNerd：像素神经场扩散,Diffusion Model,ByteDance,https://arxiv.org/pdf/2507.23268,https://huggingface.co/papers/2507.23268,本文提出了一种名为PixelNerd的像素神经场扩散模型，突破了传统依赖预训练变分自编码器（VAE）的两阶段训练限制，实现了单尺度、单阶段的高效端到端图像生成。该方法通过神经场直接对图像大块区域进行建模，避免了复杂的多级级联流程和解码误差。PixelNerd在ImageNet数据集上取得了优异的生成质量指标，并成功扩展到文本生成图像任务，在多个基准测试中表现出竞争力，展示了其在高质量图像生成领域的潜力和实用价值。,27
SWE-Exp: Experience-Driven Software Issue Resolution,SWE-Exp：基于经验驱动的软件问题解决,Agent,Other,https://arxiv.org/pdf/2507.23361,https://huggingface.co/papers/2507.23361,本文提出了SWE-Exp，一种基于经验驱动的软件问题解决方法，通过系统地积累和利用以往修复过程中的成功与失败经验，实现持续学习和知识复用。该方法构建了多层次的经验库，提取从问题理解到具体代码修改的可复用知识，有效避免了重复探索失败路径。实验结果表明，SWE-Exp在真实软件问题修复基准上显著提升了自动修复的成功率，开创了从盲目尝试向策略性经验驱动转变的新范式，推动了自动化软件工程的发展。,6
Multimodal Referring Segmentation: A Survey,多模态指称分割：综述,Multimodal LLM,Other,https://arxiv.org/pdf/2508.00265,https://huggingface.co/papers/2508.00265,本论文系统综述了多模态指称分割技术，该任务旨在根据文本或音频描述，在图像、视频和三维场景中准确定位并分割目标对象。文章首先介绍了该领域的基本概念和常用数据集，随后总结了统一的模型架构，并详细回顾了针对不同视觉场景的代表方法。同时，论文讨论了应对复杂现实环境的泛化指称表达方法及其相关应用，最后通过标准基准测试对多种方法进行了性能对比。该综述为多模态视觉理解提供了全面的参考，推动了相关技术的发展和实际应用。,5
3D-R1: Enhancing Reasoning in 3D VLMs for Unified Scene Understanding,3D-R1：提升3D视觉语言模型的推理能力以实现统一场景理解,Multimodal LLM,PKU,https://arxiv.org/pdf/2507.23478,https://huggingface.co/papers/2507.23478,本文提出了3D-R1，一种提升三维视觉语言模型（3D VLM）推理能力的基础模型。通过构建高质量的合成数据集Scene-30K，结合基于强化学习的训练策略和动态视角选择，3D-R1有效增强了模型对三维场景的理解和推理能力。实验结果显示，该方法在多个三维场景任务中平均提升了约10%的性能，显著改善了模型的泛化能力和准确性，为统一的三维场景理解提供了有力支持。,5
SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,SWE-Debate：用于软件问题解决的竞争性多智能体辩论框架,Agent,Other,https://arxiv.org/pdf/2507.23348,https://huggingface.co/papers/2507.23348,本文提出了SWE-Debate，一种基于多智能体竞争辩论的框架，用于提升软件问题的定位与修复效果。该方法通过构建多条故障传播路径，组织具备不同推理视角的智能体进行多轮辩论，促进多样化思考并达成统一的修复方案。最终，该方案结合蒙特卡洛树搜索生成补丁。实验结果表明，SWE-Debate在公开基准测试中显著优于现有方法，实现了软件问题自动解决的新突破。,4
Learning an Efficient Multi-Turn Dialogue Evaluator from Multiple Judges,从多位评审学习高效的多轮对话评估器,LLM,Alibaba,https://arxiv.org/pdf/2508.00454,https://huggingface.co/papers/2508.00454,本文提出了一种高效的多轮对话评估方法，通过整合多个大型语言模型（LLM）评审的偏好知识，训练出单一评估模型，以降低计算成本。该方法兼具多评审反馈的多样性优势和快速评估能力，显著提升了多轮对话质量评价的效率和稳定性。实验结果表明，该方法在多个对话评价基准上优于现有主流方法，展示了其在实际应用中的广泛适用性和鲁棒性。,3
Investigating Hallucination in Conversations for Low Resource Languages,低资源语言对话中的幻觉现象研究,LLM,"Meta, Amazon",https://arxiv.org/pdf/2507.22720,https://huggingface.co/papers/2507.22720,本论文系统分析了大型语言模型（LLMs）在低资源语言对话生成中的“幻觉”现象，即生成事实错误内容的问题。研究涵盖了印地语、波斯语和普通话三种语言，评估了多款主流模型的表现。结果显示，LLMs在普通话对话中产生的错误明显较少，而在印地语和波斯语中错误率较高。该工作填补了低资源语言对话生成中幻觉问题的研究空白，为提升多语言模型的可靠性提供了重要参考。,2
Multi-Agent Game Generation and Evaluation via Audio-Visual Recordings,基于音视频录制的多智能体游戏生成与评估,Agent,Other,https://arxiv.org/pdf/2508.00632,https://huggingface.co/papers/2508.00632,本文提出了一种基于音视频录制的多模态评价指标（AVR-Eval）和多智能体系统（AVR-Agent），用于生成和评估交互式JavaScript游戏和动画。AVR-Eval通过对比不同内容的音视频表现，自动判断作品质量；AVR-Agent则利用该指标从多种多媒体素材中生成代码，并通过多轮反馈迭代优化作品。实验表明，AVR-Agent生成内容的质量显著优于一次性生成方法，但当前模型尚难充分利用定制素材和音视频反馈，揭示了人类与机器在多媒体创作上的本质差异。该工作推动了自动化交互式多媒体内容生成与评价的发展。,2
IGL-Nav: Incremental 3D Gaussian Localization for Image-goal Navigation,IGL-Nav：用于图像目标导航的增量式三维高斯定位,Embodied AI,THU,https://arxiv.org/pdf/2508.00823,https://huggingface.co/papers/2508.00823,本文提出了IGL-Nav，一种基于增量3D高斯表示的图像目标导航方法，用于高效且准确地在三维空间中定位目标图像。该方法通过逐步更新场景表示，并结合粗略的几何匹配与精细的可微渲染优化，实现了对目标位置的精确推断。相比现有技术，IGL-Nav在多种实验环境中表现出显著优势，支持自由视角的目标图像导航，并能应用于真实机器人平台，提升了视觉导航的实用性和鲁棒性。,1
"SpA2V: Harnessing Spatial Auditory Cues for Audio-driven Spatially-aware
  Video Generation",SpA2V：利用空间听觉线索进行音频驱动的空间感知视频生成,Multimodal LLM,Other,https://arxiv.org/pdf/2508.00782,https://huggingface.co/papers/2508.00782,本文提出了SpA2V，一种利用声音中的空间线索生成与音频内容和空间布局高度匹配视频的新方法。该方法通过两阶段流程，首先从音频中提取语义和空间信息构建视频场景布局，然后将该布局作为条件引导预训练扩散模型生成视频。与现有主要关注声音类别的技术不同，SpA2V显著提升了生成视频的空间准确性和真实感，实现了更自然的音视频对应关系，推动了音频驱动视频生成技术的发展。,1
