公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-10-26 03:58:01,盲人复明！马斯克Neuralink联创实现人工视觉里程碑,Neuralink联合创始人团队实现视网膜植入物助盲人恢复中央视力,2025年，Neuralink联合创始人领导的团队开发出名为PRIMA的光伏视网膜植入物，成功帮助70岁盲人患者恢复功能性中央视力。该无线植入物通过特殊眼镜捕获图像并转换为电刺激，激活视网膜神经元，实现视觉信号传递。临床试验显示，84%患者视力显著改善，标志着人工视觉技术在年龄相关性黄斑变性（AMD）治疗中的重要突破。,Other,Other,"Frank Holz, Mahi Muqit, Elon Musk",https://mp.weixin.qq.com/s/yTI-TxuMgOCrzT65bR9DXg
量子位,2025-10-26 03:58:01,OpenAI被曝瞄准AI音乐赛道商业化，Suno首当其冲,OpenAI进军AI音乐生成领域的商业化布局,OpenAI正在与茱莉亚学院合作，筹备AI音乐生成项目，计划推动音乐创作自动化与个性化，未来可能整合进Sora 2产品中，重点开拓广告行业的To B市场。此举将加剧AI音乐生成领域的竞争，尤其是对早期领导者Suno AI构成挑战。OpenAI此前曾推出MuseNet和Jukebox音乐生成模型，但因资金限制未能持续发展。此次布局反映出OpenAI在AGI发展受阻后，转向更多落地且商业化的产品方向。,Other,"OpenAI, ByteDance, Alibaba, Tencent, DeepMind",,https://mp.weixin.qq.com/s/66mh1F-WG06b8qafvg7Rkg
量子位,2025-10-26 03:58:01,P图老本事搭上了对话框，美图这AI Agent到底香不香？,美图RoboNeo AI Agent的图像编辑与生成能力评测,本文评测了美图推出的AI Agent——RoboNeo，重点分析其图像编辑、生成及视频制作功能。RoboNeo支持通过对话框交互进行图像生成，具备拆分图层、AI改图、扩图等多种修图功能，并能根据模糊指令进行追问以明确需求。此外，其视频转绘和动画生成能力也表现出一定潜力。整体来看，RoboNeo结合了美图传统图像处理技术与AI对话交互，提供了较为便捷的创作体验，但在部分细节和性能上仍有提升空间。,Agent,Other,,https://mp.weixin.qq.com/s/XpVbq9UVf_fzBDExnqCTdw
量子位,2025-10-26 03:58:01,破解AI对不同上下⽂位置的敏感度不⼀致，新框架使出“解铃还须系铃人”,Pos2Distill框架缓解语言模型位置偏见的研究,本文提出了Pos2Distill框架，针对语言模型在不同上下文位置表现不一致的问题，通过将优势位置的能力迁移至劣势位置，有效缓解了位置偏见。针对检索和推理两类任务，设计了Pos2Distill-R1和Pos2Distill-R2两种实现方案，分别利用KL散度和链式思维蒸馏技术提升模型在长文本理解和复杂推理中的一致性和性能，展示了良好的跨任务泛化能力。,LLM,Other,,https://mp.weixin.qq.com/s/MxZeqZiDLTEPuVK6lZkqCw
量子位,2025-10-26 03:58:01,人工智能年度榜单火热报名中！五大奖项，寻找AI+时代的先锋力量,2025人工智能年度榜单评选启动，聚焦中国AI企业与创新力量,量子位公众号发布2025人工智能年度榜单评选报名通知，涵盖企业、产品和人物三大维度，设立五大奖项，旨在表彰中国AI领域的领航企业、潜力创业公司、杰出产品、解决方案及焦点人物。评选标准包括业务能力、技术创新、资本实力及综合影响力，报名截止至2025年11月17日，结果将在MEET2026智能未来大会上公布。,Other,Other,,https://mp.weixin.qq.com/s/wfvtRG_vlCyIEA9TxdR8cw
老刘说NLP,2025-10-26 03:52:19,引入DAG–COT图评估大模型数学题求解及大模型Mid-Training中期训练技术总结,基于DAG图的数学题求解评估与大模型中期训练技术综述,本文介绍了利用有向无环图（DAG）结构对大语言模型在数学推理任务中Chain-of-Thought（CoT）机制的可解释性评估方法，探讨其推理是否基于真实逻辑规则。同时，系统总结了大模型中期训练技术，包括数据分布优化、学习率调度及长上下文扩展方案，分析多阶段训练中中期训练的定义、作用及实现思路，旨在提升模型推理和编码能力，解决预训练后期性能瓶颈。,LLM,Other,,https://mp.weixin.qq.com/s/KiQn2mEXNkck5wnKklzz8Q
量子位,2025-10-26 01:05:25,这个时代最缺的是「个人上下文」丨对话flomo浮墨笔记,基于个人上下文的AI笔记产品flomo浮墨笔记访谈分析,本文通过对flomo浮墨笔记联合创始人刘少楠的访谈，探讨了AI笔记产品在碎片化知识管理中的应用与创新。flomo强调“先记录，后整理”，注重个人上下文的积累与回顾，帮助用户更好地认识自我。产品特色包括AI语音输入、每日回顾、相关笔记关联及AI洞察功能，提升用户的知识管理效率与深度。访谈还涉及产品市场契合、用户信任及隐私保护等关键议题，为AI笔记领域提供了有价值的参考。,Other,Other,刘少楠,https://mp.weixin.qq.com/s/ist5ShvMHI-KuVhEEAmUPA
新智元,2025-10-26 01:01:22,永别了，死亡！她用AI「复活」丈夫，让爱重生,基于AI数字孪生技术的个性化数字分身构建研究,本文报道了一对夫妇利用AI技术为罹患晚期癌症的丈夫打造数字分身的过程。通过收集大量个人信息和对话数据，结合AI模型不断调整优化，最终实现了一个能够反映其人格特征的数字化存在。该项目不仅延续了逝者的情感联系，也推动了AI人格塑造的新架构发展，展示了AI在数字孪生和个性化交互领域的应用潜力。,Agent,Other,Anders Hasle Nielsen,https://mp.weixin.qq.com/s/-m5pIVeaDLcPIT8BBEY9QQ
新智元,2025-10-26 01:01:22,知识图谱推理新sota，兼顾性能+效率！中科大新作 | NeurIPS'25,中科大提出DuetGraph：双阶段推理与双通路特征融合提升知识图谱推理性能与效率,中科大研究团队在NeurIPS 2025上提出DuetGraph，采用双阶段粗到细推理框架和双通路全局-局部特征融合模型，解决知识图谱推理中的效率低、表达能力不足及过平滑问题。该方法通过粗粒度快速召回候选实体，细粒度精排实现高质量推理，兼顾推理精度与计算效率，显著提升大规模知识图谱推理的实用性和泛化能力。,Other,Other,,https://mp.weixin.qq.com/s/zUy05pRWZuJKmxBLEhqtBw
DrugAI,2025-10-25 22:37:39,Patterns | 揭示用于分子设计的Transformer模型的学习特征,基于Transformer的分子设计模型学习特征及其生物学信息依赖性分析,本文系统分析了基于Transformer的序列生成模型在药物分子设计中的学习行为，发现模型的预测性能主要依赖于训练与测试数据的序列及化合物相似性，且存在显著的记忆效应，而非真正学习到蛋白–配体相互作用的生物学相关信息。通过多靶化合物影响、序列随机化及关键序列基序遮蔽实验，研究揭示了Transformer模型在化合物生成中的局限性，提示在解释其预测结果时需谨慎。,AI4Science,Other,,https://mp.weixin.qq.com/s/IigReE546WwM0WUk76X-zw
DrugAI,2025-10-25 22:37:39,Nat. Commun.｜从形态到分子：基于集成显微-质谱成像的空间细胞组学,基于透射模式MALDI-2质谱成像的单细胞空间脂质组学分析方法,本文报道了一种结合透射模式MALDI-2与正交飞行时间质谱的高分辨率单细胞空间质谱成像系统，实现了形态学与脂质分布的精准配准。该方法在小鼠小脑和肿瘤组织中验证了其在单细胞及亚细胞水平脂质组学分析的能力，揭示了免疫细胞脂质代谢的空间异质性，为肿瘤免疫代谢研究提供了新工具。,AI4Science,Other,,https://mp.weixin.qq.com/s/aS7UeQtsUPGL-qhp0M-NtQ
新智元,2025-10-26 04:58:40,LeCun怒揭机器人最大骗局，坦白Llama与我无瓜！,Yann LeCun论机器人智能现状与大语言模型局限性,Meta首席AI科学家Yann LeCun在MIT演讲中指出，目前机器人领域尚未实现通用智能，家用机器人仍面临感知与理解的重大挑战。他批评大语言模型（LLM）仅具备记忆能力，缺乏真实智能，强调构建基于物理世界的“世界模型”是实现通用智能的关键。LeCun的观点引发特斯拉及Figure高管的公开反驳，体现业界对机器人智能路径的分歧。,Embodied AI,Meta,"Yann LeCun, Julian Ibarz, Brett Adcock",https://mp.weixin.qq.com/s/O_zlBPMSlU1Cx4wsCYnqkQ
