公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
李rumor,2025-10-20 01:25:32,早鸟票倒计时1天｜第四届全国大模型智能生成大会（LMG 2025）,第四届全国大模型智能生成大会（LMG 2025）会议综述,第四届全国大模型智能生成大会（LMG 2025）将于2025年11月1日至3日在四川成都举办，聚焦大模型基础理论、深度推理、安全、多模态、具身智能、智能体等前沿技术。大会邀请多位院士和国际知名教授进行主旨报告，并设有18个分论坛及讲习班，涵盖大模型与生成式AI的多领域应用。此外，会议还组织“AI for Arts”主题展演，展示AI与艺术的融合进展，促进学术交流与技术创新。,LLM,Other,"胡事民, 文继荣, 周海宏, 王立威, Iryna Gurevych, Yulan He",https://mp.weixin.qq.com/s/XCDt7G8aMDFzBGA4zOjudA
量子位,2025-10-20 01:16:27,开源对机器人的价值，远超大模型时代的想象丨唐文斌深度对谈抱抱脸创始人,开源推动具身智能发展及机器人真实环境评测平台构建,文章报道了旷视科技联合创始人唐文斌与Hugging Face联合创始人Thomas Wolf关于机器人领域开源重要性的深度对谈。两人指出，开源不仅是AI领域重大突破的驱动力，也将在机器人领域发挥更大作用。唐文斌团队联合Hugging Face推出了RoboChallenge.ai平台，实现了全球研究者对真实机器人模型的远程测试。文章还探讨了未来具身智能的发展趋势及开源模型在机器人本地运行中的关键价值。,Embodied AI,THU,"唐文斌, Thomas Wolf",https://mp.weixin.qq.com/s/yX-j5Lkyu3gtW1hMLelJkg
量子位,2025-10-20 01:16:27,AI点外卖哪家强，美团LongCat团队做了个全面评测,美团LongCat团队发布VitaBench智能体评测基准,美团LongCat团队推出了VitaBench，一个面向外卖点餐、餐厅就餐和旅游出行三大生活场景的智能体评测基准。该基准涵盖66个工具，设计了复杂跨场景任务，首次从推理、工具使用和用户交互三大维度量化智能体表现。评测显示当前先进模型在复杂任务上的成功率仅约30%，揭示了智能体与真实生活需求的差距。VitaBench已开源，旨在推动智能体在真实生活场景中的研发与应用。,Agent,Other,,https://mp.weixin.qq.com/s/uOJ5ei40RhncCx7c_v0JlA
老刘说NLP,2025-10-20 03:41:02,即将截止征集 | 全国首部AI数据标注合规标准，欢迎加入！,全国首部AI数据标注合规标准《面向人工智能的数据标注合规指南》起草进展报告,随着人工智能技术的广泛应用，数据标注作为模型训练的基础，其合规性对产业健康发展至关重要。由中国电子商会管理、智合标准中心组织、中移互联网有限公司牵头起草的全国首部AI数据标注合规标准《面向人工智能的数据标注合规指南》已完成多轮研讨和公开征求意见，标准文本结合行业实践经验，注重实操性和规范性，附录工具包提升实用性。现标准起草单位征集即将截止，欢迎更多相关企业和机构参与。,Other,Other,,https://mp.weixin.qq.com/s/00rONfrhF2ba7h7wmoRgDg
老刘说NLP,2025-10-20 03:41:02,RAG分块工具Chonkie及集成性工程做文档信息抽取思路,基于RAG分块工具Chonkie及混合OCR-LLM框架的文档信息抽取工程实践,本文回顾了RAG的分块策略及轻量级文本分块库Chonkie，介绍了其多种分块算法及应用。重点阐述了面向企业级密集型文档信息抽取的混合OCR-LLM框架设计，结合多种OCR工具和LLM模型（如Qwen2.5-7B及多模态模型），实现异构格式文档的结构化信息提取。文章还提出了工程化的集成思路及优化策略，强调组合方案在实际落地中的重要性。,LLM,Other,,https://mp.weixin.qq.com/s/mbDir8NVa6OR5ac_C0EePg
量子位,2025-10-20 03:40:30,AI助手Cici悄然霸榜海外，又是字节,字节跳动旗下AI助手Cici海外市场表现及国内智能助手竞争格局分析,字节跳动推出的AI智能助手Cici在墨西哥、英国及东南亚市场实现下载量显著增长，融合了OpenAI GPT系列和谷歌Gemini模型技术。Cici与国内同属字节的豆包应用界面相似，支持多模态交互及数学问题求解。国内AI助手市场中，豆包以累计下载量破亿、日活跃用户领先，形成以豆包、DeepSeek、Kimi和腾讯元宝为主的第一梯队，体现字节跳动在全球AI助手领域的布局与竞争优势。,Agent,"ByteDance, OpenAI, Tencent",,https://mp.weixin.qq.com/s/6Aek-NO3gTB5cLIBbT4h2A
量子位,2025-10-20 03:40:30,GPT-5≈o3.1！OpenAI首次详解思考机制：RL+预训练才是AGI正道,OpenAI详解GPT-5推理机制及强化学习在AGI发展中的作用,OpenAI研究副总裁Jerry Tworek在访谈中介绍了GPT-5作为o3.1模型的迭代，强调强化学习与预训练结合是实现AGI的关键路径。访谈涵盖了从o1到GPT-5的模型演变、推理机制、用户体验权衡及未来模型自主性提升。Jerry分享了其个人经历及对OpenAI未来发展的展望，肯定了GRPO算法对强化学习研究的贡献，强调推理过程类似人类思考，模型推理时间与结果质量相关。,AGI,"OpenAI, DeepMind",Jerry Tworek,https://mp.weixin.qq.com/s/Q3Nr5E-MgN2AVY7d2MZrsQ
量子位,2025-10-20 03:40:30,1.58bit不输FP16！微软推出全新模型蒸馏框架，作者全是华人,微软提出BitNet Distillation框架实现1.58bit无损模型量化,微软最新推出的BitNet Distillation（BitDistill）框架，实现了1.58bit低精度模型量化，显著减少内存占用至原来的1/10，同时推理速度提升2.65倍，且性能几乎无损。该框架通过模型结构优化、继续预训练及蒸馏式微调三阶段设计，解决了低位宽训练中的稳定性和性能损失问题，在Qwen和Gemma等Transformer模型上验证有效，适用于文本分类和摘要等多种下游任务。,LLM,Microsoft,,https://mp.weixin.qq.com/s/-bNDplh0BWi_gE2b1INYAg
ScienceAI,2025-10-20 03:39:14,MaskMol：知识引导的分子图像自监督学习框架，破解活性悬崖识别难题,MaskMol：基于知识引导的分子图像自监督学习框架用于活性悬崖识别,本文介绍了湖南大学团队提出的MaskMol框架，一种利用知识引导的像素掩码策略进行分子图像自监督预训练的方法，旨在解决药物发现中活性悬崖识别的难题。该方法通过融合原子、化学键和子结构层级的化学知识，显著提升了活性悬崖估计和化合物效能预测的准确性和泛化能力，且在预训练数据量较少的情况下仍表现优异，展示了其在药物研发中的应用潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/iPujxT2WqhSaWbsFHlsKdA
具身智能之心,2025-10-20 03:28:54,我们的具身社区，最近又增加了很多模块～,具身智能之心社区模块扩展与资源整合报告,具身智能之心社区近期新增多个模块，涵盖VLA、real2sim2real、移动操作、世界模型及域适应等任务，完善了技术路线、直播分享、产业方案及求职内推等功能。社区汇聚了国内外知名高校与机器人企业资源，整合了丰富的开源项目、数据集、仿真平台及学习路线，旨在为具身智能领域的学术与产业交流提供全方位支持，促进成员快速成长与合作。,Embodied AI,THU,,https://mp.weixin.qq.com/s/zZ2-B5SdDLfMi-pW6zciew
