公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-10-23 00:08:37,用激光给芯片散热，摩尔定律天花板盖不住了,基于激光光子冷却的芯片散热新技术研究,本文介绍了一种由Maxwell Labs提出的光子冷却技术，利用激光诱导的反斯托克斯冷却原理，将芯片热点的热量转化为光并去除，实现高效散热。该技术通过集成薄膜光子冷板，精准定位并冷却芯片热点，显著提升散热效率，有望突破传统风冷和液冷的限制，提升芯片功率密度及3D堆叠散热能力，对大规模数据中心建设亦有积极意义。,Other,Microsoft,,https://mp.weixin.qq.com/s/taZWPfvcMT9CoSCWC1GhbQ
量子位,2025-10-23 00:08:37,不改模型也能提升推理性能？ICLR投稿提出测试时扩展新范式OTV,ICLR 2026投稿：基于单Token验证的推理性能提升新范式OTV,本文介绍了ICLR 2026投稿的一种新推理机制——单Token验证（OTV），该方法无需修改原始模型结构和参数，通过引入轻量级内部验证器利用Transformer的键值缓存实现对推理路径的实时评估。OTV在多个开源模型和高难度数学推理任务上表现优异，显著提升了推理准确率和效率，优于现有多种验证和筛选方法，展示了模型内在推理动态的深层关联价值。,LLM,Other,,https://mp.weixin.qq.com/s/xupnosxE1R2s1RjocYsHJw
机器之心,2025-10-23 02:22:21,刚刚，谷歌重大突破！量子计算首次可验证，登《Nature》封面,谷歌实现首个可验证量子计算算法，显著超越传统超级计算机,谷歌宣布其新开发的量子回声算法在Willow量子芯片上成功运行，解决原子相互作用问题的速度比传统超级计算机快13000倍，且结果可验证。该算法基于测量量子期望值OTOC，首次实现了量子计算机在真实硬件上运行可验证算法的突破，推动量子计算向实用化迈进。此成果发表在《Nature》封面，涉及谷歌量子AI团队、DeepMind及多所高校研究者合作完成。,AI4Science,DeepMind,"Michel Devoret, Sundar Pichai",https://mp.weixin.qq.com/s/_ZO8KgYzjFBstgMlIf5j-w
机器之心,2025-10-23 02:22:21,攻克长文档与多模态挑战，Paper2Video实现学术视频的自动化生产,Paper2Video：面向学术展示视频的多模态自动生成与评价基准,本文由新加坡国立大学Show Lab团队提出Paper2Video基准和多智能体框架PaperTalker，解决学术展示视频自动生成中的长文档多模态输入和多通道输出对齐难题。通过收集101篇顶会论文及其展示视频，设计了涵盖类人一致性、信息传递性和学术影响力的四个评价指标，推动学术视频生成的系统化评测与自动化生产。,Agent,Other,Mike Zheng Shou,https://mp.weixin.qq.com/s/dGgwzwgR_4vAWuNrh22EHw
新智元,2025-10-23 02:19:26,全球仅9所，清华姚班校友当选！亚马逊AI博士奖学金豪掷6800万美元,亚马逊发布6800万美元AI博士奖学金资助全球九所顶尖高校博士生,亚马逊宣布向全球九所顶尖AI高校提供总计6800万美元的博士奖学金，支持100多名博士生在智能体系统、大语言模型、生成式AI和机器学习等领域开展研究。首批奖学金和云计算资源已分配，多位华人学者入选，包括清华姚班校友。受资助高校涵盖MIT、CMU、UC Berkeley等AI领域领先院校，旨在推动AI前沿技术的发展与创新。,Agent,Amazon,"Jenny Huang, David Jin, Songyuan Zhang, Dacheng Li, Hao Wang, Melissa Pan, Shiyi Cao, Shuo Yang, Yuxiao Qu, Danqing Wang, Mengdi Wu",https://mp.weixin.qq.com/s/J2XUHQlSVeWd-peQXWIqEQ
新智元,2025-10-23 02:19:26,告别黑箱解释！首个潜变量自动解释框架 | CIKM'25,LatentExplainer：深度生成模型潜变量的自动语义解释框架,埃默里大学团队提出LatentExplainer框架，通过归纳偏置引导的数据扰动、自动智能提示生成和不确定性量化，自动为深度生成模型中的潜变量生成准确且可信的语义解释。该方法显著提升了VAE和扩散模型潜变量解释的质量和可靠性，在多个数据集和大模型上均表现出优越性能，解决了潜变量语义缺失、偏见与幻觉及解释不确定性等难题。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/-wdNvA3exZQKwmVtny9ewQ
量子位,2025-10-23 00:08:37,Meta AI大裁600人，亚历山大王操刀重点砍向LeCun团队,Meta AI部门裁员600人，LeCun团队受重创，新任首席AI官推动重组,Meta AI宣布裁员600人，重点影响LeCun领导的FAIR实验室及其他部门。新成立的TBD实验室未受影响，反而持续扩招。裁员由新任首席AI官亚历山大王主导，旨在减少官僚化、提升运营敏捷性。扎克伯格对AI进展的担忧是此次裁员的背景。LeCun对FAIR新政策表达不满，强调学术自由并与Llama项目划清界限。,AGI,"Meta, OpenAI","Yann LeCun, Alexander Wang, Mark Zuckerberg, Andrew Tulloch, Ananya Kumar",https://mp.weixin.qq.com/s/obNo0Lf1f_Hth3vVuy2yMA
深度学习自然语言处理,2025-10-23 03:56:35,复旦教授眼里的多模态大模型研究热点！idea满满,复旦大学陈静静教授多模态大模型研究热点综述,文章介绍了复旦大学副教授陈静静在多模态大模型领域的研究进展及其学术成就，重点涵盖多模态大型语言模型（MLLMs）的跨模态理解与生成能力，及其在自动驾驶、智能助理等领域的应用前景。陈教授团队在生成内容鉴别、概念遗忘、多模态问答和可信AI安全治理等方向均有顶会成果，推动了多模态大模型技术的突破与安全性提升。,Multimodal LLM,Other,陈静静,https://mp.weixin.qq.com/s/r97H-ydTMPospLpGUkHeOQ
深度学习自然语言处理,2025-10-23 03:56:35,EMNLP 2025 同行者集结！一个高质量线下交流群等你加入,EMNLP 2025 线下高质量交流平台介绍,本文介绍了为参加EMNLP 2025线下会议的参会者创建的专属高质量交流群，旨在促进学术思想碰撞、资源链接和高效社交。该平台为技术创新和未来充满热情的参与者提供了一个纯粹且高效的交流环境，方便寻找创业伙伴、投资机会及志同道合的朋友，助力参会者在会场实现更好的互动与合作。,Other,Other,,https://mp.weixin.qq.com/s/Z5yeEMzOLYLCdPLpkprP-g
量子位,2025-10-23 03:52:24,中国模型打服硅谷：Airbnb联创CEO感叹又快又好又便宜！把ChatGPT合作都拒了,中国大语言模型在企业级应用中的优势与国际认可,爱彼迎CEO Brian Chesky公开表示其公司在AI客服系统中主要依赖阿里巴巴的Qwen模型，因其速度快、成本低且效果优异，超越了OpenAI的ChatGPT。中国多款大模型如Qwen、Kimi、DeepSeek等在全球企业市场表现突出，获得广泛认可。文章还介绍了Kimi K2和DeepSeek模型在性能和开源方面的优势，体现了中国大模型技术的快速发展和国际影响力。,LLM,Alibaba,"Brian Chesky, Sam Altman, 黄仁勋, Guillermo Rauch, Evan Owen",https://mp.weixin.qq.com/s/ttKs7l3u4-IgrP2qfkqiIw
