标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Reasoning or Memorization? Unreliable Results of Reinforcement Learning
  Due to Data Contamination",推理还是记忆？由于数据污染导致的强化学习不可靠结果,LLM,Shanghai AI Lab,https://arxiv.org/pdf/2507.10532,https://huggingface.co/papers/2507.10532,本文针对大语言模型（LLM）通过强化学习提升推理能力的研究，发现当前主流数学推理基准存在数据泄露问题，导致部分模型（如Qwen2.5）表现优异可能源于记忆训练数据而非真正推理能力。为此，作者设计了一个生成完全合成算术题的数据集RandomCalculation，确保评测环境无数据污染。实验证明，只有准确的奖励信号才能稳定提升模型推理性能，而随机或错误的奖励无效。研究强调应使用无污染的基准和多样化模型进行评估，以获得更可靠的强化学习效果结论。,44
"SpeakerVid-5M: A Large-Scale High-Quality Dataset for Audio-Visual
  Dyadic Interactive Human Generation",SpeakerVid-5M：用于视听双人交互虚拟人生成的大规模高质量数据集,Embodied AI,THU,https://arxiv.org/pdf/2507.09862,https://huggingface.co/papers/2507.09862,本文提出了SpeakerVid-5M，一个首个面向音视频双人交互虚拟人生成的大规模高质量数据集，包含超过520万条、总计8743小时的人像视频，涵盖单人讲话、聆听及双人对话等多种交互类型。数据集按照交互场景和数据质量分层设计，支持多样化的虚拟人生成任务。作者还基于此数据训练了一个自回归视频聊天模型，并提供了相应的评测标准和测试集，为该领域的后续研究提供了重要资源和基准。,43
"Mixture-of-Recursions: Learning Dynamic Recursive Depths for Adaptive
  Token-Level Computation",Mixture-of-Recursions：用于自适应令牌级计算的动态递归深度学习,LLM,DeepMind,https://arxiv.org/pdf/2507.10524,https://huggingface.co/papers/2507.10524,本文提出了Mixture-of-Recursions（MoR）框架，通过在递归Transformer中共享层结构和动态调整每个词的递归深度，实现参数和计算资源的双重节约。MoR利用轻量级路由器为不同词分配不同的计算步数，仅对活跃词执行注意力计算，进一步提升效率。同时，提出了KV共享机制以减少预填充延迟和内存占用。实验证明，MoR在保持较小模型规模和相同训练成本的前提下，显著提升了模型性能和推理速度，展示了在降低大模型计算成本的同时保持高质量表现的潜力。,31
EmbRACE-3K: Embodied Reasoning and Action in Complex Environments,EmbRACE-3K：复杂环境中的具身推理与行动,Embodied AI,THU,https://arxiv.org/pdf/2507.10548,https://huggingface.co/papers/2507.10548,本文提出了EmbRACE-3K数据集，包含3000多个在多样化真实感环境中进行的语言引导任务，旨在评估视觉-语言模型在具身智能场景下的推理与行动能力。研究发现当前先进模型在空间推理和长远规划方面表现不足，零-shot成功率均低于20%。通过对Qwen2.5-VL-7B模型进行监督学习和强化学习微调，显著提升了其在探索、动态空间语义推理和多阶段目标执行等任务中的表现。该数据集为推动具身智能模型的发展提供了重要基准和有效工具。,24
"Vision-Language-Vision Auto-Encoder: Scalable Knowledge Distillation
  from Diffusion Models",Vision-Language-Vision 自编码器：基于扩散模型的可扩展知识蒸馏,Multimodal LLM,THU,https://arxiv.org/pdf/2507.07104,https://huggingface.co/papers/2507.07104,本文提出了一种名为Vision-Language-Vision（VLV）的自编码框架，通过整合已有的视觉编码器、文本生成扩散模型解码器和大型语言模型，实现了高效的视觉描述生成。该方法通过固定扩散模型解码器，限制语言表示空间，有效提取图像语义信息，并借助预训练语言模型将中间表示转化为详细描述。相比传统方法，VLV大幅降低了对成对图文数据和计算资源的需求，训练成本低于1000美元，且生成的图像描述质量接近当前顶尖模型，展现出良好的实用价值和推广潜力。,22
"REST: Stress Testing Large Reasoning Models by Asking Multiple Problems
  at Once",REST：通过同时提出多个问题对大型推理模型进行压力测试,LLM,"Shanghai AI Lab, THU",https://arxiv.org/pdf/2507.10541,https://huggingface.co/papers/2507.10541,本文提出了REST，一种通过同时向大型推理模型（LRMs）提出多个问题来进行压力测试的新评估框架。REST突破了传统单题评测的局限，能够更真实地反映模型在多任务环境下的表现，重点考察模型的优先级分配、跨题干扰抵抗和认知负荷管理能力。实验结果显示，即使是最先进模型在REST测试下也存在显著性能下降，揭示了单题评测难以发现的差异。该方法不仅提升了评估的区分度，还减少了对持续人工标注的依赖，为未来模型的实用化评估提供了更有效的方案。,21
"LayerCake: Token-Aware Contrastive Decoding within Large Language Model
  Layers",LayerCake：大语言模型层内的面向Token的对比解码方法,LLM,Other,https://arxiv.org/pdf/2507.04404,https://huggingface.co/papers/2507.04404,本文提出了一种基于大语言模型内部层次和特定词元类型的对比解码方法，通过分析模型注意力机制发现标点符号和概念词分别在不同层次起关键作用。该方法在相应层次有选择地抑制对特定词元的关注，从而引导模型生成更准确的事实内容。无需额外训练或模型修改，实验证明该方法在多种模型和任务中显著提升了生成文本的真实性和可靠性，提供了一种高效且通用的纠错策略。,18
"EXAONE 4.0: Unified Large Language Models Integrating Non-reasoning and
  Reasoning Modes",EXAONE 4.0：集成非推理与推理模式的统一大语言模型,LLM,Other,https://arxiv.org/pdf/2507.11407,https://huggingface.co/papers/2507.11407,本文介绍了EXAONE 4.0，一款融合非推理和推理两种模式的多语言大语言模型。该模型不仅继承了前代版本的易用性和推理能力，还新增了支持多语言（英语、韩语、西班牙语）和代理式工具使用的功能，适应未来智能代理的发展需求。EXAONE 4.0提供32亿参数的高性能版本和1.2亿参数的轻量级版本，分别满足不同应用场景。通过扩大训练数据和优化模型结构，EXAONE 4.0在性能上超越了同类开源模型，并在处理长文本时表现出更高的效率和准确性。模型已公开发布，便于研究和应用。,17
CompassJudger-2: Towards Generalist Judge Model via Verifiable Rewards,CompassJudger-2：通过可验证奖励迈向通用评判模型,LLM,"Shanghai AI Lab, THU",https://arxiv.org/pdf/2507.09104,https://huggingface.co/papers/2507.09104,本文提出了CompassJudger-2，一种通用评判模型，旨在解决现有模型专业性狭窄和鲁棒性不足的问题。通过多领域任务驱动的数据整理和可验证奖励机制，模型能够更有效地进行批判性判断。引入的边际策略梯度损失优化了学习过程，使得CompassJudger-2在多个评测基准上表现优异。作者还设计了JudgerBenchV2，提供跨领域评判准确性和排序一致性的统一评测标准，推动了大语言模型评判能力的稳健性和可扩展性发展。,15
Scaling Laws for Optimal Data Mixtures,用于最优数据混合的Scaling Laws,LLM,Other,https://arxiv.org/pdf/2507.09404,https://huggingface.co/papers/2507.09404,本文提出了一种基于规模定律的方法，用于系统地确定大规模基础模型训练中不同数据域的最优混合比例。该方法通过少量小规模训练实验，准确预测不同模型规模和数据配比下的性能表现，验证了其在语言模型、多模态模型和视觉模型等多种场景中的普适性。相比传统的反复试验，本文方法能有效节省计算资源，指导在有限训练预算下选择最佳数据组合，从而提升模型在目标任务上的表现。,13
MoVieS: Motion-Aware 4D Dynamic View Synthesis in One Second,MoVieS：基于运动感知的4D动态视图合成（一秒内完成）,Other,"PKU, ByteDance",https://arxiv.org/pdf/2507.10065,https://huggingface.co/papers/2507.10065,本文提出了MoVieS，一种能够在一秒内从单目视频生成动态四维新视角的快速模型。MoVieS通过将每个像素映射为具有时间变化运动的三维高斯基元，实现了对场景外观、几何和运动的统一建模。该方法无需针对特定任务的复杂优化，支持大规模多样数据训练，并能同时完成视角合成、三维重建和点追踪等任务。此外，MoVieS自然适用于零样本场景流估计和动态物体分割等应用。大量实验验证了其高效性和竞争力，显著提升了动态视角合成的速度与效果。,11
Subject-Consistent and Pose-Diverse Text-to-Image Generation,主题一致且姿态多样的文本到图像生成,Diffusion Model,Other,https://arxiv.org/pdf/2507.08396,https://huggingface.co/papers/2507.08396,本文提出了一种名为CoDi的文本到图像生成框架，旨在解决保持主体一致性同时实现姿势多样性的难题。CoDi采用两阶段扩散策略：早期通过身份传递确保主体特征一致，后期通过身份细化增强细节表现，从而在保证主体一致性的同时实现丰富的姿态和布局变化。实验结果表明，CoDi在主体一致性、姿势多样性和文本匹配度方面均优于现有方法，提升了生成图像的视觉表现力和应用潜力。代码已开源。,11
