标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent
  Distillation and Agentic RL",Chain-of-Agents：通过多智能体蒸馏与智能体强化学习实现端到端智能体基础模型,Agent,Other,https://arxiv.org/pdf/2508.13167,https://huggingface.co/papers/2508.13167,本文提出了Chain-of-Agents（CoA）范式，通过在单一大语言模型中动态激活多种工具和角色代理，实现端到端的复杂问题解决，模拟多智能体协作。作者设计了多智能体蒸馏框架，将先进多智能体系统的知识转化为训练数据，并结合代理强化学习提升模型能力，构建了具备多任务推理能力的代理基础模型（AFM）。实验表明，AFM在多种任务上达到了新的性能领先水平。该研究开源了模型、代码和数据，为未来智能代理模型与强化学习研究提供了重要基础。,57
LongSplat: Robust Unposed 3D Gaussian Splatting for Casual Long Videos,LongSplat：面向休闲长视频的鲁棒无姿态三维高斯点渲染,Other,Other,https://arxiv.org/pdf/2508.14041,https://huggingface.co/papers/2508.14041,本文提出了LongSplat，一种面向长视频中不规则相机运动和未知相机姿态的鲁棒三维高斯点云渲染方法。该方法通过联合优化相机姿态与三维场景表示，有效避免了传统方法中常见的姿态漂移和几何误差问题。同时，LongSplat引入了基于空间密度的高效锚点构建机制，显著提升了大规模场景的表示和计算效率。实验结果表明，LongSplat在渲染质量、姿态估计准确性及计算性能方面均优于现有技术，适用于日常拍摄的长视频新视角合成任务。,38
Prompt Orchestration Markup Language,Prompt Orchestration Markup Language（提示编排标记语言）,LLM,Microsoft,https://arxiv.org/pdf/2508.13948,https://huggingface.co/papers/2508.13948,本文提出了Prompt Orchestration Markup Language（POML），一种用于构建和管理复杂提示的大型语言模型提示标记语言。POML通过模块化结构、专门标签和类似CSS的样式系统，实现了提示内容与展示的分离，支持多种数据类型的无缝集成，并提供动态模板和开发者工具，提升了提示设计的灵活性和协作效率。论文通过实际案例和用户研究验证了POML在复杂应用集成和性能提升中的有效性，展示了其在推动提示工程规范化和实用化方面的重要价值。,21
MultiRef: Controllable Image Generation with Multiple Visual References,MultiRef：基于多视觉参考的可控图像生成,Multimodal LLM,Other,https://arxiv.org/pdf/2508.06905,https://huggingface.co/papers/2508.06905,本文提出了MultiRef框架，专注于利用多张视觉参考图像进行可控图像生成，突破了当前主要依赖单一文本或单张图像输入的限制。作者设计了MultiRef-bench评测体系，包含近两千个合成及真实样本，评估多参考图像内容融合能力；并基于数据生成引擎RefBlend构建了包含3.8万张高质量图像的MultiRef数据集，推动相关研究。实验证明，即使是最先进的模型也难以有效整合多重视觉信息，提示未来需开发更灵活、类人创作的生成工具。该数据集已公开，促进社区进一步探索多图像条件生成任务。,13
Evaluating Podcast Recommendations with Profile-Aware LLM-as-a-Judge,基于用户画像感知的LLM评判者的播客推荐评估,LLM,Other,https://arxiv.org/pdf/2508.08777,https://huggingface.co/papers/2508.08777,本文提出了一种创新方法，利用大型语言模型（LLM）作为离线评审工具，通过构建基于用户过去90天收听历史的自然语言用户画像，来评估播客推荐的质量。该方法通过简洁且富含语义的用户画像，帮助模型更准确地判断推荐内容与用户兴趣的匹配度，提升了评估的效率和可解释性。实验结果表明，该框架在与人工评判对比中表现出高度一致性，且优于直接使用原始数据的评估方式，为播客推荐系统的迭代优化和模型选择提供了有效支持。,10
"Training-Free Text-Guided Color Editing with Multi-Modal Diffusion
  Transformer",基于多模态扩散Transformer的无训练文本引导颜色编辑,Diffusion Model,Other,https://arxiv.org/pdf/2508.09131,https://huggingface.co/papers/2508.09131,本文提出了一种名为ColorCtrl的无训练文本引导颜色编辑方法，利用多模态扩散变换器实现对图像和视频中颜色的精准且一致的调整。该方法通过对注意力机制的巧妙操作，实现了对指定区域颜色的细粒度控制，同时保持了物理属性和光影效果的自然一致性。实验表明，ColorCtrl在编辑质量和稳定性方面优于现有无训练方法及部分商业模型，且具备良好的时间连贯性和广泛的适用性，展示了其在多媒体颜色编辑领域的显著优势。,9
"Mind the Generation Process: Fine-Grained Confidence Estimation During
  LLM Generation",关注生成过程：大语言模型生成中的细粒度置信度估计,LLM,Alibaba,https://arxiv.org/pdf/2508.12040,https://huggingface.co/papers/2508.12040,本文提出了FineCE，一种针对大型语言模型生成过程中的细粒度置信度估计方法。FineCE通过构建全面的训练数据和监督学习模型，实现对生成文本中任意位置的连续置信度预测，有效提升了置信度估计的准确性。论文还创新性地引入了“向后置信度整合”策略，利用后续文本信息优化当前序列的置信度判断，并设计了三种策略确定最佳估计时点。大量实验表明，FineCE在多个基准数据集上显著优于现有方法，增强了语言模型输出的可靠性和可信度。,9
"Embodied-R1: Reinforced Embodied Reasoning for General Robotic
  Manipulation",Embodied-R1：用于通用机器人操作的强化具身推理,Embodied AI,THU,https://arxiv.org/pdf/2508.13998,https://huggingface.co/papers/2508.13998,本文提出了一种基于“指向”动作的统一表示方法，旨在解决机器人操作中视觉感知与实际动作之间的差距。作者设计了一个专门用于具身推理的视觉-语言模型Embodied-R1，并构建了大规模数据集Embodied-Points-200K以支持关键指向能力。通过两阶段强化微调训练，Embodied-R1在多项空间定位和指向任务中取得领先表现，且在多个真实机器人任务中实现了显著的零样本泛化能力，表现出对视觉干扰的高度鲁棒性。该工作为提升机器人操作的通用性和可靠性提供了有效路径。,9
OmniTry: Virtual Try-On Anything without Masks,OmniTry：无掩码的全能虚拟试穿,Other,Other,https://arxiv.org/pdf/2508.13632,https://huggingface.co/papers/2508.13632,本文提出了OmniTry，一种无需佩戴区域标注的虚拟试穿框架，能够支持包括服饰、珠宝及配饰等多种可穿戴物品的试穿。针对难以获得配对训练数据的问题，方法设计了两阶段训练流程：先利用大量无配对图像进行物品定位，再用少量配对图像细化外观一致性。实验在包含12类常见穿戴物品的综合数据集上验证，结果显示OmniTry在物品定位和身份保持方面均优于现有方法，提升了虚拟试穿的应用范围和实用性。,8
"Advances in Speech Separation: Techniques, Challenges, and Future Trends",语音分离的进展：技术、挑战与未来趋势,Other,Other,https://arxiv.org/pdf/2508.10830,https://huggingface.co/papers/2508.10830,本文系统综述了基于深度神经网络的语音分离技术，全面覆盖了不同学习范式、说话人数变化的分离场景及关键架构组件。针对当前研究多聚焦于单一方法的问题，本文提供了更为统一和全面的视角，评估了最新技术进展和性能表现，揭示了领域内的发展趋势和挑战。文章还指出了未来研究的重点方向，如提升模型鲁棒性、计算效率、多模态融合及自监督学习，旨在为该领域研究者提供权威且实用的参考。,8
