公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
智药邦,2025-07-12 01:28:36,CB Insights｜制药公司的AI军备竞赛加剧,制药行业AI应用与投资现状分析,2025年，制药行业加速AI技术应用以应对成本压力和专利收入下降风险。CB Insights报告显示，全球前50大制药公司积极建设内部AI集成设施，开发内部大语言模型（LLM）和药物发现平台。领先企业如Eli Lilly、Merck KGaA和Roche通过资本投入和战略合作推动AI创新，重点聚焦肿瘤学领域。AI准备度已成为制药企业竞争的关键，内部设施和外部合作共同驱动行业数字化转型。,AI4Science,Amazon,,https://mp.weixin.qq.com/s/BVv8yS4_j376r7knv__Wng
智药邦,2025-07-12 01:28:36,Nat Mach Intell｜上海药物所郑明月团队：全新反应描述语言ReactSeq让AI“看懂”化学反应,上海药物所提出ReactSeq反应描述语言提升化学反应AI预测能力,中国科学院上海药物所郑明月团队开发了ReactSeq，一种基于分子编辑操作符的反应描述语言，解决了传统SMILES方法在化学反应动态变化捕捉和可解释性方面的不足。基于ReactSeq的AI模型在逆合成预测任务中显著优于现有方法，并通过MEO交互机制增强了专家与模型的协同能力，推动了化学反应机制的深度解析与可视化，成果发表于Nature Machine Intelligence。,AI4Science,Other,郑明月,https://mp.weixin.qq.com/s/Pa6TytLQNs89t8haXTLfBQ
机智流,2025-07-12 00:24:29,我们唯一的护城河就是速度：Perplexity CEO在YC创业学校的万字演讲,Perplexity CEO分享AI创业经验及应对巨头竞争策略,Perplexity联合创始人兼CEO Aravind Srinivas在YC创业学校分享了公司从数据库搜索到AI问答引擎的发展历程，以及如何通过专注速度和用户体验，在谷歌、OpenAI等巨头面前保持竞争力。他强调创业公司应聚焦答案准确性和工具整合，面对巨头抄袭保持开放心态，并以快速创新作为唯一护城河。该演讲展现了AI创业公司在巨头垄断格局中的生存与发展之道。,LLM,OpenAI,"Aravind Srinivas, Sundar Pichai",https://mp.weixin.qq.com/s/tSY0pdZ8ohD9alJbARM9jg
深度学习自然语言处理,2025-07-11 23:41:29,除了prompting外，不动参数，如何改变模型行为？,基于稀疏自编码器的LLM行为精准控制方法——Steering Target Atoms,本文提出Steering Target Atoms (STA)方法，利用稀疏自编码器分解大型语言模型的高维表示，定位最小可控单元，实现对模型行为的精准干预。STA显著提升安全防护和推理优化效果，减少副作用，且具备较高的数据效率和鲁棒性。实验显示，STA在多模型上超越传统提示工程和其他基线方法，首次实现思维链长度动态控制，为模型可解释性和安全性提供新思路。,LLM,Other,,https://mp.weixin.qq.com/s/LVmQUtLjuX83OqNAPIj2ng
机智流,2025-07-11 22:53:59,ICML 2025 智能体 Agent 方向 Oral 论文盘点,ICML 2025智能体方向Oral论文综述与关键进展,本文汇总了ICML 2025智能体方向的7篇Oral论文，涵盖评估与基准、学习与训练范式以及系统设计与治理三大核心方向。重点介绍了OmniBench基准框架、多维度自动化评估方法以及智能体的泛化能力和协作训练新范式。此外，文章强调了智能体系统设计的动态架构搜索和安全治理的认证授权机制，描绘了智能体技术从基础能力到安全应用的完整发展图景。,Agent,Other,,https://mp.weixin.qq.com/s/uvzxG17i0UnZG6zR2PqM1Q
机器之心,2025-07-12 10:11:41,深夜开源首个万亿模型K2，压力给到OpenAI，Kimi时刻要来了？,月之暗面发布开源万亿参数大模型Kimi K2及其训练优化技术,月之暗面发布了首个万亿参数级开源大模型Kimi K2，包括基础模型和微调模型，支持商用。该模型在多项基准测试中表现优异，超越多款开源及闭源模型，尤其在代码能力方面表现突出。Kimi K2采用了创新的MuonClip优化器及qk-clip技术，有效解决了训练中的logit爆炸问题，提升了训练稳定性和token效率，完成了15.5万亿token的预训练。该发布标志着开源大模型技术进入新阶段，对行业竞争格局产生影响。,LLM,Other,"Thomas Wolf, Ilya Sutskever",https://mp.weixin.qq.com/s/dBfp2AhgTyzgLBMQjzMxng
机器之心,2025-07-12 10:11:41,刚刚，OpenAI想收购的Windsurf，被谷歌DeepMind抢走了核心团队,谷歌DeepMind团队吸纳Windsurf核心成员，OpenAI收购计划告吹,谷歌DeepMind成功吸纳了原计划被OpenAI收购的编程智能体初创公司Windsurf的核心团队成员，加入其Gemini项目。此前OpenAI与Windsurf达成的30亿美元收购协议因排他期限到期未续签，导致Windsurf部分关键人员转投DeepMind。Windsurf将继续作为独立公司运营，但核心团队流失引发业界对其未来发展的担忧。,Agent,"DeepMind, OpenAI","Demis Hassabis, Koray Kavukcuoglu, Varun Mohan, Douglas Chen",https://mp.weixin.qq.com/s/lKhrxE6GnR6AaPoIf4Ae0Q
机器之心,2025-07-12 10:11:41,ICCV2025 | 多视图生成新范式-利用自回归模型探索多视图生成,基于自回归模型的多视图图像生成方法MVAR研究,本文提出了一种多视图自回归生成模型MVAR，旨在通过利用先前视图的信息提升多视图图像生成的一致性和质量。该方法克服了扩散模型在多视角一致性和多模态条件控制上的局限，设计了多模态条件嵌入网络架构以适应文本、相机位姿、图像和几何信息。MVAR模型在生成多视图图像时表现出与扩散模型相近的图像质量，并支持多模态条件控制，推动了多视图图像生成技术的发展。,Diffusion Model,"PKU, THU","胡珈魁, 杨羽霄, 卢闫晔, 刘家伦",https://mp.weixin.qq.com/s/PH2NVxGNx44G2g0ResWeFw
机器之心,2025-07-12 10:11:41,模拟大脑功能分化！北大与港中文发布Fast-in-Slow VLA，让“快行动”和“慢推理”统一协作,北大与港中文提出Fast-in-Slow VLA实现机器人快慢系统协同控制,本文介绍了北京大学与香港中文大学联合研发的Fast-in-Slow VLA模型，该模型通过将快速执行模块嵌入预训练视觉-语言模型，实现了机器人领域中高频动作生成与复杂推理的统一。基于双系统理论，FiS-VLA设计了异构模态输入与异步运行频率策略，在多个仿真与真实平台上表现优异，控制频率高达117.7Hz，显著提升了任务完成率和控制效率，展示了其在具身智能领域的应用潜力。,Embodied AI,PKU,仉尚航,https://mp.weixin.qq.com/s/xkPBpjb4zcmNYXHD8vbZTg
DASOU,2025-07-12 09:59:03,一篇持续强化学习技术最新综述,持续强化学习技术综述及分类体系探讨,本文系统综述了持续强化学习（CRL）的核心概念、挑战、度量标准及典型任务和基准测试，重点介绍了CRL与传统强化学习、多任务强化学习和迁移强化学习的区别。文章提出了一种基于知识存储与转移的CRL方法分类体系，涵盖基于策略、经验、动态和奖励的四大类方法，详细分析了各类方法的特点与应用场景，为CRL领域的研究提供了全面的理论框架和实践指导。,Agent,Other,,https://mp.weixin.qq.com/s/S_x1k1ONLA32k9FvcvOthg
