公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-09-10 00:35:20,卧槽Qwen3-Next 国庆前要开源？,Qwen3-Next大语言模型预计国庆前开源,本文简要介绍了Qwen3-Next大语言模型有望在国庆节前实现开源的消息，尽管具体细节尚未披露。该模型的开源将有助于推动大语言模型领域的研究与应用发展，促进技术共享与创新。,LLM,Other,,https://mp.weixin.qq.com/s/niHZTAOGVZVVVKGFry9HbA
机器学习算法与自然语言处理,2025-09-09 23:22:21,周长智@北京理工大学：AutoCodeBench：大语言模型是全自动的代码基准集生成器,AutoCodeBench：基于大语言模型的全自动代码生成基准集构建,本文介绍了由北京理工大学周长智及腾讯混元团队提出的AutoCodeBench系列基准集，该基准集通过大语言模型与沙盒环境的自动交互生成，涵盖多语言、多逻辑的高难度代码生成任务。AutoCodeGen自动化工作流保证数据的准确性、多样性与高质量，支持多模型评测，推动代码生成领域的数据自动化和基准体系建设。相关工具和基准集已开源，促进多语言代码生成能力的快速评测与研究。,LLM,Tencent,"周长智, 杨文恺",https://mp.weixin.qq.com/s/vdJeuy39hyDlGd9olVfjXA
机器学习算法与自然语言处理,2025-09-09 23:22:21,SFT远不如RL？永不过时的剃刀原则打开「终身学习」大模型训练的大门,强化学习相较监督微调在大模型终身学习中的遗忘表现分析,本文探讨了大模型在终身学习中面临的灾难性遗忘问题，比较了监督微调（SFT）与强化学习（RL）两种后训练方式的遗忘表现。研究发现，RL在保持旧知识的同时学习新任务效果更佳，归因于其偏好KL散度较小的微调策略，形成了“遗忘定律”。该定律揭示了微调策略与原始模型间的KL散度是遗忘程度的有效预测指标，为大模型动态适应新任务提供了理论依据和训练策略指导。,LLM,Other,,https://mp.weixin.qq.com/s/2GCOSP9vOHZCcscdwIW8qw
机器学习算法与自然语言处理,2025-09-09 23:22:21,不止综述！多模态大模型持续学习全链路：Benchmark、方法与Codebase一网打尽,多模态大模型持续学习的Benchmark、方法与代码库综述,本文系统综述了生成式AI及多模态大模型在持续学习中的挑战与方法，涵盖大语言模型、多模态大语言模型、视觉语言动作模型和扩散模型的持续学习技术。重点介绍了中国科学院自动化研究所联合香港院AI中心提出的Benchmark与方法，特别是ACL 2025接收的HiDe-LLaVA模型，通过层次化解耦策略有效缓解灾难性遗忘，提升多模态大模型的持续指令微调性能。研究为相关领域提供了全面的技术支持与评测基准。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/XNzXUhcx5EtNGbyWXy-pfA
机器之心,2025-09-09 23:21:22,苹果发布会：耳机测心率、手表听音乐、iPhone Air超级薄,2025年苹果秋季新品发布会概览：iPhone Air超薄设计及新功能介绍,2025年苹果秋季新品发布会推出了包括iPhone 17系列、iPhone Air、Apple Watch和AirPods在内的新产品。iPhone Air以5.6毫米厚度成为史上最薄iPhone，搭载A19 Pro芯片和支持Wi-Fi 7等新技术。发布会重点介绍了耳机测心率和手表听音乐等功能，但AI相关创新较少。iPhone 17 Pro系列配备4800万像素摄像头及更大电池，整体设计和性能均有提升。新产品将于9月12日开始预订，9月19日发货。,Other,Other,Tim Cook,https://mp.weixin.qq.com/s/wEtHapTtt4Ie30eafx3oyA
新智元,2025-09-09 22:42:24,狂登热搜，iPhone 17「挤爆牙膏」！5999起价，AirPods变身同声传译,苹果发布iPhone 17系列及新款AirPods Pro 3，聚焦硬件性能与实时翻译功能升级,苹果在2025年秋季发布会上推出了iPhone 17系列，包括极致轻薄的iPhone Air，搭载A19 Pro芯片和高刷新率屏幕，支持eSIM。新款AirPods Pro 3引入实时翻译功能，实现环境音人声的即时翻译播放。Apple Watch也进行了健康管理升级。整体发布会强调芯片性能、影像技术和续航能力的提升，推动硬件创新与AI应用的结合。,Other,Other,,https://mp.weixin.qq.com/s/7AtOQu185XTH57On6HVsSw
机智流,2025-09-10 02:23:26,大家怎么看待 iPhone17 Air 的 eSIM 呢？,iPhone17 Air eSIM功能简析,本文简要讨论了iPhone17 Air所搭载的eSIM技术，探讨其在移动通信中的应用前景及用户体验的潜在影响。文章主要关注eSIM的优势，如便捷的网络切换和多卡管理功能，但未涉及具体技术细节或行业分析。,Other,Other,,https://mp.weixin.qq.com/s/vUuEvv5Ak-IOrTNRPGtgYg
包包算法笔记,2025-09-10 01:30:06,Qwen-Next-80B-A3B 即将发布，下一代超稀疏MoE，HF的PR泄露信息窥探一二,Qwen-Next-80B-A3B超稀疏MoE架构及混合注意力机制解析,本文基于Hugging Face transformers库中的PR信息，介绍了阿里巴巴Qwen团队即将发布的下一代基础模型Qwen3-Next-80B-A3B。该模型采用极高稀疏度的混合专家（MoE）架构，实现1:50的激活比例，显著提升参数效率和推理吞吐量。同时，模型引入创新的混合注意力机制，结合门控注意力与基于状态空间模型的门控DeltaNet，优化超长上下文处理能力，展现出在性能和计算效率上的突破。,LLM,Alibaba,,https://mp.weixin.qq.com/s/l1be94Pg3wtXnaU7_s-NBg
量子位,2025-09-10 01:28:11,Claude用户退订潮！被指高峰期偷换缩水模型，工程师列9大罪状呼吁全网退订,Claude模型用户退订及OpenAI Codex增长分析,Anthropic的Claude模型因高峰期使用缩水、套餐额度削减及缺乏透明沟通引发用户退订潮，部分重度用户转向OpenAI Codex。OpenAI Codex集成GPT-5后使用量激增，尽管界面较为原始，但凭借强大模型性能获得用户青睐。文章还探讨了CLI AI编程工具的优势及国产模型的尝试，反映AI编程环境的多样化发展趋势。,LLM,"OpenAI, ByteDance, Tencent","Ahmad Osman, Sam Altman",https://mp.weixin.qq.com/s/Xy5xZvasCUy_LEsSTYYdrQ
量子位,2025-09-10 01:28:11,英伟达新GPU，超长上下文/视频生成专用,英伟达发布专为超长上下文推理和视频生成设计的Rubin CPX GPU,英伟达在AI Infra Summit上推出了Rubin CPX GPU，专为处理百万token级别的代码生成和生成式视频应用设计。该GPU基于Rubin架构，配备128GB GDDR7内存和高达30PFLOPS的NVFP4算力，显著提升长上下文推理性能。Rubin CPX支持与NVIDIA Vera CPU和Rubin GPU协同，构建高性能NVL144 CPX平台，适用于复杂AI编程助手和长时格式视频生成，预计2026年底正式发布。,LLM,Other,Jensen Huang,https://mp.weixin.qq.com/s/6a--lBLY4dl8h-jevk9Qsw
新智元,2025-09-10 01:00:21,刚刚，这款Agent浏览器力压OpenAI，72%成功率全球第一！还能免费用,Fellou CE智能Agent浏览器提升跨领域任务自动化与信息管理效率,Fellou CE是一款基于Agent模式的智能浏览器，旨在通过交互、任务和记忆三大连续体无缝衔接，实现高效的跨应用自动执行和多模态创作。该浏览器支持自然语言指令，自动分解并执行复杂任务，整合浏览器缓存与AI会话记录，形成统一记忆层，提升信息筛选和内容处理效率。核心功能Deep Search与Visual Report免费开放，助力用户零成本享受智能生产力工具，重新定义人机协作和数字工作流。,Agent,Other,,https://mp.weixin.qq.com/s/F0JSepnT0UJ863o_KJb3CQ
新智元,2025-09-10 01:00:21,ACL最佳论文幕后的北大人！北大张铭带出顶会常胜军和百亿CEO天团｜新智元十周年峰会,北大张铭团队在ACL和ICML顶会的科研与创业成果分析,北大张铭教授团队在过去十年中两次获得世界顶会最佳论文奖，分别是2014年ICML和2025年ACL，推动了主题模型和大模型底层技术的发展。团队不仅在学术上取得突破，还培养出多位兼具科研与创业能力的学生，创办了多家市值百亿的科技公司，展现了科研与创新教育的深度融合。张铭教授强调科研与创业的统一性，推动从理论到产业的转化。,LLM,PKU,"张铭, 唐建, 阳萌, 柳超, 李浩源, 郑泽宇, Yoshua Bengio",https://mp.weixin.qq.com/s/H8ZqKCQt5C406u7y-hyB9A
新智元,2025-09-10 01:00:21,=COPILOT()函数横空出世！AI自动写公式效率起飞，网友：让Excel再次伟大,微软推出Excel内置COPILOT函数，实现AI驱动的表格数据分析与生成,微软发布了全新的=COPILOT()函数，将大语言模型能力直接集成到Excel中，实现通过自然语言指令自动整理数据、分类反馈和内容生成。该函数支持与现有Excel公式无缝协作，实时更新分析结果，极大提升数据处理效率。COPILOT函数适用于头脑风暴、摘要生成和数据分类等多种场景，助力用户快速获得洞察，推动办公自动化升级。,LLM,Microsoft,,https://mp.weixin.qq.com/s/U5zxgHGcczFY_qgoHu4EJg
AI研究前瞻,2025-09-10 03:50:05,9.10-1|深度推理增强写作能，逆向工程推理；交互式论文智能体；基于信息论的多任务学习与模型合并,逆向工程推理范式在开放式生成任务中的应用与深度推理能力提升,本文提出逆向工程推理（REER）范式，通过从高质量输出逆向推断合理推理轨迹，解决了开放式生成任务中缺乏明确奖励信号的问题。基于该方法合成了DeepWriting-20K数据集，并以Qwen3-8B模型为基础进行训练，显著提升了模型在长文本生成和专业写作等多项任务的表现，且无需依赖强化学习或昂贵的指令蒸馏，展现出良好的扩展性和成本效益。,LLM,"PKU, THU, ByteDance",,https://mp.weixin.qq.com/s/PjJWETvVsuOnItrXfMiw2w
AI研究前瞻,2025-09-10 03:50:05,9.10-2|长步骤智能体数据合成框架；轨迹感知强化学习方法，扩散价值模型；强化学习增强视觉工具推理；强化学习深度研究智能体综述,WebExplorer：基于模型驱动探索与迭代查询演化的长步骤智能体数据合成框架,本文提出WebExplorer框架，通过模型驱动的探索和迭代查询演化自动生成高难度、多步骤推理的查询-答案对，提升网络智能体的长时程推理能力。结合监督微调与强化学习，训练出8B参数模型，在多项信息检索基准上超越更大规模模型，展现出卓越的泛化能力和跨领域适应性，推动智能网络代理的发展。,Agent,Tencent,,https://mp.weixin.qq.com/s/twPDdhVb88q6_y4eG42HRg
AI研究前瞻,2025-09-10 03:50:05,9.10-3|DINOv3医学编码能力评估；VLM复杂视觉推理，基于对比学习的注意力图,DINOv3视觉基础模型在多模态医学影像任务中的性能评估与扩展性分析,本文系统评估了基于大规模自然图像预训练的视觉基础模型DINOv3在多种医学影像任务（包括2D/3D分类与分割）及多模态数据上的表现。结果显示，DINOv3在结构性医学影像如X光和CT任务中表现优异，部分指标超越医学专用模型，但在病理切片、电子显微镜和PET等复杂模态中表现不足，揭示了领域适应的挑战。研究还分析了模型规模和输入分辨率对医学任务的影响，提出未来结合领域知识和任务特定适配的研究方向。,Other,Other,,https://mp.weixin.qq.com/s/ib2m_hvUgTapKS6rUjhiEA
