公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
机智流,2025-05-21 08:43:01,谷歌 I/O 2025：AI 浪潮下的创新亮点与战略前瞻,谷歌 I/O 2025：基于 Gemini 模型的 AI 平台战略与技术进展,谷歌 I/O 2025 大会聚焦人工智能，特别是其 Gemini 2.5 系列模型，展示了谷歌将 AI 深度融入产品和开发者生态的战略转型。大会强调了 Gemini 2.5 Pro 和 Flash 两大模型的技术创新，包括增强推理能力、长文本与多模态理解、原生音频输出及安全性提升。谷歌通过大规模 token 处理和开发者增长，形成了强大的 AI 飞轮效应，积极应对来自 OpenAI 和微软的竞争，推动 AI 应用的广泛普及和生态建设。,LLM,Other,Sundar Pichai,https://mp.weixin.qq.com/s/pwmEwTa0RhaqgtF-sZ9pUg
机器之心,2025-05-21 08:33:56,大模型全面爆发，所有榜一都是Gemini！谷歌一夜站到了台前,谷歌发布Gemini系列大模型及相关AI工具升级,2025年Google I/O大会上，谷歌重点发布了Gemini系列大模型，包括2.5 Pro和2.5 Flash，提升了多模态推理、代码生成及长上下文处理能力。DeepMind引入了原生音频输出和先进安全功能，并推出了基于扩散模型的Gemini Diffusion，显著提升推理速度。谷歌还展示了通用AI助手的愿景及编程智能体Jules，推动AI工具与开发者生态的深度融合。,LLM,DeepMind,Demis Hassabis,https://mp.weixin.qq.com/s/EucnouIrBTIggQseKFSp9A
机器之心,2025-05-21 08:33:56,九成以上模型止步白银段位，只有3个铂金！通用AI下半场评测标准来了,通用多模态大模型能力评测新框架及其挑战分析,本文介绍了由新加坡国立大学和南洋理工大学等机构联合提出的通用多模态大模型评测框架“General-Level”和测试集“General-Bench”，旨在为多模态大模型能力提供统一且有效的评估标准。研究指出当前多模态模型多为模块拼接的“缝合怪”，缺乏深度协同和原生多模态智能，传统任务指标难以准确反映模型的通用智能水平。该工作强调评测标准的创新是推动AI向通用智能迈进的关键。,Multimodal LLM,Other,姚顺雨,https://mp.weixin.qq.com/s/oHSPDApM0ouNjcL0D-wtbQ
机智流,2025-05-21 07:59:33,🔥谷歌刚刚「杀死」了一切🚀,谷歌最新技术进展综述,本文简要介绍了谷歌近期在人工智能领域的重要技术突破，强调其对行业格局的潜在影响。文章内容较为简略，未具体展开技术细节，但暗示了谷歌在相关领域的领先地位和创新能力。,Other,Other,,https://mp.weixin.qq.com/s/vZfmR401lVJXSA4gU4Oeng
新智元,2025-05-21 05:33:19,史上最强AI全家桶！谷歌Gemini 2.5双杀OpenAI，上架250美金天价VIP,谷歌发布Gemini 2.5系列多模态大语言模型及高端AI订阅服务,谷歌在2025年I/O大会上发布了Gemini 2.5系列旗舰模型，包括Pro、Pro（Deep Think）和Flash版本，显著提升了编码、数学和多模态推理能力。新模型支持原生音频输出和长上下文理解，刷新多项AI基准榜单。同时，谷歌推出了高达250美元的Google AI Ultra订阅服务，及全新文本扩散模型Gemini Diffusion和创新硬件产品，推动空间计算和AI应用创新。,Multimodal LLM,Other,Demis Hassabis,https://mp.weixin.qq.com/s/kvAG5aIFBsAyzmHZmuDCJw
量子位,2025-05-21 04:33:24,MIT爆火论文被曝数据造假！曾验证AI辅助科研增速44%，诺奖得主都被诓了,MIT经济系博士生AI辅助科研论文涉嫌数据造假事件报告,2024年11月，MIT经济系博士生Aidan Toner-Rodgers发表一篇关于AI辅助科学发现提升创新效率的论文，声称AI辅助可使新材料发现增长44%、专利申请增加39%。该论文获得诺奖得主Daron Acemoglu等支持并广泛关注。2025年初，MIT纪律委员会调查发现论文关键数据存在造假，MIT发布声明否认论文真实性并要求撤稿，作者已离开MIT，论文仍未从arXiv下架，引发学术界和公众对AI科研影响研究的警示。,AI4Science,Other,"Daron Acemoglu, David Autor",https://mp.weixin.qq.com/s/jKSDmK2uFsNqHczDBZc32Q
深度学习自然语言处理,2025-05-20 22:18:31,ICLR 2025 Oral | LLM也有从众心理！,大型语言模型的从众行为及其影响研究,本文报道了浙江大学团队关于大型语言模型（LLM）在多模型协作中表现出的从众心理现象。通过设计BenchForm测试平台和多种社交剧本，研究发现主流LLM在错误引导和信任陷阱下存在显著从众行为，且模型规模越大越具独立判断力。研究还探讨了从众原因及减少从众行为的方法，如设定独立思考提示和自我复盘机制，强调了AI协作的伦理挑战与未来改进方向。,LLM,Other,,https://mp.weixin.qq.com/s/_zfi5SZn4belY9e0SlneDw
具身智能之心,2025-05-20 22:08:37,VLA模型最新综述！近80多个VLA 模型，涉及架构、训练，实时推理等,视觉-语言-动作（VLA）模型的最新进展综述,本文系统综述了近三年内80多个视觉-语言-动作（VLA）模型的发展，涵盖架构创新、参数高效训练和实时推理等关键技术。文章阐述了VLA模型从跨模态学习架构向通用智能体的演进，探讨其在机器人、自动驾驶、医疗等领域的应用及面临的挑战，并提出了未来发展方向和解决方案，推动实体智能体的自适应与泛化能力提升。,Embodied AI,DeepMind,Yang Cao,https://mp.weixin.qq.com/s/0r2MtuJ0H6QZ7sAchol9EA
具身智能之心,2025-05-20 22:08:37,小白3个月怎么入门具身智能？,具身智能入门与进阶课程介绍及优惠信息,本文介绍了具身智能之心推出的具身智能入门及进阶课程，涵盖diffusion policy、VLA、VLN、大模型、足式机器人等方向。课程面向论文辅导、工作提升、转行及项目研发，提供多种优惠政策，包括课程折扣、知识星球优惠及硬件减价。文章鼓励有兴趣者通过限时拼团和团购享受优惠，支持具身智能算法部署与学习，助力具身智能相关从业者成长。,Embodied AI,Other,,https://mp.weixin.qq.com/s/ok9L6ROC_GQFHGg9CXiJ3g
具身智能之心,2025-05-20 22:08:37,基于开放性多模态指令范式的视觉-语言-动作模型能力释放研究,基于开放多模态指令范式的视觉-语言-动作模型研究,本文提出OE-VLA模型，通过统一架构支持文本、图像、视频等多模态开放指令，提升视觉-语言-动作模型在机器人领域的应用能力。采用两阶段课程学习策略和新构建的多模态指令数据，结合CALVIN环境设计了多层次评测基准。实验结果显示OE-VLA在多模态任务中表现优异，尤其在视觉对象指定和视频演示学习任务中潜力突出。未来工作将聚焦数据均衡、动作空间扩展及复杂任务泛化能力提升。,Embodied AI,Other,Wei Zhao,https://mp.weixin.qq.com/s/dDWZF4p6Worq9KznY9cggw
AINLP,2025-05-21 10:12:04,2025年，是时候拥抱Agent了,2025年Agent技术的应用与发展趋势分析,2025年，Agent技术将成为智能化发展的关键转折点。Agent作为自主智能体，具备感知环境、目标分析、自主决策及持续进化能力，区别于传统AI工具和聊天机器人。通过LLM与强化学习结合，Agent实现任务自主拆解和工具调用，支持长期记忆进化。文章强调认知升级和技能重构的重要性，并推荐了由LangChain开发者彭靖田主讲的Agent开发课程及配套资料，助力开发者快速掌握Agent核心技术，抢占AI技术红利。,Agent,Other,彭靖田,https://mp.weixin.qq.com/s/ZUoqW0dvJDUOIDwpdxQVkQ
AINLP,2025-05-21 10:12:04,一作解读！从idea视角，聊聊Qwen推出的新Scaling Law——Parallel Scaling,Qwen提出的Parallel Scaling法则及其在大语言模型中的应用解析,本文介绍了Qwen团队提出的Parallel Scaling法则，该方法通过在参数量不变的情况下增加训练和推理的并行计算流数，提升模型能力。该法则理论上等价于参数量的对数级放大，且在推理效率上具有显著优势，特别适合显存受限和小批量推理场景。文章还探讨了基于随机前缀调优和动态聚合权重的实现策略，并提供了相关代码和在线体验空间。,LLM,Other,"刘忠鑫, Binyuan Hui",https://mp.weixin.qq.com/s/o09dYt_PXG5-vmyAAfL4fg
AINLP,2025-05-21 10:12:04,AI碎碎念-关于Agent的思考-2025年,关于Agent技术发展与应用的思考与探讨,本文从Agent的定义出发，回顾了人类工具发展的不同阶段，阐述了Agent作为超人化小助理的本质及其在信息检索和执行任务中的作用。文章分析了传统软件系统在任务拆分、执行及反思空间的不足，指出大模型尤其是理科能力的突破为Agent技术带来了新的发展契机，并探讨了Agent在购物垂类及商业领域的潜在影响和挑战。,Agent,OpenAI,,https://mp.weixin.qq.com/s/cW6cGvUbuKp_zcZcPHcbfQ
量子位,2025-05-21 04:33:24,谷歌年度大招：所有AI模型全升级一遍！Gemini2.5大杯中杯霸榜前二，新版视频/图像模型亮相,谷歌发布Gemini 2.5系列及多模态AI模型升级，强化多任务与多模态能力,谷歌在2025年I/O大会上发布了Gemini 2.5系列模型的升级版本，包括2.5 Pro和2.5 Flash，显著提升了长上下文处理、多模态理解和推理能力。新模型支持原生音频输出、多扬声器文本转语音及电脑操作自动化等功能。谷歌还推出了视频生成模型Veo 3和图像生成模型Imagen 4，提升视频与图像质量。此外，谷歌整合AI能力于搜索、视频会议和浏览器等产品中，并发布了AI驱动的3D视频通信平台Google Beam及多款创新AI应用，展示了多模态大语言模型的广泛应用潜力。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/Z2WkvmnYIVlmd43S2r35FA
智药邦,2025-05-21 00:12:24,Science评论｜人工智能药物开发的数据问题,人工智能药物开发中的数据共享与标准化挑战,文章指出，人工智能在药物研发领域的发展受限于缺乏开放、高质量和标准化的数据集。借鉴人类基因组计划的经验，强调通过独立组织协调多部门合作，建立非专有、开放且大规模的数据资源，以推动AI模型的训练和验证。文中呼吁政府和企业加大资金投入，促进数据共享和标准制定，助力AI驱动的药物发现加速发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/d0pShFC7Be4T0uDVxrLgtg
