标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
OmniWorld: A Multi-Domain and Multi-Modal Dataset for 4D World Modeling,OmniWorld：用于4D世界建模的多域多模态数据集,Multimodal LLM,Shanghai AI Lab,https://arxiv.org/pdf/2509.12201,https://huggingface.co/papers/2509.12201,本文提出了OmniWorld，一个大规模、多领域、多模态的4D世界建模数据集，弥补了现有数据集在动态复杂性、多样性和时空标注方面的不足。OmniWorld包含新采集的游戏数据集及多个公开数据集，提供丰富的数据类型和更真实的动态交互。基于该数据集，作者建立了挑战性基准测试，揭示了当前先进方法的局限性，并通过微调显著提升了4D重建和视频生成的性能。OmniWorld为推动通用4D世界模型的发展和机器对物理世界的全面理解提供了重要资源。,67
UI-S1: Advancing GUI Automation via Semi-online Reinforcement Learning,UI-S1：通过半在线强化学习推进图形用户界面自动化,Agent,Alibaba,https://arxiv.org/pdf/2509.11543,https://huggingface.co/papers/2509.11543,本文提出了一种名为“半在线强化学习”的新方法，旨在提升图形用户界面（GUI）自动化的多步骤任务执行能力。该方法结合了离线强化学习的稳定训练和在线强化学习的长期奖励信号，通过在离线数据上模拟在线交互，利用一个补丁模块修正模型输出偏差，并引入加权的奖励计算策略。实验表明，所提方法在多个动态基准测试中显著优于现有模型，有效弥合了离线训练效率与在线多轮推理能力之间的差距，推动了GUI自动化技术的发展。代码已公开。,32
"InternScenes: A Large-scale Simulatable Indoor Scene Dataset with
  Realistic Layouts",InternScenes：一个具有真实布局的大规模可模拟室内场景数据集,Embodied AI,Shanghai AI Lab,https://arxiv.org/pdf/2509.10813,https://huggingface.co/papers/2509.10813,本文提出了InternScenes，一个包含约4万个多样化室内场景的大规模可模拟数据集，融合了真实扫描、程序生成和设计师创建的场景，涵盖15种常见场景类型和288类物体，总计约196万个三维物体。该数据集特别保留了大量小物件，布局真实且复杂，平均每个区域包含41.5个物体。通过物理仿真解决物体碰撞问题，并引入互动对象提升场景交互性。InternScenes为场景布局生成和目标导航等任务提供了新的挑战和训练基础，推动了智能体在复杂环境中的学习能力，且数据和基准将开源共享，促进社区发展。,21
"LazyDrag: Enabling Stable Drag-Based Editing on Multi-Modal Diffusion
  Transformers via Explicit Correspondence",LazyDrag：通过显式对应实现多模态扩散Transformer上的稳定拖拽式编辑,Diffusion Model,Other,https://arxiv.org/pdf/2509.12203,https://huggingface.co/papers/2509.12203,本文提出了LazyDrag，一种基于显式对应关系的拖拽式图像编辑方法，专为多模态扩散变换器设计。该方法通过生成用户拖拽输入的明确对应映射，解决了传统依赖隐式点匹配带来的不稳定性和高昂计算成本问题，实现了稳定且高效的全强度图像逆向过程。LazyDrag无需测试时优化，兼顾精确几何控制与文本引导，支持复杂且多轮的图像编辑操作。实验表明，LazyDrag在编辑准确性和视觉质量上均优于现有方法，显著提升了扩散模型的生成能力和实用性。,8
"SearchInstruct: Enhancing Domain Adaptation via Retrieval-Based
  Instruction Dataset Creation",SearchInstruct：通过基于检索的指令数据集构建提升领域适应能力,LLM,Other,https://arxiv.org/pdf/2509.10708,https://huggingface.co/papers/2509.10708,本文提出了SearchInstruct，一种通过检索辅助生成高质量领域指令数据集的方法，用于大语言模型的监督微调。该方法从有限的人类领域问题出发，利用大语言模型扩展问题，并动态检索相关资源生成准确答案，从而提升数据多样性和质量。实验表明，SearchInstruct显著改善了模型在专业领域的表现，同时支持高效的模型更新。该方法为领域适应提供了实用且可复现的解决方案，推动了大语言模型在特定领域的应用。,8
Locality in Image Diffusion Models Emerges from Data Statistics,图像扩散模型中的局部性源于数据统计特性,Diffusion Model,Other,https://arxiv.org/pdf/2509.09672,https://huggingface.co/papers/2509.09672,本文研究发现，图像扩散模型中的“局部性”特性并非源自卷积神经网络的结构偏置，而是自然图像数据中像素间统计相关性的结果。作者通过理论分析和实验验证，展示了一个最优线性去噪器同样表现出类似的局部性，揭示了数据统计在模型行为中的关键作用。基于此，论文提出了一种新的解析去噪方法，其性能优于现有基于结构假设的解析模型，更准确地模拟了深度扩散模型的行为，推动了对图像生成机制的理解和改进。,7
Measuring Epistemic Humility in Multimodal Large Language Models,多模态大语言模型中的认知谦逊测量,Multimodal LLM,Other,https://arxiv.org/pdf/2509.09658,https://huggingface.co/papers/2509.09658,本文提出了HumbleBench，一种评估多模态大语言模型在视觉问答中识别并拒绝错误答案能力的新基准，重点考察模型在面对错误选项时展现的“认知谦逊”能力。该基准基于细粒度场景图数据，设计包含“以上皆非”选项的多项选择题，覆盖对象、关系和属性三类错误。实验评测了多种先进模型，填补了现有评测主要关注准确率而忽视错误拒绝能力的空白，为提升模型在安全关键应用中的可靠性提供了更现实的评价标准。数据集和代码已公开。,5
World Modeling with Probabilistic Structure Integration,基于概率结构整合的世界建模,Other,Other,https://arxiv.org/pdf/2509.09737,https://huggingface.co/papers/2509.09737,本文提出了一种名为概率结构整合（PSI）的新方法，用于从大量数据中学习可控且灵活的世界模型。PSI通过三步循环实现：首先构建概率预测模型，捕捉数据中变量间的依赖关系；其次利用因果推断零样本提取数据中的低维结构信息；最后将这些结构作为新信号融入模型训练，提升预测性能和控制能力。该方法在海量网络视频数据上训练，成功实现了视频预测、光流估计、深度感知和目标分割等任务，展示了自我增强的世界建模潜力。,4
Nav-R1: Reasoning and Navigation in Embodied Scenes,Nav-R1：具身场景中的推理与导航,Embodied AI,PKU,https://arxiv.org/pdf/2509.10884,https://huggingface.co/papers/2509.10884,本文提出了Nav-R1，一种结合结构化推理与分离控制机制的具身导航基础模型，旨在提升智能体在复杂三维环境中的导航和任务执行能力。通过构建大规模的推理链数据集Nav-CoT-110K，实现了模型的有序推理初始化；并设计了基于强化学习的多重奖励机制，增强语义理解和路径准确性。此外，Nav-R1引入“快慢结合”的推理策略，将深度语义推理与低延迟反应控制分离，兼顾效率与连贯性。实验和实际机器人测试表明，Nav-R1在多个基准任务中显著优于现有方法，表现出更强的泛化能力和实用性。,4
Visual-TableQA: Open-Domain Benchmark for Reasoning over Table Images,Visual-TableQA：用于表格图像推理的开放域基准,Multimodal LLM,Other,https://arxiv.org/pdf/2509.07966,https://huggingface.co/papers/2509.07966,本文提出了Visual-TableQA，一个大规模开放领域的多模态数据集，专门用于评估和提升模型对复杂表格图像的视觉推理能力。该数据集包含2500个结构丰富的LaTeX渲染表格和6000个高难度问答对，采用多模型协作的自动生成流程制作，成本低于100美元。实验表明，在Visual-TableQA上微调的模型在外部基准测试中表现优异，展示了其良好的泛化能力。该工作填补了现有视觉表格推理数据集规模和多样性不足的空白，相关资源已公开，促进后续研究发展。,3
