标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Routing Manifold Alignment Improves Generalization of Mixture-of-Experts LLMs,[翻译]Routing Manifold Alignment Improves Generalization of Mixture-of-Experts LLMs,10 Nov 2025,Other,Other,http://arxiv.org/pdf/2511.07419v1,http://arxiv.org/abs/2511.07419v1,2511.07419v1,无法生成摘要。
Lightning Grasp: High Performance Procedural Grasp Synthesis with Contact Fields,Lightning Grasp：基于接触场的高性能程序化抓取合成,10 Nov 2025,Embodied AI,Other,http://arxiv.org/pdf/2511.07418v1,http://arxiv.org/abs/2511.07418v1,2511.07418v1,本文提出了Lightning Grasp，一种高效的程序化抓取合成算法，显著提升了多指机械手实时生成多样化抓取方案的速度。该方法通过引入“接触场”这一简洁的数据结构，将复杂的几何计算与搜索过程分离，避免了传统方法中对能量函数调优和初始条件敏感的问题。Lightning Grasp不仅支持无监督生成不规则工具类物体的抓取姿态，还实现了较现有技术数倍的加速。作者公开了系统代码，促进机器人操作领域的进一步发展。
Robot Learning from a Physical World Model,基于物理世界模型的机器人学习,10 Nov 2025,Embodied AI,Other,http://arxiv.org/pdf/2511.07416v1,http://arxiv.org/abs/2511.07416v1,2511.07416v1,本文提出了PhysWorld框架，通过结合视频生成与物理世界建模，实现机器人从视觉演示中学习操作技能。该方法利用单张图像和任务指令生成任务相关视频，并基于视频重建物理环境，将视觉信息转化为符合物理规律的机器人动作。PhysWorld无需真实机器人数据训练，支持零样本泛化，显著提升了机器人操作的准确性。实验结果表明，该方法在多种实际任务中优于现有技术，为机器人学习提供了一种新颖且高效的途径。
DigiData: Training and Evaluating General-Purpose Mobile Control Agents,[翻译]DigiData: Training and Evaluating General-Purpose Mobile Control Agents,10 Nov 2025,Other,Other,http://arxiv.org/pdf/2511.07413v1,http://arxiv.org/abs/2511.07413v1,2511.07413v1,本文提出了DigiData，一个大规模、多样化且高质量的多模态数据集，专为训练能够控制手机界面的智能代理设计。与现有数据集不同，DigiData通过深入探索应用功能，涵盖了更复杂且多样的操作目标。同时，作者构建了DigiData-Bench评测平台，针对真实复杂任务评估智能代理表现。研究指出传统的准确率指标不足以全面衡量代理能力，因而引入了动态评估方法和基于AI的评价机制。该工作为提升移动设备智能控制技术提供了重要资源和评测标准，促进人机交互的自然与高效发展。
TwinOR: Photorealistic Digital Twins of Dynamic Operating Rooms for Embodied AI Research,TwinOR：用于具身AI研究的动态手术室的光真实数字孪生,10 Nov 2025,Embodied AI,Other,http://arxiv.org/pdf/2511.07412v1,http://arxiv.org/abs/2511.07412v1,2511.07412v1,无法生成摘要。
Using Vision Language Models as Closed-Loop Symbolic Planners for Robotic Applications: A Control-Theoretic Perspective,[翻译]Using Vision Language Models as Closed-Loop Symbolic Planners for Robotic Applications: A Control-Theoretic Perspective,10 Nov 2025,Other,Other,http://arxiv.org/pdf/2511.07410v1,http://arxiv.org/abs/2511.07410v1,2511.07410v1,本文探讨了如何将视觉语言模型（VLMs）应用于机器人领域中的闭环符号规划，针对其作为“黑箱”模型可能带来的不确定性和错误，提出了基于控制理论的分析方法。通过设计控制实验，作者研究了控制时域和预热启动对规划性能的影响，揭示了提升VLM符号规划效果的关键因素。论文还提出了实用建议，为更可靠、高效地利用视觉语言模型进行机器人高层规划提供了理论指导和实践参考。
Unified Humanoid Fall-Safety Policy from a Few Demonstrations,基于少量示范的统一人形机器人跌倒安全策略,10 Nov 2025,Embodied AI,Other,http://arxiv.org/pdf/2511.07407v1,http://arxiv.org/abs/2511.07407v1,2511.07407v1,无法生成摘要。
SPOT: An Annotated French Corpus and Benchmark for Detecting Critical Interventions in Online Conversations,SPOT：用于检测在线对话中关键干预的法语注释语料库与基准,10 Nov 2025,Other,Other,http://arxiv.org/pdf/2511.07405v1,http://arxiv.org/abs/2511.07405v1,2511.07405v1,无法生成摘要。
SpatialThinker: Reinforcing 3D Reasoning in Multimodal LLMs via Spatial Rewards,SpatialThinker：通过空间奖励强化多模态大语言模型中的三维推理,10 Nov 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2511.07403v1,http://arxiv.org/abs/2511.07403v1,2511.07403v1,本文提出了SpatialThinker，一种通过强化学习引入空间奖励以增强多模态大语言模型三维推理能力的方法。该模型通过构建任务相关对象及其空间关系的场景图，实现类似人类的空间感知和多步推理。研究还设计了高质量空间视觉问答数据集STVQA-7K，并采用多目标密集空间奖励进行在线训练。实验表明，SpatialThinker在空间理解和实际视觉问答任务中显著优于现有方法，展示了结合空间监督与奖励机制促进三维空间推理的有效性，推动了多模态模型向更高级视觉理解迈进。
People Perceive More Phantom Costs From Autonomous Agents When They Make Unreasonably Generous Offers,当自主代理提出不合理慷慨报价时，人们感知到更多的虚幻成本,10 Nov 2025,Agent,Other,http://arxiv.org/pdf/2511.07401v1,http://arxiv.org/abs/2511.07401v1,2511.07401v1,本研究探讨了人们在面对过于慷慨的优惠时，如何因“虚幻成本”而产生怀疑并拒绝接受，且这种反应因优惠提供者是人类还是机器人及其自主性认知而异。通过模拟购车情境，发现机器人被认为较少自利，因而降低了虚幻成本的感知；尽管大幅折扣增加了虚幻成本，但同时也提升了购买意愿，显示利益感知能部分抵消怀疑。此外，虚幻成本不仅归因于销售代理，还涉及产品和管理者，揭示多重责任归属。研究结果有助于理解人们如何分配责任感知，促进伦理AI设计与营销策略优化。
