标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
StableMTL: Repurposing Latent Diffusion Models for Multi-Task Learning from Partially Annotated Synthetic Datasets,StableMTL：利用潜在扩散模型进行部分标注合成数据集的多任务学习,09 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.08013v1,http://arxiv.org/abs/2506.08013v1,2506.08013v1,本文提出了StableMTL，一种利用扩散模型强大泛化能力的多任务学习方法，能够在多个仅部分标注的合成数据集上实现零样本训练。通过将图像生成模型改造为潜在空间回归器，并采用统一的损失函数和任务注意力机制，StableMTL有效整合不同任务信息，促进任务间协同。该方法简化了多任务训练流程，提升了扩展性，并在多个任务和数据集上显著优于现有方法，展示了其在多任务密集预测中的潜力和实用价值。
4DGT: Learning a 4D Gaussian Transformer Using Real-World Monocular Videos,4DGT：基于真实世界单目视频学习的4D高斯变换器,09 Jun 2025,Other,Other,http://arxiv.org/pdf/2506.08015v1,http://arxiv.org/abs/2506.08015v1,2506.08015v1,本文提出了4DGT，一种基于4D高斯模型的变换器，用于动态场景的重建，且仅依赖真实单目视频进行训练。通过引入4D高斯作为先验，4DGT统一建模静态与动态元素，能够有效处理复杂且随时间变化的环境。论文设计了新颖的密度控制策略，使模型能高效处理较长的视频序列，并实现实时渲染。与传统优化方法相比，4DGT通过纯前馈推理显著缩短了重建时间，提升了效率。实验表明，4DGT在真实视频中优于现有高斯网络，并在跨域视频上达到优化方法的准确度。
Vision Transformers Don't Need Trained Registers,视觉Transformer不需要训练寄存器,09 Jun 2025,Other,Other,http://arxiv.org/pdf/2506.08010v1,http://arxiv.org/abs/2506.08010v1,2506.08010v1,本文针对视觉变换器中出现的高幅值异常激活问题，发现少量神经元导致注意力图噪声和下游任务性能下降。不同于需重新训练并引入额外标记的传统方法，作者提出了一种无需训练的新策略，通过将异常激活转移到未训练的附加标记，实现了对模型的有效修正。该方法在多个视觉任务中提升了模型表现，且与显式训练的标记模型效果相当。此外，该技术还能应用于现有视觉语言模型，增强其解释性，提供了一种简单高效的后期优化方案。
Play to Generalize: Learning to Reason Through Game Play,Play to Generalize：通过游戏玩法学习推理能力,09 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.08011v1,http://arxiv.org/abs/2506.08011v1,2506.08011v1,本文提出了一种基于游戏玩法的后训练方法ViGaL，通过让多模态大语言模型在简单的街机游戏中进行强化学习，显著提升其跨领域的多模态推理能力。该方法无需依赖具体的解题步骤或示例，即可增强模型在数学和多学科推理任务上的表现，且优于专门调优的模型，同时保持对一般视觉任务的良好适应性。研究表明，基于规则的合成游戏作为训练任务，能够有效激发模型的通用推理能力，为多模态模型的泛化提供了新的思路。
GUI-Reflection: Empowering Multimodal GUI Models with Self-Reflection Behavior,GUI-Reflection：赋能多模态GUI模型的自我反思行为,09 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.08012v1,http://arxiv.org/abs/2506.08012v1,2506.08012v1,本文提出了GUI-Reflection框架，旨在提升多模态图形用户界面（GUI）模型的自我反思与错误纠正能力。通过自动生成训练数据和设计专门的训练阶段，模型能够在无需人工标注的情况下，学习识别并修正操作错误。该框架还构建了多样化的移动设备环境，支持在线训练和数据收集，实现模型持续优化。GUI-Reflection显著增强了GUI自动化系统的鲁棒性和适应性，推动了更智能的界面交互技术发展。
Self Forcing: Bridging the Train-Test Gap in Autoregressive Video Diffusion,Self Forcing：弥合自回归视频扩散中的训练-测试差距,09 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.08009v1,http://arxiv.org/abs/2506.08009v1,2506.08009v1,本文提出了一种名为Self Forcing的新训练方法，解决了自回归视频扩散模型在训练与测试阶段存在的差异问题。该方法通过在训练时模拟模型自身生成的上下文，提升了生成视频序列的整体质量，同时采用高效的缓存机制和梯度截断策略，兼顾了性能与计算成本。实验表明，Self Forcing不仅实现了单GPU下实时视频生成，还在生成质量上优于传统的非因果扩散模型，具有显著的实用价值和推广潜力。
Hidden in plain sight: VLMs overlook their visual representations,隐藏在明处：视觉语言模型忽视其视觉表征,09 Jun 2025,Multimodal LLM,Other,http://arxiv.org/pdf/2506.08008v1,http://arxiv.org/abs/2506.08008v1,2506.08008v1,本文研究了视觉语言模型（VLMs）在整合视觉和语言信息方面的表现，发现其在视觉任务上的性能远低于单独的视觉编码器，甚至接近随机水平。通过分析模型视觉表示的衰减、对任务提示的敏感性以及语言模型在任务中的作用，作者指出主要瓶颈在于语言模型未能有效利用视觉信息，且受限于语言先验。该研究揭示了开源VLMs在视觉理解上的不足，为未来改进视觉语言模型提供了重要诊断方法和评估工具。
Reinforcement Pre-Training,强化预训练,09 Jun 2025,LLM,Other,http://arxiv.org/pdf/2506.08007v1,http://arxiv.org/abs/2506.08007v1,2506.08007v1,本文提出了一种名为“强化预训练”（RPT）的新方法，将语言模型的下一词预测任务重新定义为一个通过强化学习进行训练的推理过程。该方法通过对正确预测给予奖励，利用大量文本数据进行通用强化学习，避免依赖特定领域的标注数据。实验表明，RPT显著提升了语言模型的预测准确率，并为后续的强化学习微调提供了坚实基础。研究结果表明，随着训练计算资源的增加，模型性能持续提升，展示了RPT作为语言模型预训练新范式的潜力和有效性。
Dreamland: Controllable World Creation with Simulator and Generative Models,Dreamland：结合模拟器与生成模型的可控世界创造,09 Jun 2025,Embodied AI,Other,http://arxiv.org/pdf/2506.08006v1,http://arxiv.org/abs/2506.08006v1,2506.08006v1,本文提出了Dreamland，一种结合物理模拟器和大规模生成模型的混合世界生成框架。通过设计一种分层世界抽象，Dreamland实现了对场景中各元素的细粒度控制，同时生成高质量、逼真的视觉内容。该方法有效提升了生成图像的质量和可控性，降低了模型适配成本，并支持直接利用现有及未来的预训练生成模型。实验结果显示，Dreamland在图像质量和控制能力上均优于现有方法，且有助于增强具身智能体的训练效果。研究还构建了D3Sim数据集以支持相关训练和评估。
Dynamic View Synthesis as an Inverse Problem,动态视图合成作为逆问题,09 Jun 2025,Diffusion Model,Other,http://arxiv.org/pdf/2506.08004v1,http://arxiv.org/abs/2506.08004v1,2506.08004v1,本文提出了一种无需训练的新方法，实现从单目视频中合成动态视角。通过重新设计预训练视频扩散模型的噪声初始化过程，作者克服了传统方法中因信噪比调度导致的逆向难题，提出了新的噪声表示方式，实现了编码与逆向潜变量的精确匹配。为处理视角变化引起的新可见区域，方法引入了基于潜变量的随机调制，有效完成遮挡区域的补全。实验结果表明，该方法通过结构化潜变量操作，能高质量地合成动态视角，且无需额外训练或模块，具有较强的实用价值。
