公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
智药邦,2025-08-03 00:26:14,Cell｜让人人都能建立虚拟细胞实验室！科学家创建“细胞语法”，用人类语言预测细胞行为,基于细胞行为假设语法的多细胞系统虚拟实验室构建与预测模型,该研究提出了一种细胞行为假设语法，利用自然语言描述细胞规则，结合基于智能体的数学建模，实现多细胞系统动态行为的计算机模拟。该方法支持无编程背景的生物学家构建虚拟细胞实验室，应用于癌症转移、免疫治疗和大脑发育等领域，推动虚拟临床试验和多细胞生态系统的理解。研究团队来自印第安纳大学、约翰·霍普金斯大学和马里兰大学医学院，成果发表于2025年Cell期刊。,Agent,Other,,https://mp.weixin.qq.com/s/nlNF0YGw3_HTGBenSWjFFQ
机器学习算法与自然语言处理,2025-08-02 23:33:30,Hinton预言成真，美国大学生掀起本科辍学潮！月入万刀修马桶，不怕AI裁员,美国Z世代转向蓝领职业趋势及AI对就业影响分析,本文分析了美国Z世代年轻人因AI技术快速发展及高昂大学学费，逐渐放弃传统四年制大学学位，转而选择蓝领职业的现象。报道指出，AI带来的岗位变动使得大学文凭的价值下降，越来越多年轻人投身焊接、水管工、园林绿化等技术工种，获得较高收入和职业稳定性。文章还引用了相关数据，展示了蓝领行业的薪资优势及大学入学率的显著下降。,Other,Other,"Geoffrey Hinton, Aravind Srinivas",https://mp.weixin.qq.com/s/QIg4bx8KpVLWbwk17K46eQ
机器学习算法与自然语言处理,2025-08-02 23:33:30,GPT-5难产，外媒爆料：性能提升不大，OpenAI高管Slack上当众破防,GPT-5研发进展与性能提升分析,本文报道了OpenAI即将发布的GPT-5模型的研发现状及性能表现。尽管GPT-5在编程和推理能力上有所提升，但其性能提升幅度不及早期GPT模型的飞跃。OpenAI面临技术挑战和组织变动压力，自动化编码能力成为研发重点。微软作为合作方，测试显示GPT-5能更高效地分配计算资源。整体来看，GPT-5的改进虽有限，但依然具有商业价值和推动未来AI发展的潜力。,LLM,"OpenAI, Microsoft, Meta",Sam Altman,https://mp.weixin.qq.com/s/srGYBOtbaTBuLUoQPE5BiQ
机器学习算法与自然语言处理,2025-08-02 23:33:30,思维链监督和强化的图表推理，7B模型媲美闭源大尺寸模型,基于思维链监督与强化学习的图表推理模型Chart-R1研究,本文介绍了DocTron团队提出的Chart-R1模型，该模型通过程序化数据合成和两阶段训练策略，实现了对复杂图表的多步骤推理能力。Chart-R1结合思维链监督与数值敏感的强化学习微调，在多个公开基准和自建数据集上表现优异，性能媲美GPT-4o和Claude-3.5等大型闭源模型。该研究为多模态视觉推理和图表理解提供了新方法，具备广泛的商业智能和科研应用前景。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/df-VYqEw89biWNCMxeqlHw
机器学习算法与自然语言处理,2025-08-02 23:33:30,GPT-4o遭越狱后指挥机器人做危险动作！全球首个具身智能体安全评测基准来了，大模型集体翻车,具身智能体安全性评测基准AGENTSAFE及其越狱攻击研究,本文介绍了由北航、中关村实验室、南洋理工大学等机构联合提出的AGENTSAFE评测基准，旨在评估具身智能体在面对越狱攻击时的安全性。AGENTSAFE基于AI2-THOR平台，构建了包含9900条危险指令的风险数据集和多种越狱攻击手段，实现了感知-规划-执行的端到端闭环评测。实验表明，当前主流多模态大模型在危险指令下安全性存在显著漏洞，强调了具身智能体安全研究的重要性。,Embodied AI,Other,刘艾杉,https://mp.weixin.qq.com/s/nsmRG3Tm4vD2FWxlK8JIhA
机智流,2025-08-02 22:25:07,聊聊大模型推理系统之BucketServe突破3.58倍吞吐瓶颈：LLM推理服务的三大创新,基于自适应分桶的动态批处理框架BucketServe提升大模型推理系统吞吐量,本文介绍了由南方科技大学与中科院深圳先进技术研究院提出的BucketServe框架，该框架通过自适应分桶机制和动态批处理，有效减少了大语言模型推理中的内存浪费和资源争用。实验结果显示，BucketServe在高并发异构请求场景下，吞吐量最高提升3.58倍，显著提高了GPU利用率和系统负载容量，提供了一种高效稳定的LLM推理服务解决方案。,LLM,Other,,https://mp.weixin.qq.com/s/TC9CfBVAYXBxkJjBTs6y4w
机器之心,2025-08-03 10:16:41,拒绝了Meta 15亿美元的AI大牛原来是他,拒绝Meta 15亿美元邀约的AI专家介绍,本文介绍了一位拒绝Meta高额15亿美元邀请的人工智能领域专家，探讨其背景及在AI领域的成就和影响。文章重点关注该专家的职业选择及其对行业的潜在贡献，反映了当前AI人才市场的激烈竞争和技术发展趋势。,Other,Meta,,https://mp.weixin.qq.com/s/W8dgt13mC-1-TDr4liYPJg
量子位,2025-08-03 10:03:09,拒绝小扎6年15亿美元天价offer！网友：他是有多讨厌扎克伯格？？,Andrew Tulloch拒绝Meta高薪邀约，加盟Thinking Machines Lab,Andrew Tulloch，曾任Meta机器学习研究员及OpenAI前CTO Mira的创业搭档，拒绝了扎克伯格6年15亿美元的高薪邀约，选择加入Mira的初创公司Thinking Machines Lab。该公司刚完成20亿美元种子轮融资，估值达120亿美元。文章还提及扎克伯格对OpenAI及其核心人员的挖角行动，以及多位AI领域重要人物对高薪挖角的拒绝，反映出人才流动背后的理想与价值取向。,LLM,"Meta, OpenAI","Andrew Tulloch, Mira Murati, Mark Chen, Greg Brockman, Illya Sutskever, Matt Deitke",https://mp.weixin.qq.com/s/u1p9Gu78NJeIM7XgB2pGxg
量子位,2025-08-03 10:03:09,微软新研究：这40种工作最可能被AI取代,微软研究揭示40种职业的AI适用性及影响分析,微软最新研究通过分析20万条AI对话及近3万项职业任务数据，评估了40种职业的AI适用性分数，发现信息处理和沟通类职业如翻译员、销售、程序员受AI影响最大，覆盖率和成功率均超过80%。体力劳动类职业AI适用性较低。研究指出AI影响与薪资水平关联弱，强调AI作为工具提升效率而非完全替代职业的重要性。,LLM,Microsoft,"Kiran Tomlinson, Dario Amodei",https://mp.weixin.qq.com/s/DSkZhju5b2sIslTQTlA-6A
智药邦,2025-08-03 00:26:14,J Mol Biol｜北京大学来鲁华教授课题组：基于序列和结构的蛋白质别构位点预测,基于序列和结构的蛋白质别构位点预测综述,北京大学来鲁华教授课题组在Journal of Molecular Biology发表综述，系统总结了FDA批准的别构药物及其靶标特征，评述了基于蛋白质序列和结构的别构位点预测方法，介绍了如CorrSite2.0和TopoAlloSite等先进计算工具，并探讨了别构药物设计的挑战与未来发展趋势，推动了别构调控机制理解和别构药物的理性设计。,AI4Science,PKU,,https://mp.weixin.qq.com/s/64_FCQ98y-G0YciYdd2YTQ
