公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
深度学习自然语言处理,2025-04-06 14:18:53,各种角度全面聊聊Llama 4~,Llama 4的发布与多模态AI技术的进展,Meta于2025年4月5日发布了Llama 4系列模型，标志着其在开源AI领域的强力反击。Llama 4引入了多模态功能、混合专家架构和千万级上下文能力，显著提升了推理效率和应用场景。此举不仅挑战了竞争对手如GPT-4o和DeepSeek，还引发了AI行业的价格战和生态竞争。Meta的开源策略和技术创新将深刻影响未来AI的发展方向。,Multimodal LLM,Meta,Mark Zuckerberg,https://mp.weixin.qq.com/s/me7Gw2pbB9Otcj37cEqeQQ
深度学习自然语言处理,2025-04-06 14:18:53,最新成果：基于图的 RAG 统一框架 in-depth 分析,基于图的RAG统一框架的深入分析,本文提出了一种统一的分析框架，用于系统性比较和分析现有的基于图的检索增强生成（RAG）方法。研究表明，基于图的RAG在处理复杂和抽象问题时表现优于传统方法，尤其在特定任务中，新的方法变体如VGraphRAG和CheapRAG展现了更好的性能。文章还探讨了未来研究的潜力，包括动态知识图谱的结合和图检索方法的优化。,LLM,Other,None,https://mp.weixin.qq.com/s/9ZGdwPPpTGWkBueHw-lZaA
深度学习自然语言处理,2025-04-06 14:18:53,136个样本训练8小时！UI-R1如何让小模型吊打GPT-4？,UI-R1: 通过强化学习提升GUI代理的动作预测能力,本文介绍了UI-R1模型，该模型通过强化学习和规则奖励机制，成功在仅用136个样本训练8小时的情况下，超越了传统的7B大模型。传统方法需要大量标注数据和计算资源，而UI-R1通过设定操作得分规则，允许AI自主学习，从而在跨平台任务中表现优异。实验结果显示，UI-R1在动作类型和点击坐标的准确率上均有显著提升，展示了其在未来智能助手应用中的潜力。,Agent,Other,None,https://mp.weixin.qq.com/s/_zgelDfp4LW1Jwwv5eQVng
DrugAI,2025-04-06 13:52:56,【CCIG 2025】早鸟票截至4月7日，带您一览会议全貌！,中国图象图形大会（CCIG 2025）会议通知,中国图象图形大会（CCIG 2025）将于2025年5月8日至11日在湖南省长沙市举行，主题为“智绘图景，湘约未来”。大会由中国图象图形学学会主办，汇聚众多专家学者进行前沿技术和应用探索的深入讨论，预计将吸引4000余名参与者。会议将设有多个学术论坛和企业论坛，旨在推动图像图形领域的技术创新与跨界融合。,Other,Other,"王耀南, 谭铁牛, 黎湘, 桂卫华, 李德仁, 何友, 丁文华, 胡事民, 鲍虎军, 高会军",https://mp.weixin.qq.com/s/8quwY4diReDc8tAbagWhHQ
DrugAI,2025-04-06 13:52:56,Nat. Commun. | C6-Quino：无成瘾性镇痛药的希望,C6-Quino：无成瘾性镇痛药的希望,本研究介绍了一种新型的选择性δ阿片受体部分激动剂C6-Quino，旨在解决慢性疼痛治疗中的成瘾性问题。研究表明，C6-Quino在小鼠慢性疼痛模型中有效缓解疼痛，且未引发癫痫或呼吸抑制等不良反应。通过结构基础设计，C6-Quino能够同时作用于正位点和钠结合位点，展现出较高的选择性和效力，为无成瘾性镇痛药的开发提供了新思路。,Other,Other,None,https://mp.weixin.qq.com/s/LtWM5ZO-C3FgJj1coIMW-A
新智元,2025-04-06 12:17:12,谷歌随OpenAI强势入局，劈柴4天闪电部署Gemini+MCP！,谷歌宣布Gemini接入MCP协议,谷歌CEO Sundar Pichai在3月31日提出对MCP协议的思考，随后在短短4天内，谷歌正式宣布Gemini模型接入MCP。这一决定使得谷歌、OpenAI和Anthropic等AI巨头共同支持MCP协议，旨在为AI模型提供一个通用的上下文访问标准。文章详细介绍了MCP的功能及其在Gemini模型中的应用示例，展示了如何通过MCP与外部工具和数据源进行交互。,Agent,"DeepMind, OpenAI","Sundar Pichai, Steven Heidel, Philipp Schmid",https://mp.weixin.qq.com/s/B8Yb7zMOxvqMlDII_uc2Ig
虎嗅APP,2025-04-06 11:55:26,韩国人拍出了全东亚最好的电视剧,韩国电视剧《苦尽柑来》的文化影响与评价,本文探讨了韩国电视剧《苦尽柑来》的文化价值和情感深度，认为其在东亚电视剧中具有重要地位。剧中通过三代女性的故事，展现了韩国社会的历史与变迁，尤其是对亲情和爱情的深刻描绘。剧作的高评分和观众反响显示出其超越传统爱情剧的深度，成为近年来评分最高的韩剧之一，体现了韩国影视作品的独特魅力。,Other,Other,None,https://mp.weixin.qq.com/s/InJSVqhp0HMdhZJ_SilslA
虎嗅APP,2025-04-06 11:55:26,一年花10万旅行，老年人玩出万亿市场,老年人旅游市场的崛起与发展趋势,本文探讨了中国老年人旅游市场的快速增长，指出超过60%的中老年人每年至少旅游一次，部分高收入群体多次出行。随着老龄化社会的推进，老年人的旅游需求日益增加，推动旅游行业向更精细化、适老化的方向发展。文章分析了老年人旅游的特点及未来趋势，包括精准服务、产业链整合和科技赋能等方面，强调老年人旅游不仅是休闲，更是满足健康、社交和自我实现的需求。,Other,Other,None,https://mp.weixin.qq.com/s/BRb9KjmyObVIeHyR4gTrdw
虎嗅APP,2025-04-06 11:55:26,AI机器人按摩，年轻人的又一场“没苦硬吃”,AI机器人按摩体验分析,本文探讨了AI机器人按摩的消费体验，作者在体验过程中发现虽然机器人按摩的价格相对低廉，但在实际操作中却面临诸多问题，如技术不成熟和缺乏放松效果。尽管工作人员努力提供服务，机器人在按摩过程中未能有效替代人工，反而增加了顾客的紧张感。文章还提到，该服务可能更像是吸引年轻消费者的引流产品，而非真正的健康解决方案。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/2H6R2klstjdioiYALRmSwg
大数据文摘,2025-04-06 11:44:16,AI逆袭，GPT4.5 通过了图灵测试！比真人还会骗人,GPT-4.5通过图灵测试的研究,加州大学圣地亚哥分校的研究表明，OpenAI的GPT-4.5在图灵测试中表现优异，73%的时间被误认为人类，超越了其他对比模型。图灵测试旨在评估机器是否具备人类水平的语言能力。实验中，研究团队招募了126名心理学本科生和158名在线参与者，通过对话评估AI的语言风格和逻辑推理能力。结果显示，GPT-4.5的表现显著优于传统模型，标志着AI在类人智能方面的进步。,LLM,"OpenAI, Meta",None,https://mp.weixin.qq.com/s/S0ffqv94wmNQgN3sXjMnvg
ScienceAI,2025-04-06 11:00:34,新SOTA，AI增强医学蛋白质组数据分析，扩散模型驱动的从头肽测序,AI增强医学蛋白质组数据分析的新方法,本研究介绍了一种名为InstaNovo的模型，该模型通过扩散模型驱动的从头肽测序技术，显著提高了蛋白质组学数据分析的准确性和效率。研究团队开发的InstaNovo+模型进一步优化了预测过程，能够识别未报告的生物体和新肽段，推动了蛋白质组学的研究进展。该研究成果已在《Nature Machine Intelligence》上发表。,AI4Science,Other,"Timothy Patrick Jenkins, Kevin Michael Eloff",https://mp.weixin.qq.com/s/Up76_71C5lY19uER5tFM1w
量子位,2025-04-06 10:33:34,超九成年轻人工作学习离不开AI，人均还有1.8个AI朋友丨Soul《2025 Z世代AI使用报告》,2025 Z世代AI使用报告：年轻人对AI的认知与应用,根据Soul旗下Just So Soul研究院发布的《2025 Z世代AI使用报告》，超过90%的年轻人在工作和学习中依赖AI，且人均拥有1.8个AI朋友。调研显示，年轻人对AI的认知和应用不断加深，71.1%愿意与AI建立情感链接，AI在提升工作效率和提供情感陪伴方面发挥了重要作用。然而，约40%的人群仍存在AI焦虑。整体而言，年轻一代正积极探索与AI的共生关系。,Other,Other,None,https://mp.weixin.qq.com/s/hxllYYV2HSIisgcLozfp8Q
量子位,2025-04-06 10:33:34,中科大华为发布生成式推荐大模型，昇腾NPU可部署，背后认知一同公开,中科大与华为发布生成式推荐大模型及其部署方案,中科大与华为合作开发的生成式推荐大模型在国产昇腾NPU上成功部署，标志着推荐系统领域的新进展。文章探讨了生成式推荐范式的发展历程、扩展定律的应用及其在复杂场景和排序任务中的表现。研究表明，生成式推荐大模型具备显著的扩展性，未来将成为推荐系统的新趋势。团队还总结了不同架构的模型性能及其关键组件对扩展性的影响，为推荐系统的进一步研究提供了重要启示。,Other,Other,None,https://mp.weixin.qq.com/s/zUU-BNpy-3_SERaL-zJPpA
量子位,2025-04-06 10:33:34,LIama 4发布重夺开源第一！DeepSeek同等代码能力但参数减一半，一张H100就能跑，还有两万亿参数超大杯,Meta发布LIama 4系列多模态模型,Meta近日发布了LIama 4系列模型，标志着其在开源AI领域的重大进展。该系列包括Llama 4 Scout和Llama 4 Maverick，均基于MoE架构，具有170亿激活参数，单个H100 GPU即可运行。Llama 4 Maverick在多个基准测试中表现优异，成为开源模型中的佼佼者。该系列还引入了长达256K的上下文窗口和原生多模态能力，支持多种语言，提升了用户体验。,Multimodal LLM,Meta,None,https://mp.weixin.qq.com/s/-HIy0HLBAobSdNLpsuXZwg
量子位,2025-04-06 10:33:34,量子位招聘 | DeepSeek帮我们改的招聘启事,量子位招聘启事,量子位发布招聘启事，寻找对AI大模型、具身智能、终端硬件和AI新媒体编辑感兴趣的全职原创作者。岗位面向社招和应届毕业生，工作地点在北京中关村。应聘者需具备对AI技术的热情和相关技能，加入后可获得行业前沿知识、个人影响力提升和专业指导等机会。薪资待遇具有竞争力，福利完善。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/E6pVL5ev9NXdXAHNck0hfQ
量子位,2025-04-06 10:33:34,速戳报名 ‼️ 最新AIGC峰会嘉宾在此，4月16日，来和大佬们一起AI,第三届中国AIGC产业峰会即将召开,2025年4月16日，北京金茂万丽酒店将举办第三届中国AIGC产业峰会，主题为「万物皆可AI」。此次峰会旨在探讨AI算力、AI Agent、AI安全等热门话题，邀请了百度、华为、AWS等多位AI领域的创变者参与。观众报名通道现已开启，峰会将同步进行线上直播，欢迎大家报名参会。,Other,Other,None,https://mp.weixin.qq.com/s/sXLnq_8BogTdT89hhTntsA
CAAI认知系统与信息处理专委会,2025-04-06 10:22:18,International Journal of Robotics Research 三月份机器人领域论文概述,International Journal of Robotics Research 三月份机器人领域论文概述,本期《International Journal of Robotics Research》精选了六篇关于机器人技术的重磅研究，涵盖四足机器人、软体机器人、水下机器人、仿生飞行器等领域的最新进展。其中，韩国科学技术院与麻省理工学院的研究提出了一种接触隐式模型预测控制方法，显著提升四足机器人在复杂环境中的自适应能力；密歇根大学与哈佛大学的团队则针对软体机器人的控制挑战，提出了一种基于Koopman理论的残差建模方法。这些研究为机器人领域的未来发展提供了新的视角和方法。,Other,Other,None,https://mp.weixin.qq.com/s/ddpZYDCjj1zF0dV3lOtikA
DASOU,2025-04-06 10:11:58,Meta深夜开源Llama 4！！,Meta发布Llama 4多模态AI模型系列,Meta在周末发布了其最新的AI模型系列Llama 4，包括Llama 4 Scout、Maverick和Behemoth。这些模型经过大量未标注的文本、图像和视频数据训练，具备强大的视觉理解能力。Llama 4系列在多项基准测试中表现优异，尤其在编程和创意写作方面超越了竞争对手。Llama 4 Scout和Maverick现已可供下载，支持长达1000万token的上下文，展现了Meta在开源AI领域的持续承诺。,Multimodal LLM,Meta,"Ahmad Al-Dahle, Sundar Pichai",https://mp.weixin.qq.com/s/heFn-cOS6nrR6EnRdApVHw
老刘说NLP,2025-04-06 09:46:09,Llama4模型四点核心总结及大模型推理数据合成工具Project Loong,Llama4模型核心总结与Project Loong数据合成工具分析,本文对Llama4模型进行了四点核心总结，强调了其多模态输入能力与训练流程优化。同时，介绍了Project Loong数据合成工具，旨在通过验证器扩大合成数据生成，以提升大型语言模型的推理能力。文章指出Llama4的局限性，并探讨了数据在模型性能中的重要性，呼吁对模型的公正评价。,Multimodal LLM,Meta,None,https://mp.weixin.qq.com/s/JX9ztoOMOw-GVIn12d0cOg
老刘说NLP,2025-04-06 09:46:09,RAG＆KG＆LLM＆文档智能技术前沿：老刘说NLP技术社区持续对外纳新,老刘说NLP技术社区纳新及活动概述,老刘说NLP技术社区致力于围绕大模型、RAG、文档智能和知识图谱等方向进行技术分享与交流。社区通过每日早报、线上讨论和不定期分享等形式，促进成员间的知识共享与技术提升。文章介绍了社区的活动内容、加入方式及会员权益，强调了技术交流的重要性和社区的持续发展。欢迎对NLP技术感兴趣的人员加入，共同推动技术进步。,LLM,Other,None,https://mp.weixin.qq.com/s/0LEbd0dFktTQ71ttB9ZgGg
包包算法笔记,2025-04-06 09:20:12,LLama4震撼发布：288B、原生多模态、超越 GPT-4.5、Claude 3.7 、Gemini 2.0 Pro,Llama 4系列模型发布：多模态能力与性能提升,Llama 4系列模型的发布标志着多模态AI技术的重大进步。Llama 4 Scout和Llama 4 Maverick是新一代多模态模型，分别拥有170亿活跃参数，提供行业领先的上下文窗口和推理效率。Llama 4 Behemoth作为最强大的模型之一，正在训练中，预计将超越现有的顶尖模型。新模型采用专家混合架构和早期融合技术，旨在提升多模态体验并降低计算成本。用户可在llama.com和Hugging Face上下载这些模型。,Multimodal LLM,Meta,None,https://mp.weixin.qq.com/s/J9RvZ4GdOQDPcdZDb8NL6g
