公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
CAAI认知系统与信息处理专委会,2025-05-10 23:47:13,Nano-Micro Letters 仿生蛇形软机器人，解锁多模态运动与抓取新技能！,基于MXene-CNF复合材料的仿生蛇形软机器人ICSBot的多模态运动与抓取研究,本文介绍了一款受蛇启发的软机器人ICSBot，采用直接墨水书写技术制备MXene-纤维素纳米纤维复合材料薄膜，实现了精准的初始卷曲结构。ICSBot在光、湿度和温度刺激下展现出多模态运动能力，包括侧行、伸缩爬行和蜿蜒攀爬，并具备高效的卷曲抓取功能。该机器人在复杂环境中表现出优异的适应性和灵活性，展示了软机器人在医疗及其他领域的应用潜力。,Embodied AI,Other,,https://mp.weixin.qq.com/s/FjSFlOGdqPU5-4BdIpuIcg
CAAI认知系统与信息处理专委会,2025-05-10 23:47:13,美国伊利诺伊大学利用AI提供作物生长分析，适用于作物育种的计算机视觉,基于生成对抗网络的无人机作物生长分析方法及其在芒草育种中的应用,美国伊利诺伊大学提出了一种基于生成对抗网络的有效监督学习方法（ESGAN），利用无人机航拍图像实现对芒草抽穗状态的准确分类。该方法在训练数据有限的情况下表现优异，显著减少了人工注释需求和现场检测时间，提升了作物育种的效率。研究展示了ESGAN在数字农业中的潜力，有助于推动生物经济发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/BT4gNsR6UwbjFFRn674a0A
机智流,2025-05-10 22:25:16,跨网页解析实战：基于LangChain的多段文本分析与结构化抽取,基于LangChain的跨网页文本结构化抽取实战,本文介绍了如何利用LangChain框架结合Function Calling技术，从真实网页中高效提取结构化信息。通过WebBaseLoader加载网页内容，采用Pydantic定义数据结构，并结合大语言模型实现对网页文本的概要、关键词、语言等多维度信息抽取，支持长文本的分段处理与批量分析，展示了一个完整的智能文本分析链构建流程。,LLM,Other,李剑锋,https://mp.weixin.qq.com/s/HMiVbZOU9_0yNM1Iujkb8Q
DrugAI,2025-05-11 09:18:49,Nat. Commun. | GōMartini 3：从蛋白质的大尺度构象变化到环境偏倚修正,GōMartini 3模型：结合结构驱动与物理驱动的蛋白质粗粒化模拟及环境偏倚修正,本文提出了增强版GōMartini模型，结合虚拟位点实现的Gō模型与最新Martini 3力场，提升蛋白质大尺度构象变化模拟的效率与准确性。该模型有效解决了Martini蛋白模型中的部分局限，支持蛋白-膜结合、蛋白-配体相互作用及单分子力谱模拟等多种应用，展现了优异的柔性表现和环境适应能力。研究还探讨了模型的优势、局限及未来发展方向，为蛋白质动力学研究提供了重要工具。,AI4Science,Other,,https://mp.weixin.qq.com/s/Jkv3yOQH5FJRN-jrq49fCA
大数据文摘,2025-05-11 09:11:40,看到现在的毕业生被 AIGC 查重折磨，我有话想说。,高校引入AIGC检测对毕业论文查重的影响及技术局限性分析,文章讨论了多所高校在毕业论文查重中引入AIGC检测工具的现象及其带来的问题。作者指出，当前AIGC检测技术基于困惑度分析、机器学习分类器和句法风格建模三种方法，存在误判率高、判定标准不透明等缺陷，导致许多真实人类撰写的论文被误判为AI生成。文章呼吁教育和技术管理系统应更深入理解AI技术，避免粗暴滥用，保护学生权益。,LLM,Other,,https://mp.weixin.qq.com/s/1b8t4nmE87lNN2SHVPjn0g
大数据文摘,2025-05-11 09:11:40,哈佛新论文揭示 Transformer 模型与人脑“同步纠结”全过程！AI也会犹豫、反悔？,哈佛等校研究揭示Transformer模型与人类认知处理动态的相似性,本文介绍了一项由哈佛大学、布朗大学和图宾根大学联合开展的研究，探讨Transformer模型在处理信息时的动态变化与人类大脑实时认知过程的相似性。研究通过分析模型各层的信心变化和不确定性指标，发现AI在答题过程中存在类似人类的犹豫、反悔及纠正行为，验证了AI内部处理动态与人类认知负荷的同步性，深化了对AI与人脑认知机制关联的理解。,LLM,Other,,https://mp.weixin.qq.com/s/4t8rUigshXFQF99qB9oIUA
新智元,2025-05-11 09:00:13,ChatGPT：对不起，我让美国大学完蛋了,ChatGPT对美国高等教育作弊现象的影响分析,本文探讨了ChatGPT在美国高校引发的学术诚信危机，学生普遍利用该工具完成作业和论文，导致教育质量和学历价值的脱钩。文章分析了高校和教师应对AI作弊的挑战及尝试，包括口头考试和限制论文作业，同时指出AI作弊现象并非新鲜事，但ChatGPT大幅提升了作弊的便捷性和隐蔽性。高校对AI的态度从抵制到尝试合作，规范使用仍面临巨大难题。,LLM,"OpenAI, Amazon",,https://mp.weixin.qq.com/s/obwTTl0U_deZkoqgZ-DEVQ
专知,2025-05-10 22:52:23,感知、推理、思考与规划：大型多模态推理模型综述,大型多模态推理模型的技术综述与发展路线图,本文综述了大型多模态推理模型（LMRMs）的发展历程与技术进展，涵盖从早期感知驱动的模块化推理到以语言为中心的多模态大语言模型（Multimodal LLMs），以及基于强化学习的长程推理方法。文章提出了原生大型多模态推理模型（N-LMRMs）概念，强调推理能力自全模态感知与交互中自然涌现，旨在推动多模态智能系统在复杂环境中的适应性和代理性行为。该综述为未来多模态推理系统设计提供了结构化的技术路线图和研究方向。,Multimodal LLM,OpenAI,,https://mp.weixin.qq.com/s/1UgeraCSWwKclpOdSKK9lA
专知,2025-05-10 22:52:23,面向计算机视觉的数据生成与应用研究进展,面向计算机视觉的数据生成技术与应用综述,本文综述了面向计算机视觉任务的大规模图像和视频数据生成技术，涵盖传统数据增广、基于三维渲染及深度生成模型（如生成对抗网络和扩散模型）等方法。文章系统调研了这些技术在图像增强、目标检测、姿态识别、生物特征识别、自动驾驶及具身智能等领域的应用，分析了当前存在的问题并展望未来发展趋势，旨在推动计算机视觉数据生成及相关技术的进步。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/-lLmmbmwcaxkQV4uH-nNYQ
专知,2025-05-10 22:52:23,《面向智能制造的工业大模型标准化研究报告》,面向智能制造的工业大模型标准化研究报告,本文系统介绍了面向智能制造的工业大模型的概念、现状及面临的挑战，提出了工业大模型的参考架构，并详细探讨了其在实际应用场景中的应用。文章重点分析了工业大模型标准化的现状与挑战，构建了相应的标准体系，最后对未来发展进行了总结与展望，为推动智能制造领域的工业大模型标准化提供了理论支持和实践指导。,Other,Other,,https://mp.weixin.qq.com/s/QtLWuZUs617h8u2SYt4WJQ
专知,2025-05-10 22:52:23,新半人马（人机编队作战）：跨战争层级的认知进化模型,新半人马模型：跨战争层级的人机混合智能认知进化,本文探讨了军事领域中人机混合智能的新范式——新半人马模型，强调在跨战争层级整合人工智能以提升决策能力的重要性。文章指出生成式AI在军事指挥中的局限性及潜在风险，提出采用确定性模型和符号AI结合的混合系统以降低认知退化和决策风险。研究支持战略层级审慎应用AI，战役战术层级严格控制，推动人机协同体发展以保持军事优势。,Agent,Microsoft,"Paul Scharre, Cameron Hunt, Braden Bowen, James Johnson, Jack Watling, David Hume",https://mp.weixin.qq.com/s/Og-QQtTZeKQrqmVx7yUaAQ
专知,2025-05-10 22:52:23,【博士论文】通过学习可组合能量场景来学习可泛化系统,基于可组合能量场的泛化具身智能体系统学习方法,本文提出通过学习和组合能量场景（energy landscape）的方法，实现具身智能体在面对全新任务分布时的零样本泛化能力。该方法将预测过程形式化为能量场中的搜索过程，支持动态引入新约束和组合多个能量场，从而构建复杂系统。通过逻辑、概率、图模型及层级结构的组合，提升模型在视觉、决策、多模态推理和科学计算等领域的泛化性能。该研究为构建具备稳健泛化能力的智能体提供了新的理论与实践框架。,Embodied AI,Other,,https://mp.weixin.qq.com/s/gDOEAc91ILeZKaZ9DKC_7Q
专知,2025-05-10 22:52:23,【ICML2025】用于概率时间序列预测的非平稳扩散方法,基于非平稳扩散模型的概率时间序列预测方法,本文提出了一种针对时间序列非平稳不确定性的概率预测框架NsDiff。通过引入位置-尺度噪声模型，NsDiff突破了传统加性噪声模型的恒定方差限制，结合去噪扩散条件生成模型与预训练均值和方差估计器，实现了对时变不确定性的自适应建模。实验结果表明，NsDiff在预测精度和不确定性建模方面优于现有方法，且代码已开源。,Diffusion Model,Other,,https://mp.weixin.qq.com/s/cjfsGbdqNTJfyuFgZLYsGw
专知,2025-05-10 22:52:23,必看！百篇“AI+军事” 智能防务报告资料汇编！,人工智能在军事智能防务中的应用与发展综述,本文汇编了百余篇关于“AI+军事”领域的重要文献和技术报告，涵盖作战仿真、多智能体系统、深度学习、无人系统、网络战、决策支持、态势感知及伦理治理等多个方面，系统展示了人工智能技术在现代军事战略、战术和作战管理中的最新应用与研究进展，重点关注美军及北约相关研究成果及未来发展趋势。,Agent,Other,,https://mp.weixin.qq.com/s/CedhBs19pF3lVNlXlIo5qw
专知,2025-05-10 22:52:23,2025必看AI干货!《大模型/AIGC/GPT-4/Transformer/DL/KG/NLP/CV AI+X》集合,2025年大模型与AI技术综述报告,本文汇总了2025年在大语言模型、扩散模型、深度学习、知识图谱、自然语言处理、计算机视觉及多模态智能体等领域的最新综述论文与研究进展，涵盖模型推理、生成技术、强化学习、知识蒸馏、安全性、个性化生成及应用实践等多个方面，重点介绍了相关博士论文、顶会论文及行业报告，反映了AI技术的前沿发展与挑战。,LLM,"Meta, OpenAI, THU",Max Forbes,https://mp.weixin.qq.com/s/Ss1_nolgXq9zX6FkUeEdUw
ScienceAI,2025-05-11 14:15:45,无监督ML研究微生物稀有生物圈，一个智能丰度划分软件，已开源,基于无监督机器学习的微生物稀有生物圈智能丰度划分软件ulrb开源,波尔图大学等机构开发了开源软件ulrb，利用无监督机器学习中的k-medoids算法对微生物群落进行最佳丰度类别划分，解决了传统阈值方法在定义微生物稀有生物圈中的不足。该工具支持多种数据集验证，提供统计指标评估聚类质量，适用于生态学中微生物及非微生物数据的多样性分析，推动了微生物稀有生物圈的标准化研究。,AI4Science,Other,,https://mp.weixin.qq.com/s/P1wme1ClwLKIGIl0a__o_Q
DASOU,2025-05-11 13:37:09,RLHF 实践：原理、代码、踩坑以及解决方案,基于DeepSpeed-Chat的RLHF实践及其原理与实现解析,本文系统总结了基于DeepSpeed-Chat框架的强化学习与人类反馈（RLHF）实践过程，涵盖了RLHF的基本概念、训练奖励模型的数据构建、模型结构及训练目标，以及强化学习阶段的整体架构。文章详细介绍了从SFT到奖励模型训练，再到RLHF的完整流程，并结合代码实现和常见问题的解决方案，展示了RLHF在提升语言模型生成质量方面的有效性。,LLM,Other,,https://mp.weixin.qq.com/s/dFcdaSDxGbkezVPbFKOINg
深度学习自然语言处理,2025-05-11 12:53:16,字节Seed新方法！开源8B代码模型：自己筛数据训练自己，同量级SoTA，还能超越百亿级对手,Seed-Coder：基于自筛选数据的8B参数开源代码生成模型,Seed-Coder团队提出一种让大语言模型自我筛选训练数据的方法，构建了一个包含6万亿token的高质量代码库，训练出基于Llama 3架构的8.2B参数代码模型。该模型支持32K长上下文，采用填空训练法和长思维链强化学习，显著提升代码生成和补全能力，性能超越多款更大规模模型。未来计划融合通用语料和探索MoE架构，推动轻量高效代码模型在开发工具中的应用。,LLM,ByteDance,,https://mp.weixin.qq.com/s/Ss3UqB6rL_oLHBAPY_85Cw
