标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,arXiv ID,简明摘要
Lost in Serialization: Invariance and Generalization of LLM Graph Reasoners,迷失于序列化：LLM图推理器的不变性与泛化能力,13 Nov 2025,LLM,Other,,http://arxiv.org/abs/2511.10234v1,2511.10234v1,本文系统分析了基于大型语言模型的图推理器在处理图结构时对节点编号、边顺序及格式变化的敏感性问题，揭示了其在序列化表示上的不变性缺失带来的鲁棒性挑战。作者提出将图序列化拆分为节点标记、边编码和语法三部分，设计了全面的评测方案和新的频谱任务以测试模型的泛化能力。研究发现，未经微调的大模型表现出更强的稳定性，而微调虽降低了对节点重标的敏感性，却可能增加对结构和格式变化的脆弱性，且未必提升对新任务的适应性。该工作为提升图推理模型的稳健性和泛化能力提供了重要参考。
Answering Students' Questions on Course Forums Using Multiple Chain-of-Thought Reasoning and Finetuning RAG-Enabled LLM,基于多链式思维推理与微调RAG增强大语言模型的课程论坛学生提问回答系统,13 Nov 2025,LLM,Other,,http://arxiv.org/abs/2511.09831v1,2511.09831v1,本文针对课程论坛中学生提问响应迟缓和重复问题多的难题，提出了一种基于开源大语言模型的问答系统。该系统结合了检索增强生成技术，利用本地知识库中的课程内容来检索相关信息，并通过多步推理机制减少模型生成错误。通过在HotpotQA数据集上的实验，结果表明该方法显著提升了问答的准确性和实用性，有效支持了课程论坛中学生问题的及时和高质量解答。
AffordBot: 3D Fine-grained Embodied Reasoning via Multimodal Large Language Models,AffordBot：基于多模态大语言模型的3D细粒度具身推理,13 Nov 2025,Multimodal LLM,Other,,http://arxiv.org/abs/2511.10017v1,2511.10017v1,本文提出了一种新任务——细粒度三维体现推理，要求智能体根据指令准确识别三维场景中可交互元素的位置及其动作方式。为此，作者设计了AffordBot框架，结合多模态大语言模型和分步骤推理策略，通过将三维场景转换为多视角图像，实现对复杂空间信息的理解与推理。实验证明，AffordBot在公开数据集上表现优异，展现了良好的泛化能力和基于物理环境的推理能力，推动了人机协作在真实三维环境中的应用发展。
On the Military Applications of Large Language Models,大语言模型的军事应用研究,13 Nov 2025,LLM,"Microsoft, OpenAI",,http://arxiv.org/abs/2511.10093v1,2511.10093v1,本文探讨了大型语言模型在军事领域的潜在应用。通过对基于GPT的语言模型（如微软Copilot）进行分析，揭示其对军事用途的认知，并对相关信息进行了评估。研究还考察了商业云服务（如微软Azure）在构建此类军事应用中的可行性。结果表明，语言模型的摘要和生成能力能够有效支持多种军事任务，且其其他特性也具备特定的应用价值。该研究为理解和开发基于语言模型的军事技术提供了重要参考。
OutSafe-Bench: A Benchmark for Multimodal Offensive Content Detection in Large Language Models,OutSafe-Bench：面向多模态大语言模型的攻击性内容检测基准,13 Nov 2025,Multimodal LLM,Other,,http://arxiv.org/abs/2511.10287v1,2511.10287v1,本文提出了OutSafe-Bench，这是首个面向多模态大语言模型内容安全的综合评测基准，涵盖文本、图像、音频和视频四种模态，包含超过2.7万条双语样本，系统标注九类关键风险。论文还设计了多维交叉风险评分指标和公平评分框架，以提升评测的全面性和公正性。通过对九个先进模型的测试，揭示了当前多模态模型在内容安全方面仍存在显著漏洞，强调了加强安全防护的紧迫性和必要性。
ACT as Human: Multimodal Large Language Model Data Annotation with Critical Thinking,ACT如人：基于批判性思维的多模态大语言模型数据标注方法,13 Nov 2025,Multimodal LLM,Other,,http://arxiv.org/abs/2511.09833v1,2511.09833v1,本文提出了一种名为ACT的多模态大语言模型数据标注方法，通过让模型不仅生成标签，还充当“审判者”识别潜在错误，从而只需人工复核少量可疑样本，大幅提升标注效率。该方法适用于自然语言处理、计算机视觉等多个领域。实验表明，ACT在保持接近人类标注质量的同时，可节省约90%的人工成本，且理论分析支持训练模型性能几乎无损。研究还总结了提升标注质量的实用经验，为高效数据标注提供了有效方案。
Opinion: Towards Unified Expressive Policy Optimization for Robust Robot Learning,观点：迈向统一的表达式策略优化以实现鲁棒机器人学习,13 Nov 2025,Agent,Other,,http://arxiv.org/abs/2511.10087v1,2511.10087v1,本文提出了一种名为UEPO的统一生成框架，旨在解决机器人离线到在线强化学习中行为多样性不足和分布变化带来的挑战。UEPO通过引入多起点动态感知策略、多样性正则机制以及基于扩散的数据增强，有效提升了策略的表达能力和适应性。在标准测试平台上，UEPO显著优于现有方法，展示了其在机器人运动和精细操作任务中的强大泛化能力和实用价值。
EffiReason-Bench: A Unified Benchmark for Evaluating and Advancing Efficient Reasoning in Large Language Models,EffiReason-Bench：用于评估和推进大语言模型高效推理的统一基准,13 Nov 2025,LLM,Other,,http://arxiv.org/abs/2511.10201v1,2511.10201v1,本文提出了EffiReason-Bench，一个统一的评测基准，用于系统比较和推动大规模语言模型中高效推理方法的发展。通过构建标准化且经过人工验证的推理步骤标注，覆盖多种推理任务和模型规模，作者评估了多种提升推理效率的策略，并设计了新的综合评价指标E3-Score，能更平滑地反映性能与成本的权衡。实验结果表明，不同方法在不同模型和任务上表现各异，强调了根据具体情况选择合适策略的重要性。该工作为高效推理研究提供了统一的评测平台和指导。
In-Token Rationality Optimization: Towards Accurate and Concise LLM Reasoning via Self-Feedback,In-Token Rationality Optimization：通过自我反馈实现大语言模型的准确且简洁推理,13 Nov 2025,LLM,Other,,http://arxiv.org/abs/2511.09865v1,2511.09865v1,本文提出了一种名为InTRO的新方法，旨在提升大型语言模型在推理任务中的准确性和简洁性。该方法通过在生成过程中对每个词进行探索和自我反馈，避免了传统训练中对单一正确推理路径的依赖，有效提升了模型的泛化能力和推理质量。实验证明，InTRO在多个数学推理基准上显著提高了答案准确率，且生成的推理过程更加简明。此外，该方法还能成功应用于跨领域推理任务，展现出良好的适应性和鲁棒性。
Simulating Misinformation Propagation in Social Networks using Large Language Models,利用大语言模型模拟社交网络中的错误信息传播,13 Nov 2025,Agent,Other,,http://arxiv.org/abs/2511.10384v1,2511.10384v1,本文提出了一种基于大型语言模型的模拟框架，通过构建具有人格特征和认知偏见的虚拟代理，研究社交网络中虚假信息的传播机制。该方法利用问答系统实时评估信息的真实性，量化误导程度及其传播速度。实验表明，身份和意识形态驱动的代理加速虚假信息扩散，尤其在政治和市场领域，而专家型代理有助于保持信息准确。研究还揭示不同代理交互会加剧信息失真，推动虚假信息向宣传级别演变。该框架为理解和控制数字环境中的虚假信息扩散提供了新的可解释工具。
Audio-VLA: Adding Contact Audio Perception to Vision-Language-Action Model for Robotic Manipulation,Audio-VLA：为机器人操作的视觉-语言-动作模型添加接触音频感知,13 Nov 2025,Embodied AI,Other,,http://arxiv.org/abs/2511.09958v1,2511.09958v1,本文提出了Audio-VLA，一种结合视觉和接触声音感知的多模态机器人操作模型，有效提升了对操作动态过程的理解能力。通过引入接触声音信息，Audio-VLA克服了仅依赖视觉的局限，增强了机器人对物体交互细节的感知。论文还设计了任务完成率（TCR）指标，系统评估机器人在操作过程中对动态变化的感知效果。实验结果表明，Audio-VLA在模拟环境和实际任务中均优于传统视觉模型，展示了多模态感知在机器人操作中的重要价值。
Format Matters: The Robustness of Multimodal LLMs in Reviewing Evidence from Tables and Charts,格式重要性：多模态大语言模型在基于表格和图表的证据审查中的鲁棒性,13 Nov 2025,Multimodal LLM,Other,,http://arxiv.org/abs/2511.10075v1,2511.10075v1,本文针对多模态大语言模型在验证科学论文中以表格和图表形式呈现实验结果的能力进行了系统评估。通过改编现有数据集，作者测试了12个模型，发现它们在处理表格证据时表现较好，但在图表理解上存在明显不足。相比之下，人类评审在两种格式下均表现稳定。此外，小规模模型在不同格式间的表现相关性较弱，表明其跨模态推理能力有限。研究揭示了当前模型在多模态科学证据理解上的关键短板，强调未来需加强图表解析能力，以提升科学论证的自动验证效果。
Exploring State Tracking Capabilities of Large Language Models,探索大型语言模型的状态追踪能力,13 Nov 2025,LLM,Other,,http://arxiv.org/abs/2511.10457v1,2511.10457v1,本文研究了大型语言模型在状态追踪任务中的表现，提出了基于三种明确任务的基准测试，旨在单独评估模型的状态管理能力。实验结果显示，最新一代模型（如GPT-4和Llama3）在结合推理策略后，能够有效跟踪多个实体的状态变化；而早期模型虽然能理解任务并初步完成，但在多步操作后表现明显下降。该研究为理解和提升语言模型的状态管理能力提供了重要参考。
Next-Frame Feature Prediction for Multimodal Deepfake Detection and Temporal Localization,用于多模态深度伪造检测与时间定位的下一帧特征预测,13 Nov 2025,Other,Other,,http://arxiv.org/abs/2511.10212v1,2511.10212v1,本文提出了一种基于下一帧特征预测的单阶段训练框架，用于多模态深度伪造检测与时间定位。该方法通过预测视频中每一帧的特征，结合窗口级注意力机制，有效捕捉局部伪造痕迹，提升了模型对未知伪造手法和数据集的泛化能力。实验结果表明，所提模型不仅能准确识别整体伪造视频，还能精确定位部分伪造片段，显著优于现有方法，具有较强的实用价值。
