标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
VeriGUI: Verifiable Long-Chain GUI Dataset,VeriGUI：可验证的长链GUI数据集,Agent,Other,https://arxiv.org/pdf/2508.04026,https://huggingface.co/papers/2508.04026,本文提出了VeriGUI，一个面向长链复杂任务的可验证GUI数据集，旨在促进通用GUI智能体在真实计算环境中的开发与评估。该数据集包含数百步的任务序列，支持从任意子任务起始，且每个子任务均可独立验证，允许多样化的探索策略。通过覆盖桌面和网页操作，且由专家标注，VeriGUI有效反映了现实中复杂界面操作的挑战。实验结果显示现有智能体在处理长时序任务时存在明显不足，凸显了提升规划与决策能力的必要性。,82
"Seed Diffusion: A Large-Scale Diffusion Language Model with High-Speed
  Inference",Seed Diffusion：一种具备高速推理能力的大规模扩散语言模型,Diffusion Model,"ByteDance, THU",https://arxiv.org/pdf/2508.02193,https://huggingface.co/papers/2508.02193,本文提出了Seed Diffusion Preview，一种基于离散状态扩散的大规模语言模型，显著提升了推理速度。通过非序列的并行生成方式，Seed Diffusion有效克服了传统逐词解码的延迟问题，实现了每秒2146个token的高速推理，同时在多项代码生成评测中保持了竞争力的性能。该模型在速度和质量的平衡上超越了现有的Mercury和Gemini扩散模型，推动了代码生成领域的性能边界。,70
Is Chain-of-Thought Reasoning of LLMs a Mirage? A Data Distribution Lens,LLM的Chain-of-Thought推理是一场幻象吗？——基于数据分布的视角,LLM,Other,https://arxiv.org/pdf/2508.01191,https://huggingface.co/papers/2508.01191,本文从数据分布的角度探讨了大型语言模型（LLM）中链式思维（CoT）推理的本质。研究发现，CoT推理的有效性主要依赖于训练数据与测试数据之间的分布相似度，当测试数据偏离训练分布时，CoT推理能力显著下降，表明其并非一种稳健的推理机制。通过设计受控实验环境，论文系统分析了任务类型、推理长度和格式对CoT推理的影响，揭示了其脆弱性和局限性。该工作深化了对LLM推理能力的理解，强调了实现真正通用推理的挑战。,51
"Skywork UniPic: Unified Autoregressive Modeling for Visual Understanding
  and Generation",Skywork UniPic：用于视觉理解与生成的统一自回归建模,Multimodal LLM,Other,https://arxiv.org/pdf/2508.03320,https://huggingface.co/papers/2508.03320,本文提出了Skywork UniPic，一种包含15亿参数的自回归模型，首次在单一架构中统一实现了图像理解、文本生成图像及图像编辑功能，避免了传统多模型间的复杂连接。该模型采用解耦编码策略和分辨率递进训练，利用大规模精心设计的数据集及任务特定的奖励机制，实现了在普通硬件上高效生成高质量1024×1024图像。Skywork UniPic在多个评测中表现优异，展示了高性能多模态AI系统的实用性和部署潜力。代码和模型权重已公开。,44
Efficient Agents: Building Effective Agents While Reducing Cost,高效智能体：在降低成本的同时构建高效智能体,Agent,Other,https://arxiv.org/pdf/2508.02694,https://huggingface.co/papers/2508.02694,本文系统研究了基于大型语言模型驱动的智能代理系统在效率与效果之间的权衡，旨在设计既高效又具备良好性能的代理框架。通过在GAIA基准上的实验，分析了模型选择、框架设计和运行策略对成本与表现的影响。提出的“Efficient Agents”框架在保持96.7%性能的同时，将运行成本降低了28.4%，显著提升了经济性。该研究为构建可扩展且成本可控的智能代理系统提供了实用指导，推动了AI解决方案的普及和可持续发展。,40
"SEAgent: Self-Evolving Computer Use Agent with Autonomous Learning from
  Experience",SEAgent：具备自主经验学习的自我进化计算机使用智能体,Agent,Shanghai AI Lab,https://arxiv.org/pdf/2508.04700,https://huggingface.co/papers/2508.04700,本文提出了SEAgent，一种能够通过自主体验学习不断进化的计算机使用代理框架。该框架使代理能够在无人工标注的新软件环境中，通过试错探索和自动生成的任务，从简单到复杂逐步掌握软件操作。SEAgent设计了世界状态模型和任务生成机制，并采用对失败动作的模仿学习与成功策略的优化相结合的方法提升性能。此外，提出了从专家代理到通用代理的训练策略，实现了通用代理在多软件环境下超越专家代理的表现。实验证明，SEAgent在五个新软件环境中成功率显著提升，展示了其自主学习和适应新软件的能力。,34
LongVie: Multimodal-Guided Controllable Ultra-Long Video Generation,LongVie：多模态引导的可控超长视频生成,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2508.03694,https://huggingface.co/papers/2508.03694,本文提出了LongVie，一种端到端的自回归框架，专注于生成可控的超长视频。针对现有方法在长视频生成中存在的时间一致性差和画质退化问题，LongVie通过统一的噪声初始化和全局控制信号归一化，保证视频片段间的连贯性；同时结合多模态控制信号（如深度图和关键点）及退化感知训练策略，有效提升视觉质量。论文还发布了包含100个高分辨率长视频的评测基准，实验结果表明LongVie在长视频的可控性、一致性和画质方面均达到领先水平。,32
"Training Long-Context, Multi-Turn Software Engineering Agents with
  Reinforcement Learning",使用强化学习训练长上下文多轮软件工程智能体,Agent,Other,https://arxiv.org/pdf/2508.03501,https://huggingface.co/papers/2508.03501,本文提出了一种基于强化学习的方法，训练能够处理长上下文、多轮交互的软件工程智能体。与以往侧重单轮任务的研究不同，作者针对软件工程中环境反馈丰富的多轮任务，采用改进的策略优化算法，在开源大模型Qwen2.5-72B-Instruct基础上提升了任务完成率。实验结果显示，该方法在多个软件工程基准测试中显著优于传统微调模型，且无需依赖教师模型，展示了利用强化学习构建更强自主智能体以解决复杂实际问题的潜力。,25
"Enhancing Vision-Language Model Training with Reinforcement Learning in
  Synthetic Worlds for Real-World Success",利用强化学习在合成世界中提升视觉-语言模型训练以实现现实世界成功,Agent,Other,https://arxiv.org/pdf/2508.04280,https://huggingface.co/papers/2508.04280,本文提出了一种名为VL-DAC的轻量级、无需调参的强化学习算法，专为训练视觉语言模型（VLMs）设计。该方法通过在廉价的模拟环境中训练，使模型学会将视觉输入转化为连贯的语言驱动动作序列，显著提升了模型在真实世界任务中的表现。实验证明，VL-DAC在多个合成环境中训练后，能有效迁移并提升游戏控制、空间规划和网页导航等真实任务的性能，同时保持图像理解能力不受影响。这为利用简单强化学习方法在合成世界中高效训练VLMs并实现现实应用提供了有力证据。,25
"CompassVerifier: A Unified and Robust Verifier for LLMs Evaluation and
  Outcome Reward",CompassVerifier：用于大语言模型评估与结果奖励的统一且鲁棒的验证器,LLM,Shanghai AI Lab,https://arxiv.org/pdf/2508.03686,https://huggingface.co/papers/2508.03686,本文提出了CompassVerifier，一种轻量且鲁棒的模型，用于验证大型语言模型（LLMs）在多个领域的输出答案。该模型支持多种答案形式，能有效识别异常或无效回答，提升了答案验证的准确性和通用性。为评估验证能力，作者构建了包含多源数据及错误模式分析的VerifierBench基准数据集。CompassVerifier及其基准数据集有望推动LLMs的评估方法、答案验证和基于奖励的优化研究。相关代码和数据集已公开。,24
