公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
CAAI认知系统与信息处理专委会,2025-10-21 00:50:22,可变形物体操控的机器人sim2real学习,基于视触觉传感器的可变形物体操控软接触仿真与Sim-to-real学习,本文提出了一种基于掌状视触觉传感器的软接触仿真方法，利用MLS-MPM模拟视触觉传感器与弹性、塑性及弹塑性可变形物体的接触变形，构建了可变形物体操控的基准任务和专家演示系统。通过结合TD3强化学习，实现了仿真环境中训练模型向现实机器人的Sim-to-real迁移，验证了系统在复杂可变形物体操控中的有效性和鲁棒性。,Embodied AI,Other,,https://mp.weixin.qq.com/s/aIuFpWjP76sSwbhFrXRczw
CAAI认知系统与信息处理专委会,2025-10-21 00:50:22,面向机器人学习的低成本、高效且拟人化手部的设计与制作,面向机器人学习的低成本拟人化灵巧手部LEAP Hand的设计与实现,本文介绍了一款名为LEAP Hand的低成本、高效且拟人化的机器人手部，旨在推动机器人灵巧操作的研究普及。该手部采用新颖运动学结构，成本仅2000美元，组装时间不到4小时，具备较强耐用性和较大扭矩输出能力。实验验证了其在视觉遥操作、从视频数据学习及仿真到现实任务中的优越性能，显著优于现有竞品Allegro Hand，且设计方案和代码将开源。,Embodied AI,Other,"Kenneth Shaw, Ananye Agarwal, Deepak Pathak",https://mp.weixin.qq.com/s/g1d9WQKLf9fW5JbbhiC62A
机器之心,2025-10-21 00:15:10,告别「偏科」，UniVid实现视频理解与生成一体化,UniVid: 融合视频理解与生成的统一多模态模型,UniVid提出了一种融合视频理解与生成能力的统一模型，通过适配器机制降低训练成本，采用温控对齐提升跨模态语义一致性，并引入金字塔反射机制高效捕捉长时序依赖。该模型在视频生成和视频问答任务中均刷新多项基准记录，显著提升了视频生成的时序一致性和语义契合度，实现了视频多模态任务的通用解决方案。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/Ri2wC8tgwut-deKbF2VxZw
量子位,2025-10-20 23:33:55,DeepSeek新模型被硅谷夸疯了！用二维视觉压缩一维文字，单GPU能跑，“谷歌核心机密被开源”,DeepSeek-OCR模型：基于视觉压缩的高效长文本理解方法,DeepSeek最新开源的DeepSeek-OCR模型通过将长文本信息压缩为少量视觉token，实现了在单GPU上高效处理长文本的能力。该模型采用上下文光学压缩策略，结合局部窗口注意力和全局注意力机制，有效降低计算开销，在文档解析基准OmniDocBench上取得了新SOTA成绩。此方法被认为是统一视觉与语言、推动AGI研究的重要方向之一。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/I7-5S-4T-gr0S9pdqB5JQg
量子位,2025-10-20 23:33:55,马斯克要让Grok全面接管x，彻底剔除人类规则推荐算法,马斯克宣布Grok全面接管X平台推荐算法，替代启发式规则,马斯克宣布X平台将在未来几周内移除传统启发式推荐算法，由AI助手Grok全面接管内容推荐。Grok通过逐条阅读帖子和视频，实现个性化推送，旨在提升新号优质内容的曝光率，打破大号内容垄断。该举措标志着X成为首个完全抛弃启发式算法的大型社交平台，用户还能动态定制推荐内容。此举引发网友对算法公平性和内容多样性的广泛讨论。,Agent,Other,Elon Musk,https://mp.weixin.qq.com/s/v8mM_4FnK6QTS889Yi59Rg
具身智能之心,2025-10-21 01:18:08,相约杭州！具身智能之心首次赞助IROS并现场颁奖,具身智能之心赞助RoboSense Challenge 2025并现场颁奖，推动社交智能自主导航机器人发展,RoboSense Challenge 2025聚焦机器人在动态复杂环境中的感知与导航能力，特别是基于RGB-D视觉和里程计的社交智能自主导航机器人。赛事由多家国际研究机构联合主办，作为IROS 2025官方认证竞赛项目在杭州线下展示。挑战赛旨在提升机器人在无地图环境下的安全、高效导航能力，强调动态行为建模、社交规则编码及不确定性处理。具身智能之心作为赞助方，举办现场颁奖及线上直播，并联合Abaka AI举办交流派对，促进学术与产业深度融合。,Embodied AI,Other,,https://mp.weixin.qq.com/s/08uOWYz0M3L2szPmUgFzPg
新智元,2025-10-21 01:01:44,科研狗狂喜！Claude新版神器一键跑完整套流程，告别996爆肝研究,Anthropic发布Claude生命科学版，助力科研全流程自动化,Anthropic推出基于Claude Sonnet 4.5的生命科学版AI，支持从数据分析、文献检索到实验方案生成的科研全流程。该版本通过接入PubMed、Benchling、Synapse.org等多个科研平台，实现高效的基因表达分析、文献综述和实验设计，显著缩短研究周期。新增Agent Skills功能提升任务执行一致性，推动AI在生命科学领域的应用与发展。,AI4Science,Other,,https://mp.weixin.qq.com/s/FGfgt8zU74wdRRGQ86p9Dg
新智元,2025-10-21 01:01:44,RL新思路！复旦用游戏增强VLM通用推理，性能匹敌几何数据,复旦大学提出Game-RL方法利用游戏数据提升视觉语言模型通用推理能力,复旦大学NLP实验室研发了Game-RL方法，利用多模态游戏任务数据强化视觉语言模型（VLM）的推理能力。通过创新的Code2Logic方法系统合成游戏任务数据，构建了涵盖30款游戏的GameQA数据集，涵盖多种认知能力和推理难度。实验表明，Game-RL训练的模型在多个域外视觉语言推理基准上表现优异，且游戏数据在推理训练中效果可匹敌传统几何推理数据，展现出良好的跨领域泛化能力和扩展潜力。,Multimodal LLM,Other,,https://mp.weixin.qq.com/s/q1o_xsFVPEHuavW2Yxlinw
机器学习算法与自然语言处理,2025-10-21 01:01:20,李飞飞发布全新世界模型，单GPU就能跑！,李飞飞团队发布高效生成式世界模型RTFM，实现单GPU实时推理,李飞飞团队推出了生成式世界模型RTFM，该模型基于端到端训练的自回归扩散变换器架构，能够在单张H100 GPU上实现实时交互帧率推理。RTFM无需显式3D表征，通过隐式神经网络激活表示持久且一致的三维世界，支持无限时长交互和视角转换。该模型在效率、可扩展性和持久性方面取得突破，展示了生成式世界模型在当前硬件条件下的应用潜力。,Other,Other,李飞飞,https://mp.weixin.qq.com/s/qzONmih6i5MFjvr4HP-eFA
机器学习算法与自然语言处理,2025-10-21 01:01:20,“AIforArts”主题音乐展演嘉宾介绍,“AIforArts”主题音乐展演及第四届全国大模型智能生成大会介绍,本文介绍了第四届全国大模型智能生成大会（LMG 2025）及其“AI for Arts”主题音乐展演活动。大会将于2025年11月在四川成都举办，汇聚大模型领域专家，涵盖基础理论、多模态大模型等多个技术议题。展演由新加坡指挥家洪毅全领衔，四川交响乐团与四川大学计算机学院合作，展示AI生成技术与艺术的融合进展。MLNLP社区作为国内外知名的机器学习与自然语言处理学术交流平台，也在文中被重点介绍。,Multimodal LLM,Other,洪毅全,https://mp.weixin.qq.com/s/xflbwmGn4SoKc2PRCEagWw
机器学习算法与自然语言处理,2025-10-21 01:01:20,扩散语言模型也能强化学习？Meta田渊栋团队用“三明治梯度”打通RL闭环,基于三明治梯度的扩散语言模型强化学习方法研究,本文介绍了Meta田渊栋团队提出的三明治梯度（SPG）方法，解决了离散扩散语言模型（dLLM）在基于奖励的强化学习中策略梯度不可解的问题。SPG通过引入似然的上下界，正优势最大化下界（ELBO）、负优势最小化上界（EUBO），并采用块式掩码进行蒙特卡洛估计，有效对齐训练与推理分布。实验表明，SPG在多个推理基准上表现优异，收敛更快且稳定性更高，显著提升了dLLM的强化学习性能。,Diffusion Model,Meta,田渊栋,https://mp.weixin.qq.com/s/KDZo7UiYJa5EvyXgdkTNYA
机器学习算法与自然语言处理,2025-10-21 01:01:20,以信息熵的角度解构RL！大白话讲从“熵”到“RL”的探索之路,基于信息熵视角的强化学习机制解析,本文从信息熵的角度出发，系统讲解了熵、交叉熵及KL散度的基本概念及其在大语言模型（LLM）训练中的应用，重点分析了两篇近期论文如何通过宏观策略熵和微观Token熵揭示强化学习（RL）在LLM推理中的内在机制，阐释了RL在确定性与不确定性之间的平衡及其优化目标。,LLM,Other,,https://mp.weixin.qq.com/s/j9PpQlyHf-umGivsqA6j1g
机器之心,2025-10-21 00:15:10,刚刚，Anthropic上线了网页版Claude Code,Anthropic发布网页版Claude Code，实现浏览器端编程任务委派,Anthropic推出了网页版Claude Code，允许用户直接通过浏览器委派和并行运行编程任务。该工具支持连接GitHub仓库，自动创建拉取请求，并在云端隔离环境中安全执行代码。网页版Claude Code目前处于Beta阶段，向Pro和Max用户开放，并支持移动端使用，提升软件开发效率和安全性。,LLM,Other,,https://mp.weixin.qq.com/s/UddxFp9KURIsWa3pMbocgw
