公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
智药邦,2025-08-24 01:00:20,Nat Commun｜麦吉尔大学Ding Lab课题组：推进单细胞转录组分析进入外显子级分辨率的新一代AI工具,基于图神经网络的单细胞转录组外显子级分析工具DOLPHIN的开发与应用,麦吉尔大学Ding Lab团队提出DOLPHIN，一种利用图神经网络整合外显子和跨剪接点测序数据的单细胞转录组分析工具。该方法突破传统基因水平分析限制，构建基因剪接有向图，提升细胞聚类和剪接事件检测精度。DOLPHIN在胰腺癌等多种数据集表现出色，揭示了传统方法难以检测的外显子级差异，助力疾病机制研究和精准诊断。,AI4Science,Other,,https://mp.weixin.qq.com/s/n1snk6kSYaM5jD8bxMxv8A
机器学习算法与自然语言处理,2025-08-23 23:19:09,比GPT-5还准？AIME25飙到99.9%刷屏，开源模型首次！,基于置信度筛选的并行推理方法DeepConf在数学竞赛中的应用与性能提升,本文介绍了Meta AI与加州大学圣地亚哥分校联合提出的DeepConf方法，该方法通过实时监控推理路径的置信度，动态筛选和加权投票，有效提升了开源模型在AIME 2025数学竞赛中的准确率至99.9%。DeepConf不仅显著提高了推理准确率，还大幅减少了生成token数量，兼容多种模型且无需额外训练，展现了高效且可靠的深度思考能力。,LLM,Meta,,https://mp.weixin.qq.com/s/yMrwsX-HRYUCMTnMV9jDEQ
机器学习算法与自然语言处理,2025-08-23 23:19:09,OpenAI重大发现：GPT-4bmicro改造诺奖研究，山中因子重编程效率提高50倍,基于GPT-4b micro的山中因子蛋白质重编程效率提升研究,OpenAI与生物科技公司Retro Bio合作，利用新模型GPT-4b micro设计出山中因子新变体，显著提升了干细胞重编程效率达50倍。该模型采用新训练方法和生物学数据集，能够处理长达64000 token的蛋白质序列，实现对SOX2和KLF4蛋白的多样化优化，远超传统筛选方法。此研究为蛋白质设计和再生医学提供了新的AI辅助策略，推动了科学与药物研发的进步。,AI4Science,OpenAI,"Sam Altman, Greg Brockman",https://mp.weixin.qq.com/s/ot0XOKpILrvb_WzODq8eLw
机器学习算法与自然语言处理,2025-08-23 23:19:09,强化学习为什么会出现熵坍塌？详解三种解决熵坍塌的方法,强化学习中熵坍塌现象及三种解决方法解析,本文分析了大模型强化学习中常见的熵坍塌现象及其成因，指出策略更新机制导致策略熵快速下降，限制模型探索能力。重点介绍了三种解决熵坍塌的方法：字节跳动提出的Clip-Higher策略，通过非对称裁剪平衡探索与利用；昆仑万维的Adaptive Entropy Control动态调节熵损失系数；以及上海人工智能实验室联合清华大学等机构提出的Clip-Cov方法，系统研究并缓解熵崩塌问题，提升模型性能和稳定性。,LLM,"ByteDance, Shanghai AI Lab, THU",,https://mp.weixin.qq.com/s/C9I4hDWOcqUm0G--MmL10A
机器学习算法与自然语言处理,2025-08-23 23:19:09,训练减半反超GRPO！Shuffle-R1引入动态洗牌术，突破多模态RL效率瓶颈,Shuffle-R1: 基于动态洗牌术的多模态强化学习高效训练框架,本文提出Shuffle-R1，一种针对多模态大语言模型强化学习训练效率瓶颈的解决方案。通过成对轨迹采样（PTS）和基于优势值的批次洗牌（ABS），该方法动态选择和重组训练数据，缓解优势值塌陷和rollout静默问题。实验结果表明，Shuffle-R1在保持低计算开销的同时，训练步骤减半即可超越现有多模态RL基准算法GRPO，显著提升模型推理性能。,Multimodal LLM,Other,朱泠皞,https://mp.weixin.qq.com/s/pIryzW-j3XkDnGvoZmDAFQ
机智流,2025-08-23 22:44:30,中国人工智能学会丨AI Agent全球专项赛重磅来袭：百万奖金+资源加持，共赴AI创新盛宴！,2025第三届全国人工智能应用场景创新挑战赛AI Agent全球专项赛启动,中国人工智能学会主办的2025第三届全国人工智能应用场景创新挑战赛AI Agent全球专项赛正式启动，设百万奖金池及2亿创投基金，面向全球征集AI Agent创新项目。赛事采用开放场景与产业命题双轨赛制，涵盖国学与大健康、智能量化交易、超模态文创、未来城市管理等方向，提供算力支持、专家辅导及产业资源对接，推动AI Agent技术产业化应用。,Agent,Other,,https://mp.weixin.qq.com/s/jfD2OWo_-73uxnrZnz38Fw
机器之心,2025-08-24 09:54:16,刚刚，马斯克开源Grok-2，总大小达500 GB，严苛开源协议却遭质疑,马斯克开源Grok-2模型及其开源协议引发关注,马斯克近日开源了名为Grok-2的大型模型，数据总量达到500 GB。该模型采用了较为严苛的开源协议，导致社区对其开放性和使用限制产生质疑。此次开源事件引发了业界对模型开放性与版权保护之间平衡的讨论。,LLM,Other,Elon Musk,https://mp.weixin.qq.com/s/pcNP5VRLXK1PofbcwabxYQ
新智元,2025-08-24 09:39:12,马斯克掀桌子了，最强开源大模型诞生！Grok-2近万亿参数性能首曝,xAI开源近万亿参数大语言模型Grok-2及其技术特点解析,xAI正式开源了其近万亿参数大语言模型Grok-2，模型参数达9050亿，支持128k超长上下文，采用混合专家架构（MoE）提升性能。Grok-2于2024年完成训练，体积超500GB，预训练数据覆盖文本和代码。开源版本包含模型权重和架构，商业使用受限于年收入门槛。xAI依托孟菲斯超算中心，配备10万块英伟达H100 GPU，推动模型快速迭代，未来计划发布多模态智能体和视频生成模型，展现强劲的AI研发实力。,LLM,Other,"Elon Musk, Jensen Huang",https://mp.weixin.qq.com/s/67Bq-SUdnFMsXz60A3zENg
智药邦,2025-08-24 01:00:20,SIIC Insights | AI+药物开发的观察与展望,AI在药物开发中的应用现状与未来展望,本文系统回顾了AI技术在药物开发各阶段的应用进展与挑战，涵盖从早期探索到商业化落地的历程，重点介绍了AlphaFold等技术突破对结构生物学和新药研发的推动作用。文章还分析了全球及中国市场规模及融资趋势，展望了AI+口服环肽领域的潜在突破，强调了AI赋能药物研发提升效率和降低成本的巨大潜力。,AI4Science,DeepMind,,https://mp.weixin.qq.com/s/X6Vq25Is0n4J18Ua_d4pPg
机智流,2025-08-23 22:44:30,港大联合月之暗面发布OpenCUA：32B模型力压GPT-4o登顶CUA榜，还提供端到端的CUA研究解决方案！,OpenCUA：开源视觉语言驱动的计算机使用代理研究框架及32B模型性能评测,本文介绍了由香港大学XLANG Lab联合Moonshot AI、斯坦福大学、卡内基梅隆大学等机构推出的OpenCUA开源框架，旨在解决当前计算机使用代理（CUA）领域的数据采集、数据规模及模型训练策略等核心挑战。OpenCUA提供了端到端的解决方案，包括跨平台标注工具、丰富数据集、数据处理流水线及分层训练模型，显著提升了CUA在复杂桌面环境中的任务执行能力，并实现了32B模型性能领先于GPT-4o。,Agent,Other,,https://mp.weixin.qq.com/s/yUV9zwvjliIu72X9qG5crg
机器之心,2025-08-24 11:59:20,三个月、零基础手搓一块TPU，能推理能训练，还是开源的,基于开源设计的机器学习专用TPU芯片构建与实现,本文介绍了加拿大西安大略大学工程师团队在暑假期间自主设计并实现的TinyTPU，一款支持机器学习推理和训练的开源专用芯片。团队通过重新发明TPU的关键机制，结合硬件设计基础和神经网络数学原理，完成了从零基础到功能实现的全过程。该项目不仅展示了TPU在矩阵乘法加速中的优势，也强调了硬件设计与深度学习知识的结合。,Other,Other,,https://mp.weixin.qq.com/s/rKlDxXGwBvJT7SIY3EiqZQ
机器之心,2025-08-24 11:59:20,超越宇宙极限：第六位海狸数再次突破，无法用常规数学符号表达,忙碌海狸数BB(6)的新下界突破及其计算复杂性研究,本文介绍了忙碌海狸数（Busy Beaver number）BB(6)的最新研究进展。忙碌海狸数是理论计算机科学中的重要概念，涉及图灵机的停机问题。最新突破由业余数学爱好者团队在Busy Beaver Challenge社区实现，刷新了BB(6)的下界，显示其数值远超常规数学符号的表达能力，彰显了停机问题的复杂性和计算极限。,Other,Other,"Scott Aaronson, William Gasarch, Shawn Ligocki",https://mp.weixin.qq.com/s/H2Tv6EoVPj0ISH2fS8clUw
机器之心,2025-08-24 11:59:20,仅靠5000+样本，全新强化学习范式让30B轻松击败671B的DeepSeek V3,基于评分标尺的强化学习范式Rubicon提升主观任务中的大语言模型表现,"蚂蚁技术研究院与浙江大学联合提出Rubicon，一种基于评分标尺的强化学习新范式，突破传统强化学习在开放式主观任务中的瓶颈。通过构建超过10,000条评分标准，Rubicon-preview模型仅用5000+样本训练便超越了671B参数的DeepSeek V3，实现了更具人性化的表达和创意推理能力的提升，推动了大语言模型在情感和创意写作等领域的应用。",LLM,Alibaba,,https://mp.weixin.qq.com/s/4yUiR6Z6rNQqdA2rCUQ0aA
AINLP,2025-08-24 11:50:07,写代码写出26亿身家、“淘宝第一个程序员”多隆离职后重出江湖，加入老同事创企，“杀入”AI赛道！,阿里巴巴资深技术专家多隆离职后加入AI初创公司，投身智能体技术研发,多隆，阿里巴巴资深程序员及合伙人，因其在淘宝系统建设和技术创新中的突出贡献被誉为“淘宝第一个程序员”。2025年8月离开阿里后，他加入AI初创公司贝联珠贯，专注于AI Agent技术，旨在变革运维服务。多隆以其卓越的技术能力和低调作风在业界享有盛誉，现正与老同事毕玄共同推动AI领域创新。,Agent,Alibaba,"蔡景现, 林昊",https://mp.weixin.qq.com/s/J6oXquV0aFnMhNof5DyUCg
老刘说NLP,2025-08-24 11:42:12,如何通过外挂实现大模型思考预算控制？qwen3的两步走及LogitsProcessor方案,大模型思考预算控制的外挂实现方案及qwen3两步走方法解析,本文介绍了当前主流大模型在推理过程中思考预算控制的实现方法，重点分析了字节跳动Seed-OSS、Nvidia Nemotron-Nano-9B-v2及qwen3模型的预算控制机制。文章详细阐述了通过外挂方式实现思考预算控制的两种方案：qwen3的两步走策略和基于LogitsProcessor的修改方案，旨在提升模型推理效率和控制生成过程中的思考深度。,LLM,ByteDance,,https://mp.weixin.qq.com/s/Otcij2OsJi2KMtkoaojWsA
