公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
智药邦,2025-06-24 06:39:55,bioRxiv｜Biomni：首个通用生物医学AI智能体重新定义科学研究范式,Biomni：通用生物医学AI智能体的设计与应用,斯坦福大学及多家顶尖机构联合开发了Biomni，一种通用生物医学AI智能体，集成150个专业工具和多类数据库，支持跨遗传学、基因组学、微生物学等领域的复杂研究任务。Biomni通过先进的LLM驱动工具选择和自适应规划策略，实现了在多项基准测试中超越传统模型的表现，标志着AI在生物医学研究中的泛化能力和自动化水平取得重要突破。,Agent,Other,"黄柯鑫, Serena Zhang, 王瀚宸, 屈元昊, 陆荧洲",https://mp.weixin.qq.com/s/b-z-rT8JBwbhywNQjFUMbw
机智流,2025-06-23 23:21:19,上海AILab等推出SFE：给AI的“科学家第一考”！GPT-o也仅得34分，大模型科学能力差距明显,上海AILab等发布SFE基准评测多模态大语言模型科学认知能力,上海人工智能实验室联合多所高校和研究机构推出Scientists’ First Exam (SFE)，构建涵盖五大学科的多模态科学认知能力评测基准。SFE通过三层认知框架全面评估模型的科学信号感知、属性理解及比较推理能力。评测显示当前顶尖多模态大语言模型在科学认知任务上表现有限，尤其在知识理解和跨学科推理方面存在显著差距，指出未来AI科学研究的改进方向。,Multimodal LLM,Shanghai AI Lab,,https://mp.weixin.qq.com/s/Tf_-ScXQxvEELdYWKIsm3g
具身智能之心,2025-06-23 22:02:01,具身领域的目标导航到底是什么？有哪些主流方法？,具身智能中目标驱动导航技术综述与发展趋势,本文系统梳理了具身智能领域中目标驱动导航的核心技术与主流方法，涵盖端到端强化学习、模块化语义地图构建及大语言模型融合三代技术路线。文章探讨了目标导航在配送、医疗及人形机器人等实际应用中的产业化进展，分析了当前技术瓶颈及未来发展方向，强调了多领域技术融合的重要性及学习挑战，特别是基于Habitat仿真生态的研究现状与技术迭代。,Embodied AI,Meta,,https://mp.weixin.qq.com/s/92oaQWQ18lNguDPgctIlSQ
机器学习算法与自然语言处理,2025-06-24 10:09:24,马斯克Robotaxi今日上路：画饼十年终兑现！团队合影C位武汉理工校友引关注,特斯拉Robotaxi在奥斯汀启动及关键AI团队介绍,特斯拉Robotaxi服务于2025年6月22日在美国奥斯汀南部正式启动，首批约10辆2025款Model Y SUV在限定区域运营。该项目由特斯拉内部自建的AI软件和芯片团队支持，关键负责人包括武汉理工大学校友段鹏飞和斯坦福毕业的Patrick Cho。团队专注于自动驾驶数据处理和感知神经网络开发，推动了Robotaxi的落地应用。服务时间为每日6点至24点，配备安全员确保乘客安全，体现了纯视觉方案的成本优势。,Embodied AI,Other,"Elon Musk, 段鹏飞, Patrick Cho",https://mp.weixin.qq.com/s/S0drNis1GtTcKM-QmhW77Q
机器学习算法与自然语言处理,2025-06-24 10:09:24,香港大学MMLab知名学者重磅来袭！,基于大语言模型的多智能体系统及其在现实任务自动化中的应用研究,本文介绍了MLNLP社区即将举办的2025学术研讨会，重点报道了香港大学副教授罗平及其团队在基于大语言模型的多智能体系统领域的最新研究。会议聚焦于Workforce框架，该框架通过模块化设计实现战略规划与专业执行的解耦，提升了多智能体系统在跨领域任务自动化中的适应性和效率。此次研讨会旨在促进国内外自然语言处理与机器学习领域学者的交流与合作。,Agent,Other,罗平,https://mp.weixin.qq.com/s/cKmpfIceeUNKpPz0FrWWwQ
机器学习算法与自然语言处理,2025-06-24 10:09:24,NLPCC2025论坛征召,NLPCC2025论坛征召及会议介绍,NLPCC2025论坛由国内外知名的机器学习与自然语言处理社区MLNLP主办，旨在促进自然语言处理和机器学习领域学术界、产业界及爱好者的交流与合作。NLPCC作为中国计算机学会自然语言处理技术委员会的年度国际会议，聚焦NLP与中文计算领域，历届会议在多个城市成功举办。2025年论坛欢迎组织专题研讨会，推动智能应用和大数据背景下的技术创新与研究成果分享。,Other,Other,,https://mp.weixin.qq.com/s/_I2Ea6v5uzqv_8sib8vQ5A
机器之心,2025-06-24 09:46:02,3D VLA新范式！中科院&字节Seed提出BridgeVLA，斩获CVPR 2025 workshop冠军！,BridgeVLA：基于视觉语言模型的高效3D机器人操作学习新范式,中科院自动化所谭铁牛团队联合字节跳动Seed提出BridgeVLA，一种通过输入输出对齐到统一2D空间的3D视觉语言操作模型。该模型将预训练和微调输入输出对齐，采用Heatmap预测替代传统token预测，实现了高数据效率和强泛化能力。BridgeVLA在RLBench和COLOSSEUM基准测试中显著提升了操作成功率和鲁棒性，展示了3D VLA操作新范式的潜力，相关代码和数据已开源。,Embodied AI,ByteDance,谭铁牛,https://mp.weixin.qq.com/s/rNBNqgj5UMvVvwPjWr_Gew
DrugAI,2025-06-24 09:28:04,Nat. Biomed. Eng. | 深度生成模型解密复杂疾病的细胞动力学与虚拟药物发现,基于深度生成模型的复杂疾病细胞动力学解析与虚拟药物筛选,本文介绍了UNAGI，一种专为时间序列单细胞转录组数据设计的深度生成神经网络，用于捕捉复杂疾病的细胞动力学并进行无监督虚拟药物筛选。UNAGI在特发性肺纤维化和COVID-19数据集上的应用验证了其对疾病进展的精准建模及潜在药物候选者的识别能力，结合蛋白质组学和人体精准切片实验，展示了其在多病理学背景下的广泛适用性和药物发现潜力。,AI4Science,Other,,https://mp.weixin.qq.com/s/iZONWQZCKjOey2Y8CwrAxg
DASOU,2025-06-24 14:50:00,斯坦福最新AI课程全公开：2025 CS336，从零开始搓大模型,斯坦福大学2025春季CS336课程：从零构建语言模型的全面教学,斯坦福大学2025年春季推出CS336课程，系统指导学生从数据收集、模型构建、训练到对齐与推理强化学习，完整实现语言模型开发。课程强调实践，涵盖BPE分词、Transformer架构、优化器实现、分布式训练、Scaling Law拟合及数据清洗等内容。课程由助理教授Tatsunori Hashimoto和副教授Percy Liang主讲，并邀请阿里巴巴达摩院和Meta AI专家客座讲座，适合具备Python和深度学习基础的学生。,LLM,"Alibaba, Meta","Tatsunori Hashimoto, Percy Liang, Junyang Lin, Mike Lewis",https://mp.weixin.qq.com/s/tWVLjGq71b2gobi8g06jnw
机器之心,2025-06-24 14:46:26,外国小哥徒手改装消费级5090，一举击败巨无霸RTX Pro 6000,基于Shunt Mod改装的华硕ROG Astral LC RTX 5090显卡性能提升研究,本文报道了硬件改装专家Der8auer通过Shunt Mod技术对华硕ROG Astral LC RTX 5090显卡进行功率限制解除改装，显卡功耗提升至约720瓦，GPU频率达到2950MHz，性能超越售价1万美元的RTX Pro 6000。改装适用于液冷显卡，能显著提升超频潜力，但存在硬件寿命和安全风险。该实验展示了硬件级功率限制解除对消费级显卡性能的影响及挑战。,Other,Other,Roman Hartung,https://mp.weixin.qq.com/s/kZK6scVYD0oONgKOjhZOAw
